event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,settime_tot_winner,settime_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_id_winner,player_id_loser
580,2017,Australian Open,GS,2017-01-16T00:00:00,2017-01-29T00:00:00,Hard,128,22624000,A$,MS001,F,03:38:00,,F,5,F324,"6-4,3-6,6-1,3-6,6-3",R. Federer,R. Nadal,,,SUI,ESP,6-4,3-6,6-1,3-6,6-3,03:38:00,A,R. Federer,R. Nadal,SUI,ESP,,,285,/en/stats/leaderboard?page=serve,3,20,62,85,138,76,65,85,49,26,53,76,13,17,22,265,/en/stats/leaderboard?page=serve,3,4,73,110,151,63,69,110,56,23,41,70,14,20,22,66,91,138,39,59,151,52,150,289,61,92,151,34,47,138,48,139,289,03:38:00,03:38:00,,,,,,,,,F324,N409
580,2017,Australian Open,GS,2017-01-16T00:00:00,2017-01-29T00:00:00,Hard,128,22624000,A$,MS002,SF,03:05:00,,F,5,F324,"7-5,6-3,1-6,4-6,6-3",R. Federer,S. Wawrinka,,,SUI,SUI,7-5,6-3,1-6,4-6,6-3,03:05:00,A,R. Federer,S. Wawrinka,SUI,SUI,,,281,/en/stats/leaderboard?page=serve,3,11,60,86,143,72,62,86,58,33,57,67,8,12,24,289,/en/stats/leaderboard?page=serve,2,10,66,89,135,63,56,89,70,32,46,56,5,9,23,66,95,143,35,47,135,51,142,278,65,88,135,34,48,143,49,136,278,03:05:00,03:05:00,,,,,,,,,F324,W367
580,2017,Australian Open,GS,2017-01-16T00:00:00,2017-01-29T00:00:00,Hard,128,22624000,A$,MS003,SF,04:56:00,,F,5,N409,"6-3,5-7,7-6(7),6-7(4),6-4",R. Nadal,G. Dimitrov,,,ESP,BUL,6-3,5-7,7-6(7),6-7(4),6-4,04:56:00,A,R. Nadal,G. Dimitrov,ESP,BUL,,,287,/en/stats/leaderboard?page=serve,3,8,74,136,184,69,94,136,54,26,48,75,12,16,28,286,/en/stats/leaderboard?page=serve,5,22,69,124,181,70,87,124,49,28,57,62,8,13,27,65,120,184,36,66,181,51,186,365,64,115,181,35,64,184,49,179,365,04:56:00,04:56:00,7,5,4,7,,,,,N409,D875
580,2017,Australian Open,GS,2017-01-16T00:00:00,2017-01-29T00:00:00,Hard,128,22624000,A$,MS004,QF,01:32:00,,F,3,F324,"6-1,7-5,6-2",R. Federer,M. Zverev,,,SUI,GER,6-1,7-5,6-2,,,01:32:00,A,R. Federer,M. Zverev,SUI,GER,,,306,/en/stats/leaderboard?page=serve,1,9,70,55,79,69,38,55,67,16,24,50,1,2,14,237,/en/stats/leaderboard?page=serve,0,5,74,72,97,53,38,72,52,13,25,60,9,15,13,68,54,79,47,46,97,57,100,176,53,51,97,32,25,79,43,76,176,01:32:00,01:32:00,,,,,,,,,F324,Z168
580,2017,Australian Open,GS,2017-01-16T00:00:00,2017-01-29T00:00:00,Hard,128,22624000,A$,MS005,QF,02:15:00,,F,3,W367,"7-6(7),6-4,6-3",S. Wawrinka,J. Tsonga,,,SUI,FRA,7-6(7),6-4,6-3,,,02:15:00,A,S. Wawrinka,J. Tsonga,SUI,FRA,,,285,/en/stats/leaderboard?page=serve,2,4,54,58,107,71,41,58,65,32,49,83,5,6,16,254,/en/stats/leaderboard?page=serve,3,7,53,46,86,74,34,46,43,17,40,0,0,3,15,68,73,107,41,35,86,56,108,193,59,51,86,32,34,107,44,85,193,02:15:00,02:15:00,,,,,7,2,,,W367,T786
580,2017,Australian Open,GS,2017-01-16T00:00:00,2017-01-29T00:00:00,Hard,128,22624000,A$,MS006,QF,02:44:00,,F,3,N409,"6-4,7-6(9),6-4",R. Nadal,M. Raonic,,,ESP,CAN,6-4,7-6(9),6-4,,,02:44:00,A,R. Nadal,M. Raonic,ESP,CAN,,,308,/en/stats/leaderboard?page=serve,4,5,72,76,105,83,63,76,52,15,29,100,4,4,16,289,/en/stats/leaderboard?page=serve,2,14,66,71,107,68,48,71,56,20,36,33,1,3,16,74,78,105,36,39,107,55,117,212,64,68,107,26,27,105,45,95,212,02:44:00,02:44:00,,,,,,,9,7,N409,R975
580,2017,Australian Open,GS,2017-01-16T00:00:00,2017-01-29T00:00:00,Hard,128,22624000,A$,MS007,QF,02:13:00,,F,3,D875,"6-3,6-2,6-4",G. Dimitrov,D. Goffin,,,BUL,BEL,6-3,6-2,6-4,,,02:13:00,A,G. Dimitrov,D. Goffin,BUL,BEL,,,273,/en/stats/leaderboard?page=serve,4,9,65,62,96,74,46,62,44,15,34,80,8,10,14,210,/en/stats/leaderboard?page=serve,3,7,47,44,94,68,30,44,38,19,50,60,9,15,13,64,61,96,48,45,94,56,106,190,52,49,94,36,35,96,44,84,190,02:13:00,02:13:00,,,,,,,,,D875,GB88
580,2017,Australian Open,GS,2017-01-16T00:00:00,2017-01-29T00:00:00,Hard,128,22624000,A$,MS008,R16,03:34:00,,F,4,Z168,"7-5,5-7,6-2,6-4",M. Zverev,A. Murray,,,GER,GBR,7-5,5-7,6-2,6-4,,03:34:00,A,M. Zverev,A. Murray,GER,GBR,,,259,/en/stats/leaderboard?page=serve,2,7,66,91,137,66,60,91,46,21,46,62,8,13,21,232,/en/stats/leaderboard?page=serve,6,10,66,95,145,65,62,95,36,18,50,53,9,17,21,59,81,137,45,65,145,52,146,282,55,80,145,41,56,137,48,136,282,03:34:00,03:34:00,,,,,,,,,Z168,MC10
580,2017,Australian Open,GS,2017-01-16T00:00:00,2017-01-29T00:00:00,Hard,128,22624000,A$,MS009,R16,03:24:00,,F,5,F324,"6-7(4),6-4,6-1,4-6,6-3",R. Federer,K. Nishikori,,,SUI,JPN,6-7(4),6-4,6-1,4-6,6-3,03:24:00,A,R. Federer,K. Nishikori,SUI,JPN,,,301,/en/stats/leaderboard?page=serve,6,24,67,98,146,81,79,98,48,23,48,67,6,9,24,244,/en/stats/leaderboard?page=serve,5,4,65,107,164,68,73,107,42,24,57,61,11,18,24,70,102,146,41,67,164,55,169,310,59,97,164,30,44,146,45,141,310,03:24:00,03:24:00,,,,,4,7,,,F324,N552
580,2017,Australian Open,GS,2017-01-16T00:00:00,2017-01-29T00:00:00,Hard,128,22624000,A$,MS010,R16,02:44:00,,F,3,W367,"7-6(7),7-6(7),7-6(7)",S. Wawrinka,A. Seppi,,,SUI,ITA,7-6(7),7-6(7),7-6(7),,,02:44:00,A,S. Wawrinka,A. Seppi,SUI,ITA,,,307,/en/stats/leaderboard?page=serve,2,17,58,68,117,81,55,68,65,32,49,50,2,4,18,282,/en/stats/leaderboard?page=serve,3,11,63,85,136,74,63,85,49,25,51,78,7,9,18,74,87,117,35,48,136,53,135,253,65,88,136,26,30,117,47,118,253,02:44:00,02:44:00,7,4,,,7,2,7,4,W367,SA93
