event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_id_winner,player_id_loser
421,2007,ATP Masters 1000 Canada,1000,2007-08-05T00:00:00,2007-08-12T00:00:00,Hard,56,2200000,$,MS001,F,02:13:00,,F,3,D643,"7-6(7),2-6,7-6(7)",N. Djokovic,R. Federer,,,SRB,SUI,7-6(7),2-6,7-6(7),,,02:13:00,A,N. Djokovic,R. Federer,SRB,SUI,,,7.0,2.0,7.0,2.0,265,/en/stats/leaderboard?page=serve,3,6,66,63,96,70,44,63,58,19,33,44,4,9,16,282,/en/stats/leaderboard?page=serve,1,15,68,69,102,77,53,69,42,14,33,50,3,6,16,66,63,96,34,35,102,49,98,198,66,67,102,34,33,96,51,100,198,,,D643,F324
421,2007,ATP Masters 1000 Canada,1000,2007-08-05T00:00:00,2007-08-12T00:00:00,Hard,56,2200000,$,MS002,SF,01:22:00,,F,2,F324,"7-6(8),6-2",R. Federer,R. Stepanek,,,SUI,CZE,7-6(8),6-2,,,,01:22:00,A,R. Federer,R. Stepanek,SUI,CZE,,,8.0,6.0,,,316,/en/stats/leaderboard?page=serve,0,13,60,38,63,87,33,38,56,14,25,100,3,3,10,276,/en/stats/leaderboard?page=serve,1,3,64,42,66,67,28,42,63,15,24,71,5,7,10,75,47,63,35,23,66,54,70,129,65,43,66,25,16,63,46,59,129,,,F324,S694
421,2007,ATP Masters 1000 Canada,1000,2007-08-05T00:00:00,2007-08-12T00:00:00,Hard,56,2200000,$,MS003,SF,01:51:00,,F,2,D643,"7-5,6-3",N. Djokovic,R. Nadal,,,SRB,ESP,7-5,6-3,,,,01:51:00,A,N. Djokovic,R. Nadal,SRB,ESP,,,,,,,314,/en/stats/leaderboard?page=serve,2,11,65,46,71,80,37,46,60,15,25,100,8,8,11,269,/en/stats/leaderboard?page=serve,2,2,69,42,61,62,26,42,58,11,19,50,2,4,10,73,52,71,39,24,61,58,76,132,61,37,61,27,19,71,42,56,132,,,D643,N409
421,2007,ATP Masters 1000 Canada,1000,2007-08-05T00:00:00,2007-08-12T00:00:00,Hard,56,2200000,$,MS004,QF,01:26:00,,F,2,F324,"6-3,6-4",R. Federer,L. Hewitt,,,SUI,AUS,6-3,6-4,,,,01:26:00,A,R. Federer,L. Hewitt,SUI,AUS,,,,,,,279,/en/stats/leaderboard?page=serve,2,13,57,40,70,88,35,40,33,10,30,67,2,3,10,227,/en/stats/leaderboard?page=serve,4,5,49,30,61,63,19,30,48,15,31,50,3,6,9,64,45,70,44,27,61,55,72,131,56,34,61,36,25,70,45,59,131,,,F324,H432
421,2007,ATP Masters 1000 Canada,1000,2007-08-05T00:00:00,2007-08-12T00:00:00,Hard,56,2200000,$,MS005,QF,01:46:00,,F,2,S694,"6-4,7-5",R. Stepanek,N. Davydenko,,,CZE,RUS,6-4,7-5,,,,01:46:00,A,R. Stepanek,N. Davydenko,CZE,RUS,,,,,,,289,/en/stats/leaderboard?page=serve,0,9,55,33,60,94,31,33,41,11,27,0,0,1,11,237,/en/stats/leaderboard?page=serve,5,2,61,51,84,65,33,51,42,14,33,57,4,7,11,70,42,60,44,37,84,55,79,144,56,47,84,30,18,60,45,65,144,,,S694,D402
421,2007,ATP Masters 1000 Canada,1000,2007-08-05T00:00:00,2007-08-12T00:00:00,Hard,56,2200000,$,MS006,QF,01:46:00,,F,2,D643,"7-6(7),6-4",N. Djokovic,A. Roddick,,,SRB,USA,7-6(7),6-4,,,,01:46:00,A,N. Djokovic,A. Roddick,SRB,USA,,,7.0,4.0,,,291,/en/stats/leaderboard?page=serve,5,13,64,47,74,81,38,47,48,13,27,67,2,3,11,277,/en/stats/leaderboard?page=serve,1,5,67,48,72,71,34,48,54,13,24,67,4,6,11,69,51,74,35,25,72,52,76,146,65,47,72,31,23,74,48,70,146,,,D643,R485
421,2007,ATP Masters 1000 Canada,1000,2007-08-05T00:00:00,2007-08-12T00:00:00,Hard,56,2200000,$,MS007,QF,02:07:00,,F,3,N409,"4-6,6-2,6-3",R. Nadal,F. Dancevic,,,ESP,CAN,4-6,6-2,6-3,,,02:07:00,A,R. Nadal,F. Dancevic,ESP,CAN,,,,,,,308,/en/stats/leaderboard?page=serve,0,9,69,59,85,69,41,59,69,18,26,90,9,10,13,245,/en/stats/leaderboard?page=serve,4,10,47,38,81,74,28,38,47,20,43,50,4,8,14,69,59,85,41,33,81,55,92,166,59,48,81,31,26,85,45,74,166,,,N409,D499
421,2007,ATP Masters 1000 Canada,1000,2007-08-05T00:00:00,2007-08-12T00:00:00,Hard,56,2200000,$,MS008,R16,00:45:00,,F,2,F324,"6-1,6-1",R. Federer,F. Fognini,,,SUI,ITA,6-1,6-1,,,,00:45:00,A,R. Federer,F. Fognini,SUI,ITA,,,,,,,320,/en/stats/leaderboard?page=serve,2,3,71,25,35,88,22,25,60,6,10,0,0,0,7,156,/en/stats/leaderboard?page=serve,3,3,42,20,48,50,10,20,36,10,28,44,4,9,7,80,28,35,58,28,48,67,56,83,42,20,48,20,7,35,33,27,83,,,F324,F510
421,2007,ATP Masters 1000 Canada,1000,2007-08-05T00:00:00,2007-08-12T00:00:00,Hard,56,2200000,$,MS009,R16,03:12:00,,F,3,H432,"6-7(10),7-6(8),7-5",L. Hewitt,D. Hrbaty,,,AUS,SVK,6-7(10),7-6(8),7-5,,,03:12:00,A,L. Hewitt,D. Hrbaty,AUS,SVK,,,10.0,12.0,,,267,/en/stats/leaderboard?page=serve,5,15,48,62,128,84,52,62,48,32,66,60,6,10,18,246,/en/stats/leaderboard?page=serve,6,7,56,79,141,65,51,79,52,32,62,62,8,13,18,66,84,128,41,58,141,53,142,269,59,83,141,34,44,128,47,127,269,8.0,6.0,H432,H377
421,2007,ATP Masters 1000 Canada,1000,2007-08-05T00:00:00,2007-08-12T00:00:00,Hard,56,2200000,$,MS010,R16,01:46:00,,F,2,D402,"7-6(10),6-3",N. Davydenko,M. Youzhny,,,RUS,RUS,7-6(10),6-3,,,,01:46:00,A,N. Davydenko,M. Youzhny,RUS,RUS,,,10.0,8.0,,,259,/en/stats/leaderboard?page=serve,2,3,58,38,66,82,31,38,46,13,28,25,1,4,11,225,/en/stats/leaderboard?page=serve,1,2,53,39,73,64,25,39,47,16,34,64,7,11,10,67,44,66,44,32,73,55,76,139,56,41,73,33,22,66,45,63,139,,,D402,Y061
