event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,settime_tot_winner,settime_tot_loser,player_id_winner,player_id_loser
7581,2023,Chengdu,250,2023-09-20T00:00:00,2023-09-26T00:00:00,Hard,28,1152805,$,MS001,F,02:56:00,,F,3,Z355,"6-7(2),7-6(7),6-3",A. Zverev,R. Safiullin,,,GER,RUS,6-7(2),7-6(7),6-3,,,02:56:00,A,A. Zverev,R. Safiullin,GER,RUS,,,308,/en/stats/leaderboard?page=serve,1,10,76,81,106,77,62,81,52,13,25,50,1,2,17,284,/en/stats/leaderboard?page=serve,4,8,62,68,109,72,49,68,59,24,41,80,8,10,16,71,75,106,33,36,109,52,111,215,67,73,109,29,31,106,48,104,215,2,7,7,5,02:56:00,02:56:00,Z355,SX50
7581,2023,Chengdu,250,2023-09-20T00:00:00,2023-09-26T00:00:00,Hard,28,1152805,$,MS002,SF,01:50:00,,F,2,Z355,"6-3,7-6(7)",A. Zverev,G. Dimitrov,,,GER,BUL,6-3,7-6(7),,,,01:50:00,A,A. Zverev,G. Dimitrov,GER,BUL,,,339,/en/stats/leaderboard?page=serve,0,9,86,57,66,77,44,57,67,6,9,100,5,5,10,270,/en/stats/leaderboard?page=serve,2,0,66,49,74,69,34,49,56,14,25,71,5,7,11,76,50,66,35,26,74,54,76,140,65,48,74,24,16,66,46,64,140,,,7,2,01:50:00,01:50:00,Z355,D875
7581,2023,Chengdu,250,2023-09-20T00:00:00,2023-09-26T00:00:00,Hard,28,1152805,$,MS003,SF,01:29:00,,F,2,SX50,"6-3,6-4",R. Safiullin,L. Musetti,,,RUS,ITA,6-3,6-4,,,,01:29:00,A,R. Safiullin,L. Musetti,RUS,ITA,,,320,/en/stats/leaderboard?page=serve,1,9,61,35,57,83,29,35,68,15,22,0,0,0,10,249,/en/stats/leaderboard?page=serve,4,1,60,34,57,76,26,34,39,9,23,50,2,4,9,77,44,57,39,22,57,58,66,114,61,35,57,23,13,57,42,48,114,,,,,01:29:00,01:29:00,SX50,M0EJ
7581,2023,Chengdu,250,2023-09-20T00:00:00,2023-09-26T00:00:00,Hard,28,1152805,$,MS004,QF,02:59:00,,F,3,Z355,"5-7,7-5,6-2",A. Zverev,M. Kecmanovic,,,GER,SRB,5-7,7-5,6-2,,,02:59:00,A,A. Zverev,M. Kecmanovic,GER,SRB,,,293,/en/stats/leaderboard?page=serve,3,13,79,81,103,68,55,81,55,12,22,70,7,10,16,233,/en/stats/leaderboard?page=serve,3,4,53,59,112,64,38,59,47,25,53,71,12,17,16,65,67,103,44,49,112,54,116,215,56,63,112,35,36,103,46,99,215,,,,,02:59:00,02:59:00,Z355,KI95
7581,2023,Chengdu,250,2023-09-20T00:00:00,2023-09-26T00:00:00,Hard,28,1152805,$,MS005,QF,01:25:00,,F,2,D875,"6-4,6-1",G. Dimitrov,C. O'Connell,,,BUL,AUS,6-4,6-1,,,,01:25:00,A,G. Dimitrov,C. O'Connell,BUL,AUS,,,299,/en/stats/leaderboard?page=serve,2,3,52,27,52,78,21,27,68,17,25,100,2,2,9,233,/en/stats/leaderboard?page=serve,2,4,69,43,62,63,27,43,37,7,19,63,5,8,8,73,38,52,45,28,62,58,66,114,55,34,62,27,14,52,42,48,114,,,,,01:25:00,01:25:00,D875,O483
7581,2023,Chengdu,250,2023-09-20T00:00:00,2023-09-26T00:00:00,Hard,28,1152805,$,MS006,QF,01:20:00,,F,1,SX50,7-6(7),R. Safiullin,J. Thompson,,,RUS,AUS,7-6(7),,,,,01:20:00,A,R. Safiullin,J. Thompson,RUS,AUS,,,299,/en/stats/leaderboard?page=serve,1,2,74,34,46,82,28,34,42,5,12,100,4,4,6,298,/en/stats/leaderboard?page=serve,0,5,56,24,43,79,19,24,58,11,19,100,1,1,6,72,33,46,30,13,43,52,46,89,70,30,43,28,13,46,48,43,89,7,1,,,01:20:00,01:20:00,SX50,TC61
7581,2023,Chengdu,250,2023-09-20T00:00:00,2023-09-26T00:00:00,Hard,28,1152805,$,MS007,QF,01:28:00,,F,2,M0EJ,"6-3,6-3",L. Musetti,A. Rinderknech,,,ITA,FRA,6-3,6-3,,,,01:28:00,A,L. Musetti,A. Rinderknech,ITA,FRA,,,305,/en/stats/leaderboard?page=serve,2,1,59,30,51,80,24,30,67,14,21,0,0,0,9,239,/en/stats/leaderboard?page=serve,3,7,58,35,60,71,25,35,40,10,25,57,4,7,9,75,38,51,42,25,60,57,63,111,58,35,60,25,13,51,43,48,111,,,,,01:28:00,01:28:00,M0EJ,RC91
7581,2023,Chengdu,250,2023-09-20T00:00:00,2023-09-26T00:00:00,Hard,28,1152805,$,MS008,R16,02:26:00,,F,3,Z355,"7-6(7),4-6,6-1",A. Zverev,P. Kotov,,,GER,RUS,7-6(7),4-6,6-1,,,02:26:00,A,A. Zverev,P. Kotov,GER,RUS,,,304,/en/stats/leaderboard?page=serve,2,8,63,50,80,86,43,50,57,17,30,50,1,2,14,264,/en/stats/leaderboard?page=serve,5,4,65,66,102,73,48,66,47,17,36,50,3,6,15,75,60,80,36,37,102,53,97,182,64,65,102,25,20,80,47,85,182,7,5,,,02:26:00,02:26:00,Z355,K09F
7581,2023,Chengdu,250,2023-09-20T00:00:00,2023-09-26T00:00:00,Hard,28,1152805,$,MS009,R16,01:36:00,,F,2,KI95,"6-2,6-4",M. Kecmanovic,C. Moutet,,,SRB,FRA,6-2,6-4,,,,01:36:00,A,M. Kecmanovic,C. Moutet,SRB,FRA,,,292,/en/stats/leaderboard?page=serve,0,1,72,33,46,73,24,33,69,9,13,60,3,5,9,192,/en/stats/leaderboard?page=serve,3,1,57,37,65,54,20,37,39,11,28,58,7,12,9,72,33,46,52,34,65,60,67,111,48,31,65,28,13,46,40,44,111,,,,,01:36:00,01:36:00,KI95,MW02
7581,2023,Chengdu,250,2023-09-20T00:00:00,2023-09-26T00:00:00,Hard,28,1152805,$,MS010,R16,01:26:00,,F,2,D875,"6-3,6-4",G. Dimitrov,J. Varillas,,,BUL,PER,6-3,6-4,,,,01:26:00,A,G. Dimitrov,J. Varillas,BUL,PER,,,249,/en/stats/leaderboard?page=serve,3,6,72,39,54,77,30,39,27,4,15,0,0,3,10,188,/en/stats/leaderboard?page=serve,1,2,40,21,52,71,15,21,32,10,31,29,2,7,9,63,34,54,52,27,52,58,61,106,48,25,52,37,20,54,42,45,106,,,,,01:26:00,01:26:00,D875,V836
7581,2023,Chengdu,250,2023-09-20T00:00:00,2023-09-26T00:00:00,Hard,28,1152805,$,MS011,R16,02:36:00,,F,2,O483,"7-6(12),6-4",C. O'Connell,T. Daniel,,,AUS,JPN,7-6(12),6-4,,,,02:36:00,A,C. O'Connell,T. Daniel,AUS,JPN,,,284,/en/stats/leaderboard?page=serve,2,9,57,55,97,80,44,55,50,21,42,90,9,10,11,254,/en/stats/leaderboard?page=serve,5,3,53,48,91,71,34,48,51,22,43,80,8,10,11,67,65,97,38,35,91,53,100,188,62,56,91,33,32,97,47,88,188,12,10,,,02:36:00,02:36:00,O483,DA81
7581,2023,Chengdu,250,2023-09-20T00:00:00,2023-09-26T00:00:00,Hard,28,1152805,$,MS012,R16,01:29:00,,F,2,TC61,"6-1,7-6(7)",J. Thompson,D. Lajovic,,,AUS,SRB,6-1,7-6(7),,,,01:29:00,A,J. Thompson,D. Lajovic,AUS,SRB,,,342,/en/stats/leaderboard?page=serve,0,9,64,30,47,87,26,30,82,14,17,0,0,0,9,249,/en/stats/leaderboard?page=serve,0,2,74,51,69,59,30,51,44,8,18,63,5,8,10,85,40,47,45,31,69,61,71,116,55,38,69,15,7,47,39,45,116,,,7,1,01:29:00,01:29:00,TC61,L987
7581,2023,Chengdu,250,2023-09-20T00:00:00,2023-09-26T00:00:00,Hard,28,1152805,$,MS013,R16,01:23:00,,F,2,SX50,"6-3,6-3",R. Safiullin,D. Evans,,,RUS,GBR,6-3,6-3,,,,01:23:00,A,R. Safiullin,D. Evans,RUS,GBR,,,283,/en/stats/leaderboard?page=serve,2,5,66,38,58,71,27,38,55,11,20,75,3,4,9,219,/en/stats/leaderboard?page=serve,5,6,56,28,50,71,20,28,36,8,22,33,2,6,9,66,38,58,44,22,50,56,60,108,56,28,50,34,20,58,44,48,108,,,,,01:23:00,01:23:00,SX50,E687
7581,2023,Chengdu,250,2023-09-20T00:00:00,2023-09-26T00:00:00,Hard,28,1152805,$,MS014,R16,01:41:00,,F,2,RC91,"7-6(7),6-4",A. Rinderknech,M. Giron,,,FRA,USA,7-6(7),6-4,,,,01:41:00,A,A. Rinderknech,M. Giron,FRA,USA,,,272,/en/stats/leaderboard?page=serve,1,9,65,46,71,78,36,46,40,10,25,60,3,5,11,257,/en/stats/leaderboard?page=serve,2,7,51,30,59,77,23,30,52,15,29,25,1,4,11,65,46,71,36,21,59,52,67,130,64,38,59,35,25,71,48,63,130,7,2,,,01:41:00,01:41:00,RC91,GC88
