event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_id_winner,player_id_loser,player_a_id,player_b_id
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS032,R64,01:00:00,,F,2,N409,"6-0,6-2",R. Nadal,R. De Voest,,,ESP,RSA,6-0,6-2,,,,01:00:00,A,R. Nadal,R. De Voest,ESP,RSA,,,312,/en/stats/leaderboard?page=serve,3,1,47,16,34,100,16,16,67,12,18,0,0,0,7,174,/en/stats/leaderboard?page=serve,2,1,58,28,48,54,15,28,35,7,20,38,3,8,7,82,28,34,54,26,48,66,54,82,46,22,48,18,6,34,34,28,82,,,,,,,N409,D424,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS033,R64,01:46:00,,F,3,SG87,"6-1,0-6,6-1",R. Sweeting,J. Monaco,,,USA,ARG,6-1,0-6,6-1,,,01:46:00,A,R. Sweeting,J. Monaco,USA,ARG,,,266,/en/stats/leaderboard?page=serve,0,2,72,49,68,59,29,49,63,12,19,73,8,11,10,223,/en/stats/leaderboard?page=serve,1,2,71,55,77,56,31,55,45,10,22,44,4,9,10,60,41,68,47,36,77,53,77,145,53,41,77,40,27,68,47,68,145,,,,,,,SG87,MA21,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS034,R64,01:13:00,,F,2,D616,"7-5,6-0",S. Devvarman,M. Baghdatis,,,IND,CYP,7-5,6-0,,,,01:13:00,A,S. Devvarman,M. Baghdatis,IND,CYP,,,299,/en/stats/leaderboard?page=serve,1,0,59,27,46,85,23,27,68,13,19,67,2,3,9,193,/en/stats/leaderboard?page=serve,6,5,46,26,57,69,18,26,35,11,31,38,3,8,9,78,36,46,49,28,57,62,64,103,51,29,57,22,10,46,38,39,103,,,,,,,D616,B837,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS035,R64,01:34:00,,F,2,M680,"7-6(8),7-5",X. Malisse,J. Tsonga,,,BEL,FRA,7-6(8),7-5,,,,01:34:00,A,X. Malisse,J. Tsonga,BEL,FRA,,,288,/en/stats/leaderboard?page=serve,0,3,61,44,72,77,34,44,64,18,28,50,2,4,12,258,/en/stats/leaderboard?page=serve,3,8,59,44,75,77,34,44,42,13,31,63,5,8,12,72,52,72,37,28,75,54,80,147,63,47,75,28,20,72,46,67,147,,,8,6,,,M680,T786,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS036,R64,01:19:00,,F,2,A479,"6-4,6-4",N. Almagro,M. Russell,,,ESP,USA,6-4,6-4,,,,01:19:00,A,N. Almagro,M. Russell,ESP,USA,,,302,/en/stats/leaderboard?page=serve,3,9,68,39,57,82,32,39,56,10,18,67,2,3,10,245,/en/stats/leaderboard?page=serve,4,1,71,49,69,67,33,49,40,8,20,73,8,11,10,74,42,57,41,28,69,56,70,126,59,41,69,26,15,57,44,56,126,,,,,,,A479,R368,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS037,R64,02:27:00,,F,3,M824,"7-6(7),2-6,7-6(7)",A. Montanes,J. Nieminen,,,ESP,FIN,7-6(7),2-6,7-6(7),,,02:27:00,A,A. Montanes,J. Nieminen,ESP,FIN,,,252,/en/stats/leaderboard?page=serve,8,4,61,68,112,75,51,68,45,20,44,60,6,10,16,284,/en/stats/leaderboard?page=serve,1,6,66,76,115,67,51,76,59,23,39,75,6,8,16,63,71,112,36,41,115,49,112,227,64,74,115,37,41,112,51,115,227,7,2,7,5,,,M824,N289,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS038,R64,01:40:00,,F,2,SD32,"6-3,7-6(7)",G. Simon,R. Schuettler,,,FRA,GER,6-3,7-6(7),,,,01:40:00,A,G. Simon,R. Schuettler,FRA,GER,,,265,/en/stats/leaderboard?page=serve,4,4,53,36,68,75,27,36,56,18,32,50,2,4,11,242,/en/stats/leaderboard?page=serve,2,2,56,38,68,66,25,38,50,15,30,50,3,6,10,66,45,68,41,28,68,54,73,136,59,40,68,34,23,68,46,63,136,,,,,7,5,SD32,S636,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS039,R64,01:36:00,,F,2,K336,"7-6(7),6-3",I. Karlovic,D. Ferrer,,,CRO,ESP,7-6(7),6-3,,,,01:36:00,A,I. Karlovic,D. Ferrer,CRO,ESP,,,296,/en/stats/leaderboard?page=serve,5,9,58,42,73,86,36,42,48,15,31,100,3,3,11,260,/en/stats/leaderboard?page=serve,5,1,46,31,68,71,22,31,57,21,37,75,3,4,10,70,51,73,37,25,68,54,76,141,63,43,68,30,22,73,46,65,141,,,7,3,,,K336,F401,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS040,R64,01:40:00,,F,2,SA49,"6-3,7-6(7)",R. Soderling,M. Berrer,,,SWE,GER,6-3,7-6(7),,,,01:40:00,A,R. Soderling,M. Berrer,SWE,GER,,,286,/en/stats/leaderboard?page=serve,2,6,65,49,75,67,33,49,69,18,26,80,8,10,11,246,/en/stats/leaderboard?page=serve,3,9,59,41,70,73,30,41,38,11,29,57,4,7,10,68,51,75,41,29,70,55,80,145,59,41,70,32,24,75,45,65,145,,,,,7,4,SA49,B678,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS041,R64,02:12:00,,F,3,K435,"2-6,6-2,7-6(8)",P. Kohlschreiber,T. Smyczek,,,GER,USA,2-6,6-2,7-6(8),,,02:12:00,A,P. Kohlschreiber,T. Smyczek,GER,USA,,,255,/en/stats/leaderboard?page=serve,4,2,59,56,95,71,40,56,49,19,39,75,9,12,14,266,/en/stats/leaderboard?page=serve,4,4,62,61,98,61,37,61,65,24,37,67,6,9,14,62,59,95,38,37,98,50,96,193,62,61,98,38,36,95,50,97,193,8,6,,,,,K435,SF62,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS042,R64,01:13:00,,F,2,D801,"6-4,6-4",A. Dolgopolov,V. Hanescu,,,UKR,ROU,6-4,6-4,,,,01:13:00,A,A. Dolgopolov,V. Hanescu,UKR,ROU,,,292,/en/stats/leaderboard?page=serve,2,7,52,30,58,77,23,30,68,19,28,67,2,3,10,251,/en/stats/leaderboard?page=serve,3,2,77,49,64,65,32,49,40,6,15,40,2,5,10,72,42,58,41,26,64,56,68,122,59,38,64,28,16,58,44,54,122,,,,,,,D801,H528,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS043,R64,02:38:00,,F,3,D683,"5-7,6-4,6-2",J. del Potro,I. Ljubicic,,,ARG,CRO,5-7,6-4,6-2,,,02:38:00,A,J. del Potro,I. Ljubicic,ARG,CRO,,,297,/en/stats/leaderboard?page=serve,2,8,54,47,87,81,38,47,63,25,40,80,4,5,15,256,/en/stats/leaderboard?page=serve,3,8,46,46,99,76,35,46,49,26,53,57,4,7,15,72,63,87,38,38,99,54,101,186,62,61,99,28,24,87,46,85,186,,,,,,,D683,L360,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS044,R64,01:12:00,,F,2,V306,"7-5,2-0",F. Verdasco,R. Berankis,,,ESP,LTU,7-5,2-0,,,,01:12:00,A,F. Verdasco,R. Berankis,ESP,LTU,,,265,/en/stats/leaderboard?page=serve,3,2,65,32,49,75,24,32,41,7,17,67,2,3,7,209,/en/stats/leaderboard?page=serve,3,2,50,30,60,73,22,30,30,9,30,63,5,8,7,63,31,49,48,29,60,55,60,109,52,31,60,37,18,49,45,49,109,,,,,,,V306,BE90,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS045,R64,01:22:00,,F,2,Q927,"6-4,6-4",S. Querrey,J. Tipsarevic,,,USA,SRB,6-4,6-4,,,,01:22:00,A,S. Querrey,J. Tipsarevic,USA,SRB,,,310,/en/stats/leaderboard?page=serve,1,11,68,40,59,85,34,40,47,9,19,100,2,2,10,255,/en/stats/leaderboard?page=serve,4,2,60,41,68,73,30,41,44,12,27,75,6,8,10,73,43,59,38,26,68,54,69,127,62,42,68,27,16,59,46,58,127,,,,,,,Q927,T742,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS046,R64,02:18:00,,F,3,R419,"6-3,3-6,7-5",T. Robredo,M. Zverev,,,ESP,GER,6-3,3-6,7-5,,,02:18:00,A,T. Robredo,M. Zverev,ESP,GER,,,255,/en/stats/leaderboard?page=serve,6,8,52,43,83,65,28,43,63,25,40,33,2,6,15,236,/en/stats/leaderboard?page=serve,1,4,66,79,119,63,50,79,38,15,40,75,15,20,15,64,53,83,45,54,119,53,107,202,55,65,119,36,30,83,47,95,202,,,,,,,R419,Z168,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS047,R64,01:34:00,,F,2,Y124,"7-6(7),6-3",D. Young,A. Murray,,,USA,GBR,7-6(7),6-3,,,,01:34:00,A,D. Young,A. Murray,USA,GBR,,,257,/en/stats/leaderboard?page=serve,7,1,53,31,59,84,26,31,46,13,28,33,1,3,10,226,/en/stats/leaderboard?page=serve,4,8,49,38,77,82,31,38,28,11,39,20,1,5,11,66,39,59,45,35,77,54,74,136,55,42,77,34,20,59,46,62,136,,,7,4,,,Y124,MC10,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS048,R64,01:30:00,,F,2,R485,"6-3,7-5",A. Roddick,J. Blake,,,USA,USA,6-3,7-5,,,,01:30:00,A,A. Roddick,J. Blake,USA,USA,,,309,/en/stats/leaderboard?page=serve,0,13,56,32,57,94,30,32,56,14,25,80,4,5,11,229,/en/stats/leaderboard?page=serve,5,4,51,44,86,52,23,44,57,24,42,80,12,15,10,77,44,57,45,39,86,58,83,143,55,47,86,23,13,57,42,60,143,,,,,,,R485,B676,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS049,R64,01:19:00,,F,2,I186,"6-3,7-6(7)",J. Isner,R. Mello,,,USA,BRA,6-3,7-6(7),,,,01:19:00,A,J. Isner,R. Mello,USA,BRA,,,345,/en/stats/leaderboard?page=serve,2,12,72,43,60,81,35,43,82,14,17,0,0,0,11,297,/en/stats/leaderboard?page=serve,0,1,71,46,65,61,28,46,74,14,19,75,3,4,10,82,49,60,35,23,65,58,72,125,65,42,65,18,11,60,42,53,125,,,,,7,2,I186,M708,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS050,R64,01:15:00,,F,2,G628,"7-5,6-3",R. Gasquet,P. Cuevas,,,FRA,URU,7-5,6-3,,,,01:15:00,A,R. Gasquet,P. Cuevas,FRA,URU,,,321,/en/stats/leaderboard?page=serve,0,8,69,40,58,88,35,40,56,10,18,100,1,1,11,284,/en/stats/leaderboard?page=serve,0,5,73,36,49,72,26,36,54,7,13,33,1,3,10,78,45,58,33,16,49,57,61,107,67,33,49,22,13,58,43,46,107,,,,,,,G628,C882,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS051,R64,01:40:00,,F,3,M762,"1-6,6-1,6-4",J. Melzer,J. Benneteau,,,AUT,FRA,1-6,6-1,6-4,,,01:40:00,A,J. Melzer,J. Benneteau,AUT,FRA,,,265,/en/stats/leaderboard?page=serve,2,6,61,43,70,58,25,43,67,18,27,57,4,7,12,232,/en/stats/leaderboard?page=serve,7,3,62,45,73,69,31,45,39,11,28,43,3,7,12,61,43,70,42,31,73,52,74,143,58,42,73,39,27,70,48,69,143,,,,,,,M762,B747,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS052,R64,01:34:00,,F,2,T840,"6-4,6-4",V. Troicki,B. Tomic,,,SRB,AUS,6-4,6-4,,,,01:34:00,A,V. Troicki,B. Tomic,SRB,AUS,,,272,/en/stats/leaderboard?page=serve,3,10,46,33,72,85,28,33,44,17,39,83,5,6,10,230,/en/stats/leaderboard?page=serve,4,3,49,37,75,65,24,37,47,18,38,63,5,8,10,63,45,72,44,33,75,53,78,147,56,42,75,38,27,72,47,69,147,,,,,,,T840,TA46,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS053,R64,01:29:00,,F,2,L428,"7-6(8),6-4",M. Llodra,S. Giraldo,,,FRA,COL,7-6(8),6-4,,,,01:29:00,A,M. Llodra,S. Giraldo,FRA,COL,,,309,/en/stats/leaderboard?page=serve,2,11,62,39,63,77,30,39,71,17,24,67,2,3,11,282,/en/stats/leaderboard?page=serve,0,2,70,53,76,64,34,53,65,15,23,71,5,7,11,75,47,63,36,27,76,53,74,139,64,49,76,25,16,63,47,65,139,,,8,6,,,L428,G725,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS054,R64,02:10:00,,F,3,G858,"6-7(1),7-6(9),6-1",E. Gulbis,Y. Lu,,,LAT,TPE,6-7(1),7-6(9),6-1,,,02:10:00,A,E. Gulbis,Y. Lu,LAT,TPE,,,287,/en/stats/leaderboard?page=serve,3,19,56,58,103,84,49,58,44,20,45,33,1,3,16,252,/en/stats/leaderboard?page=serve,5,2,63,60,96,72,43,60,47,17,36,20,1,5,15,67,69,103,38,36,96,53,105,199,63,60,96,33,34,103,47,94,199,,,1,7,9,7,G858,L575,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS055,R64,01:00:00,,F,2,D643,"6-0,6-4",N. Djokovic,A. Golubev,,,SRB,KAZ,6-0,6-4,,,,01:00:00,A,N. Djokovic,A. Golubev,SRB,KAZ,,,312,/en/stats/leaderboard?page=serve,2,0,64,23,36,78,18,23,85,11,13,0,0,1,8,182,/en/stats/leaderboard?page=serve,2,3,51,22,43,55,12,22,38,8,21,17,1,6,8,81,29,36,53,23,43,66,52,79,47,20,43,19,7,36,34,27,79,,,,,,,D643,G806,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS056,R64,01:14:00,,F,2,BA47,"6-4,6-1",T. Berdych,L. Kubot,,,CZE,POL,6-4,6-1,,,,01:14:00,A,T. Berdych,L. Kubot,CZE,POL,,,304,/en/stats/leaderboard?page=serve,2,8,57,24,42,92,22,24,61,11,18,0,0,1,9,209,/en/stats/leaderboard?page=serve,7,7,66,38,58,63,24,38,30,6,20,43,3,7,8,79,33,42,48,28,58,61,61,100,52,30,58,21,9,42,39,39,100,,,,,,,BA47,K540,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS057,R64,01:29:00,,F,2,BD20,"6-3,7-6(7)",T. Bellucci,B. Becker,,,BRA,GER,6-3,7-6(7),,,,01:29:00,A,T. Bellucci,B. Becker,BRA,GER,,,311,/en/stats/leaderboard?page=serve,1,6,68,47,69,83,39,47,55,12,22,100,2,2,11,287,/en/stats/leaderboard?page=serve,6,6,56,34,61,82,28,34,59,16,27,50,1,2,10,74,51,69,28,17,61,52,68,130,72,44,61,26,18,69,48,62,130,,,,,7,5,BD20,B896,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS058,R64,00:55:00,,F,2,C977,"6-1,6-3",M. Cilic,F. Serra,,,CRO,FRA,6-1,6-3,,,,00:55:00,A,M. Cilic,F. Serra,CRO,FRA,,,321,/en/stats/leaderboard?page=serve,1,11,60,26,43,92,24,26,59,10,17,100,2,2,8,214,/en/stats/leaderboard?page=serve,3,3,67,32,48,59,19,32,38,6,16,43,3,7,8,79,34,43,48,23,48,63,57,91,52,25,48,21,9,43,37,34,91,,,,,,,C977,S963,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS059,R64,02:41:00,,F,3,W367,"3-6,7-6(7),6-4",S. Wawrinka,N. Davydenko,,,SUI,RUS,3-6,7-6(7),6-4,,,02:41:00,A,S. Wawrinka,N. Davydenko,SUI,RUS,,,239,/en/stats/leaderboard?page=serve,4,3,61,63,103,68,43,63,45,18,40,58,7,12,15,243,/en/stats/leaderboard?page=serve,5,0,78,81,104,63,51,81,39,9,23,50,5,10,16,59,61,103,42,44,104,51,105,207,58,60,104,41,42,103,49,102,207,,,,,7,5,W367,D402,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS060,R64,02:01:00,,F,2,R975,"7-5,6-4",M. Raonic,M. Fish,,,CAN,USA,7-5,6-4,,,,02:01:00,A,M. Raonic,M. Fish,CAN,USA,,,294,/en/stats/leaderboard?page=serve,3,10,58,52,90,71,37,52,58,22,38,100,8,8,11,265,/en/stats/leaderboard?page=serve,0,6,51,34,67,85,29,34,42,14,33,0,0,2,11,66,59,90,36,24,67,53,83,157,64,43,67,34,31,90,47,74,157,,,,,,,R975,F339,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS061,R64,01:45:00,,F,2,H940,"6-3,7-6(7)",R. Harrison,G. Garcia-Lopez,,,USA,ESP,6-3,7-6(7),,,,01:45:00,A,R. Harrison,G. Garcia-Lopez,USA,ESP,,,230,/en/stats/leaderboard?page=serve,4,7,55,47,86,68,32,47,41,16,39,64,7,11,11,202,/en/stats/leaderboard?page=serve,4,0,59,39,66,64,25,39,33,9,27,29,2,7,10,56,48,86,48,32,66,53,80,152,52,34,66,44,38,86,47,72,152,,,,,7,4,H940,G476,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS062,R64,02:24:00,,F,3,C514,"4-6,7-5,6-2",J. Chela,P. Petzschner,,,ARG,GER,4-6,7-5,6-2,,,02:24:00,A,J. Chela,P. Petzschner,ARG,GER,,,288,/en/stats/leaderboard?page=serve,0,3,75,59,79,75,44,59,55,11,20,50,3,6,15,233,/en/stats/leaderboard?page=serve,5,12,51,60,117,72,43,60,37,21,57,64,9,14,15,70,55,79,45,53,117,55,108,196,55,64,117,30,24,79,45,88,196,,,,,,,C514,P624,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS063,R64,01:35:00,,F,2,F324,"7-5,7-6(7)",R. Federer,I. Andreev,,,SUI,RUS,7-5,7-6(7),,,,01:35:00,A,R. Federer,I. Andreev,SUI,RUS,,,290,/en/stats/leaderboard?page=serve,4,4,54,37,69,92,34,37,53,17,32,0,0,1,12,268,/en/stats/leaderboard?page=serve,0,2,58,43,74,77,33,43,48,15,31,60,3,5,12,74,51,69,35,26,74,54,77,143,65,48,74,26,18,69,46,66,143,,,,,7,4,F324,A511,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS065,R128,00:43:00,,F,1,D424,6-4,R. De Voest,P. Riba,,,RSA,ESP,6-4,,,,,00:43:00,A,R. De Voest,P. Riba,RSA,ESP,,,304,/en/stats/leaderboard?page=serve,0,2,63,19,30,84,16,19,55,6,11,0,0,0,5,240,/en/stats/leaderboard?page=serve,1,1,44,15,34,53,8,15,63,12,19,50,1,2,5,73,22,30,41,14,34,56,36,64,59,20,34,27,8,30,44,28,64,,,,,,,D424,R750,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS066,R128,01:26:00,,F,2,SG87,"6-4,6-1",R. Sweeting,M. Granollers,,,USA,ESP,6-4,6-1,,,,01:26:00,A,R. Sweeting,M. Granollers,USA,ESP,,,280,/en/stats/leaderboard?page=serve,3,3,70,37,53,73,27,37,50,8,16,80,4,5,8,190,/en/stats/leaderboard?page=serve,5,1,50,34,68,62,21,34,38,13,34,50,5,10,9,66,35,53,50,34,68,57,69,121,50,34,68,34,18,53,43,52,121,,,,,,,SG87,G710,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS069,R128,01:24:00,,F,2,D616,"6-2,6-3",S. Devvarman,A. Mannarino,,,IND,FRA,6-2,6-3,,,,01:24:00,A,S. Devvarman,A. Mannarino,IND,FRA,,,305,/en/stats/leaderboard?page=serve,0,6,67,34,51,79,27,34,53,9,17,100,4,4,8,222,/en/stats/leaderboard?page=serve,3,3,61,41,67,56,23,41,50,13,26,56,5,9,9,71,36,51,46,31,67,57,67,118,54,36,67,29,15,51,43,51,118,,,,,,,D616,ME82,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS070,R128,01:10:00,,F,2,M680,"6-1,6-4",X. Malisse,F. Cipolla,,,BEL,ITA,6-1,6-4,,,,01:10:00,A,X. Malisse,F. Cipolla,BEL,ITA,,,282,/en/stats/leaderboard?page=serve,0,8,56,30,54,80,24,30,50,12,24,50,1,2,9,201,/en/stats/leaderboard?page=serve,5,1,56,27,48,56,15,27,43,9,21,20,1,5,8,67,36,54,50,24,48,59,60,102,50,24,48,33,18,54,41,42,102,,,,,,,M680,C723,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS073,R128,02:31:00,,F,3,R368,"6-7(4),6-3,6-4",M. Russell,K. Anderson,,,USA,RSA,6-7(4),6-3,6-4,,,02:31:00,A,M. Russell,K. Anderson,USA,RSA,,,320,/en/stats/leaderboard?page=serve,2,0,75,75,100,75,56,75,72,18,25,100,5,5,16,281,/en/stats/leaderboard?page=serve,3,12,59,58,98,74,43,58,53,21,40,71,5,7,15,74,74,100,35,34,98,55,108,198,65,64,98,26,26,100,45,90,198,,,4,7,,,R368,A678,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS074,R128,02:17:00,,F,3,N289,"2-6,7-5,7-5",J. Nieminen,D. Istomin,,,FIN,UZB,2-6,7-5,7-5,,,02:17:00,A,J. Nieminen,D. Istomin,FIN,UZB,,,199,/en/stats/leaderboard?page=serve,7,1,61,66,108,65,43,66,29,12,42,43,6,14,16,220,/en/stats/leaderboard?page=serve,3,6,71,69,97,57,39,69,39,11,28,50,8,16,16,51,55,108,48,47,97,50,102,205,52,50,97,49,53,108,50,103,205,,,,,,,N289,I165,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS077,R128,02:11:00,,F,2,S636,"7-6(7),7-5",R. Schuettler,R. Haase,,,GER,NED,7-6(7),7-5,,,,02:11:00,A,R. Schuettler,R. Haase,GER,NED,,,257,/en/stats/leaderboard?page=serve,1,4,69,66,95,65,43,66,45,13,29,67,6,9,12,229,/en/stats/leaderboard?page=serve,5,1,57,53,93,62,33,53,48,19,40,50,4,8,12,59,56,95,44,41,93,52,97,188,56,52,93,41,39,95,48,91,188,,,7,4,,,S636,H756,,
404,2011,ATP Masters 1000 Indian Wells,1000,2011-03-10T00:00:00,2011-03-20T00:00:00,Hard,96,3645000,$,MS078,R128,02:08:00,,F,3,K336,"7-6(7),6-7(3),6-2",I. Karlovic,M. Matosevic,,,CRO,AUS,7-6(7),6-7(3),6-2,,,02:08:00,A,I. Karlovic,M. Matosevic,CRO,AUS,,,309,/en/stats/leaderboard?page=serve,2,17,66,61,93,85,52,61,50,16,32,0,0,1,16,266,/en/stats/leaderboard?page=serve,2,6,57,59,103,76,45,59,48,21,44,50,3,6,16,73,68,93,36,37,103,54,105,196,64,66,103,27,25,93,46,91,196,,,7,2,3,7,K336,ME05,,
