event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_dividend_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set3_winner,tiebreak_set3_loser,breakpointssaved_percent_tot_loser,breakpointssaved_divisor_tot_loser,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
407,1997,Rotterdam,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Carpet,32,725000,$,MS001,F,01:39:00,,F,2,K214,"7-6(7),7-6(7)",R. Krajicek,D. Vacek,,,NED,CZE,7-6(7),7-6(7),,,,01:39:00,7,4,7,5,225,/en/stats/leaderboard?page=serve,2,15,57,41,72,90,37,41,65,20,31,0,0,,12,232,/en/stats/leaderboard?page=serve,8,5,61,60,98,77,46,60,47,18,38,0,12,79,57,72,35,34,98,54,91,170,65,64,98,21,15,72,46,79,170,A,,,,,,,R. Krajicek,D. Vacek,K214,V141,NED,CZE,,
407,1997,Rotterdam,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Carpet,32,725000,$,MS002,SF,01:37:00,,F,3,V141,"6-4,1-6,7-6(7)",D. Vacek,G. Ivanisevic,,,CZE,CRO,6-4,1-6,7-6(7),,,01:37:00,,,,,293,/en/stats/leaderboard?page=serve,6,15,63,50,79,84,42,50,52,15,29,50,2,4,14,285,/en/stats/leaderboard?page=serve,11,11,57,52,92,87,45,52,48,19,40,2,15,72,57,79,30,28,92,50,85,171,70,64,92,28,22,79,50,86,171,A,7,2,67,3,,,D. Vacek,G. Ivanisevic,V141,I034,CZE,CRO,,
407,1997,Rotterdam,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Carpet,32,725000,$,MS003,SF,01:37:00,,F,3,K214,"6-7(5),6-3,6-4",R. Krajicek,T. Enqvist,,,NED,SWE,6-7(5),6-3,6-4,,,01:37:00,5,7,,,320,/en/stats/leaderboard?page=serve,6,23,59,51,86,88,45,51,63,22,35,,0,,16,278,/en/stats/leaderboard?page=serve,6,12,54,47,87,87,41,47,45,18,40,0,15,78,67,86,32,28,87,55,95,173,68,59,87,22,19,86,45,78,173,A,,,0,2,,,R. Krajicek,T. Enqvist,K214,E113,NED,SWE,,
407,1997,Rotterdam,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Carpet,32,725000,$,MS005,QF,01:29:00,,F,3,V141,"6-4,1-6,6-3",D. Vacek,R. Furlan,,,CZE,ITA,6-4,1-6,6-3,,,01:29:00,,,,,285,/en/stats/leaderboard?page=serve,9,14,48,32,67,91,29,32,57,20,35,33,1,3,13,282,/en/stats/leaderboard?page=serve,1,4,57,41,72,83,34,41,55,17,31,0,13,73,49,67,29,21,72,50,70,139,71,51,72,27,18,67,50,69,139,A,,,0,2,,,D. Vacek,R. Furlan,V141,F192,CZE,ITA,,
407,1997,Rotterdam,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Carpet,32,725000,$,MS006,QF,01:14:00,,F,2,E113,"7-6(10),6-3",T. Enqvist,A. Radulescu,,,SWE,GER,7-6(10),6-3,,,,01:14:00,10,8,,,305,/en/stats/leaderboard?page=serve,3,10,56,37,66,86,32,37,66,19,29,,0,,11,299,/en/stats/leaderboard?page=serve,2,15,59,35,59,91,32,35,46,11,24,0,10,77,51,66,27,16,59,54,67,125,73,43,59,23,15,66,46,58,125,A,,,0,1,,,T. Enqvist,A. Radulescu,E113,R284,SWE,GER,,
407,1997,Rotterdam,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Carpet,32,725000,$,MS007,QF,01:31:00,,F,2,K214,"7-6(7),7-6(7)",R. Krajicek,M. Stich,,,NED,GER,7-6(7),7-6(7),,,,01:31:00,7,4,7,3,317,/en/stats/leaderboard?page=serve,,18,63,47,75,91,43,47,54,15,28,88,7,8,12,293,/en/stats/leaderboard?page=serve,,7,61,47,77,74,35,47,60,18,30,3,12,77,58,75,31,24,77,54,82,152,69,53,77,23,17,75,46,70,152,A,,,75,4,False,False,R. Krajicek,M. Stich,K214,S351,NED,GER,,
407,1997,Rotterdam,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Carpet,32,725000,$,MS008,R16,02:10:00,,F,3,I034,"7-5,6-7(5),6-3",G. Ivanisevic,G. Raoux,,,CRO,FRA,7-5,6-7(5),6-3,,,02:10:00,,,5,7,300,/en/stats/leaderboard?page=serve,3,23,50,54,108,85,46,54,63,34,54,,0,,17,286,/en/stats/leaderboard?page=serve,5,15,61,65,107,83,54,65,45,19,42,7,16,74,80,108,32,34,107,53,114,215,68,73,107,26,28,108,47,101,215,A,,,78,9,,,G. Ivanisevic,G. Raoux,I034,R186,CRO,FRA,,
407,1997,Rotterdam,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Carpet,32,725000,$,MS009,R16,01:24:00,,F,2,K148,"7-6(7),6-2",P. Korda,J. Van Herck,,,CZE,BEL,7-6(7),6-2,,,,01:24:00,7,4,,,270,/en/stats/leaderboard?page=serve,3,11,56,38,68,89,34,38,47,14,30,,0,,10,274,/en/stats/leaderboard?page=serve,,9,62,42,68,69,29,42,54,14,26,2,10,71,48,68,37,25,68,54,73,136,63,43,68,29,20,68,46,63,136,A,,,50,4,,False,P. Korda,J. Van Herck,K148,V167,CZE,BEL,,
407,1997,Rotterdam,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Carpet,32,725000,$,MS010,R16,01:54:00,,F,3,V141,"7-6(7),4-6,6-1",D. Vacek,D. van Scheppingen,,,CZE,NED,7-6(7),4-6,6-1,,,01:54:00,7,5,,,283,/en/stats/leaderboard?page=serve,10,22,56,55,98,85,47,55,44,19,43,88,14,16,15,273,/en/stats/leaderboard?page=serve,1,8,58,50,86,66,33,50,64,23,36,5,14,67,66,98,35,30,86,52,96,184,65,56,86,33,32,98,48,88,184,A,,,63,8,,,D. Vacek,D. van Scheppingen,V141,S559,CZE,NED,,
407,1997,Rotterdam,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Carpet,32,725000,$,MS011,R16,01:49:00,,F,2,F192,"7-5,7-6(7)",R. Furlan,O. Delaitre,,,ITA,FRA,7-5,7-6(7),,,,01:49:00,,,7,5,278,/en/stats/leaderboard?page=serve,3,6,58,52,90,81,42,52,45,17,38,86,6,7,12,266,/en/stats/leaderboard?page=serve,,7,58,44,76,77,34,44,41,13,32,1,12,66,59,90,38,29,76,53,88,166,62,47,76,34,31,90,47,78,166,A,,,33,3,,False,R. Furlan,O. Delaitre,F192,D015,ITA,FRA,,
407,1997,Rotterdam,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Carpet,32,725000,$,MS012,R16,02:06:00,,F,3,R284,"3-6,7-6(7),6-4",A. Radulescu,M. Sinner,,,GER,GER,3-6,7-6(7),6-4,,,02:06:00,,,7,2,299,/en/stats/leaderboard?page=serve,4,24,60,65,108,77,50,65,49,21,43,86,6,7,15,290,/en/stats/leaderboard?page=serve,3,11,57,55,96,69,38,55,63,26,41,2,16,66,71,108,33,32,96,50,103,204,67,64,96,34,37,108,50,101,204,A,,,67,3,,,A. Radulescu,M. Sinner,R284,S367,GER,GER,,
407,1997,Rotterdam,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Carpet,32,725000,$,MS013,R16,00:54:00,,F,2,E113,"6-2,6-2",T. Enqvist,N. Kiefer,,,SWE,GER,6-2,6-2,,,,00:54:00,,,,,210,/en/stats/leaderboard?page=serve,3,7,57,24,42,88,21,24,61,11,18,0,0,,8,205,/en/stats/leaderboard?page=serve,3,8,50,28,56,71,20,28,29,8,28,4,8,76,32,42,50,28,56,61,60,98,50,28,56,24,10,42,39,38,98,A,,,50,8,,,T. Enqvist,N. Kiefer,E113,K316,SWE,GER,,
407,1997,Rotterdam,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Carpet,32,725000,$,MS014,R16,01:27:00,,F,2,S351,"7-6(7),6-4",M. Stich,T. Carbonell,,,GER,ESP,7-6(7),6-4,,,,01:27:00,7,2,,,265,/en/stats/leaderboard?page=serve,6,7,45,31,69,77,24,31,61,23,38,0,0,2,11,244,/en/stats/leaderboard?page=serve,1,6,48,33,69,61,20,33,58,21,36,3,11,68,47,69,41,28,69,54,75,138,59,41,69,32,22,69,46,63,138,A,,,50,6,,,M. Stich,T. Carbonell,S351,C216,GER,ESP,,
407,1997,Rotterdam,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Carpet,32,725000,$,MS015,R16,01:28:00,,F,2,K214,"7-6(9),7-6(7)",R. Krajicek,D. Prinosil,,,NED,GER,7-6(9),7-6(7),,,,01:28:00,9,7,7,5,329,/en/stats/leaderboard?page=serve,2,23,65,49,75,90,44,49,62,16,26,,0,,12,287,/en/stats/leaderboard?page=serve,4,17,49,44,89,86,38,44,56,25,45,0,12,80,60,75,29,26,89,52,86,164,71,63,89,20,15,75,48,78,164,A,,,,,,,R. Krajicek,D. Prinosil,K214,P273,NED,GER,,
407,1997,Rotterdam,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Carpet,32,725000,$,MS016,R32,01:03:00,,F,2,I034,"6-3,6-4",G. Ivanisevic,F. Santoro,,,CRO,FRA,6-3,6-4,,,,01:03:00,,,,,290,/en/stats/leaderboard?page=serve,5,10,59,32,54,81,26,32,55,12,22,0,0,1,10,243,/en/stats/leaderboard?page=serve,1,1,51,25,49,76,19,25,50,12,24,4,9,70,38,54,37,18,49,54,56,103,63,31,49,30,16,54,46,47,103,A,,,57,7,,,G. Ivanisevic,F. Santoro,I034,S424,CRO,FRA,,
407,1997,Rotterdam,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Carpet,32,725000,$,MS017,R32,01:04:00,,F,2,R186,"6-3,6-2",G. Raoux,S. Simian,,,FRA,FRA,6-3,6-2,,,,01:04:00,,,,,288,/en/stats/leaderboard?page=serve,3,15,67,34,51,91,31,34,41,7,17,,0,,9,235,/en/stats/leaderboard?page=serve,1,3,65,33,51,67,22,33,39,7,18,1,8,75,38,51,43,22,51,59,60,102,57,29,51,25,13,51,41,42,102,A,,,25,4,,,G. Raoux,S. Simian,R186,S454,FRA,FRA,,
407,1997,Rotterdam,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Carpet,32,725000,$,MS018,R32,01:07:00,,F,2,V167,"6-4,6-2",J. Van Herck,A. Boetsch,,,BEL,FRA,6-4,6-2,,,,01:07:00,,,,,256,/en/stats/leaderboard?page=serve,,4,63,33,52,70,23,33,42,8,19,33,1,3,9,190,/en/stats/leaderboard?page=serve,1,2,56,30,54,60,18,30,29,7,24,0,9,60,31,52,54,29,54,57,60,106,46,25,54,40,21,52,43,46,106,A,,,0,5,False,,J. Van Herck,A. Boetsch,V167,B053,BEL,FRA,,
407,1997,Rotterdam,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Carpet,32,725000,$,MS019,R32,01:19:00,,F,2,K148,"6-3,7-5",P. Korda,K. Alami,,,CZE,MAR,6-3,7-5,,,,01:19:00,,,,,236,/en/stats/leaderboard?page=serve,3,2,50,36,72,86,31,36,56,20,36,,0,,11,261,/en/stats/leaderboard?page=serve,2,2,52,31,60,74,23,31,55,16,29,1,10,71,51,72,35,21,60,55,72,132,65,39,60,29,21,72,45,60,132,A,,,33,3,,,P. Korda,K. Alami,K148,A203,CZE,MAR,,
407,1997,Rotterdam,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Carpet,32,725000,$,MS020,R32,01:29:00,,F,2,V141,"7-6(7),7-6(7)",D. Vacek,J. Siemerink,,,CZE,NED,7-6(7),7-6(7),,,,01:29:00,7,3,7,2,297,/en/stats/leaderboard?page=serve,10,10,55,42,77,88,37,42,63,22,35,,0,,12,202,/en/stats/leaderboard?page=serve,5,11,58,42,72,81,34,42,57,17,30,0,12,77,59,77,29,21,72,54,80,149,71,51,72,23,18,77,46,69,149,A,,,0,,,,D. Vacek,J. Siemerink,V141,S381,CZE,NED,,
407,1997,Rotterdam,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Carpet,32,725000,$,MS021,R32,01:07:00,,F,2,S559,"6-2,6-4",D. van Scheppingen,R. Fromberg,,,NED,AUS,6-2,6-4,,,,01:07:00,,,,,276,/en/stats/leaderboard?page=serve,,2,59,35,59,71,25,35,67,16,24,,0,,9,260,/en/stats/leaderboard?page=serve,2,10,70,35,50,63,22,35,53,8,15,0,9,69,41,59,40,20,50,56,61,109,60,30,50,31,18,59,44,48,109,A,,,0,3,False,,D. van Scheppingen,R. Fromberg,S559,F164,NED,AUS,,
407,1997,Rotterdam,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Carpet,32,725000,$,MS022,R32,01:46:00,,F,3,D015,"1-6,7-6(7),6-4",O. Delaitre,J. Eltingh,,,FRA,NED,1-6,7-6(7),6-4,,,01:46:00,,,7,5,251,/en/stats/leaderboard?page=serve,7,6,41,35,86,74,26,35,59,30,51,57,4,7,14,301,/en/stats/leaderboard?page=serve,4,19,63,59,93,75,44,59,62,21,34,3,15,65,56,86,30,28,93,47,84,179,70,65,93,35,30,86,53,95,179,A,,,60,5,,,O. Delaitre,J. Eltingh,D015,E106,FRA,NED,,
407,1997,Rotterdam,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Carpet,32,725000,$,MS023,R32,01:56:00,,F,3,F192,"6-4,3-6,6-3",R. Furlan,A. Corretja,,,ITA,ESP,6-4,3-6,6-3,,,01:56:00,,,,,271,/en/stats/leaderboard?page=serve,2,4,61,46,75,78,36,46,52,15,29,57,4,7,14,250,/en/stats/leaderboard?page=serve,4,11,57,55,97,67,37,55,48,20,42,9,14,68,51,75,41,40,97,53,91,172,59,57,97,32,24,75,47,81,172,A,,,69,13,,,R. Furlan,A. Corretja,F192,C344,ITA,ESP,,
407,1997,Rotterdam,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Carpet,32,725000,$,MS024,R32,00:59:00,,F,2,S367,"6-3,6-4",M. Sinner,P. Haarhuis,,,GER,NED,6-3,6-4,,,,00:59:00,,,,,304,/en/stats/leaderboard?page=serve,1,4,67,32,48,88,28,32,56,9,16,0,0,1,10,244,/en/stats/leaderboard?page=serve,2,5,59,29,49,66,19,29,50,10,20,1,9,77,37,48,41,20,49,59,57,97,59,29,49,23,11,48,41,40,97,A,,,25,4,,,M. Sinner,P. Haarhuis,S367,H223,GER,NED,,
407,1997,Rotterdam,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Carpet,32,725000,$,MS025,R32,01:30:00,,F,3,R284,"6-2,4-6,6-3",A. Radulescu,H. Arazi,,,GER,MAR,6-2,4-6,6-3,,,01:30:00,,,,,289,/en/stats/leaderboard?page=serve,1,16,58,46,80,78,36,46,53,18,34,67,4,6,14,244,/en/stats/leaderboard?page=serve,3,3,59,44,74,66,29,44,50,15,30,4,13,68,54,80,41,30,74,55,84,154,59,44,74,33,26,80,45,70,154,A,,,50,8,,,A. Radulescu,H. Arazi,R284,A226,GER,MAR,,
407,1997,Rotterdam,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Carpet,32,725000,$,MS026,R32,00:49:00,,F,2,K316,"6-2,6-2",N. Kiefer,A. Olhovskiy,,,GER,RUS,6-2,6-2,,,,00:49:00,,,,,241,/en/stats/leaderboard?page=serve,,12,65,26,40,85,22,26,79,11,14,0,0,,8,199,/en/stats/leaderboard?page=serve,5,5,46,24,52,71,17,24,32,9,28,2,8,83,33,40,50,26,52,64,59,92,50,26,52,18,7,40,36,33,92,A,,,33,6,False,,N. Kiefer,A. Olhovskiy,K316,O009,GER,RUS,,
407,1997,Rotterdam,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Carpet,32,725000,$,MS027,R32,01:52:00,,F,3,E113,"7-5,6-7(4),6-2",T. Enqvist,B. Ulihrach,,,SWE,CZE,7-5,6-7(4),6-2,,,01:52:00,,,4,7,310,/en/stats/leaderboard?page=serve,4,21,59,52,88,83,43,52,58,21,36,0,0,1,16,261,/en/stats/leaderboard?page=serve,3,5,63,65,103,71,46,65,50,19,38,2,16,73,64,88,37,38,103,53,102,191,63,65,103,27,24,88,47,89,191,A,,,33,6,,,T. Enqvist,B. Ulihrach,E113,U032,SWE,CZE,,
407,1997,Rotterdam,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Carpet,32,725000,$,MS028,R32,01:38:00,,F,3,S351,"6-3,3-6,6-2",M. Stich,C. Pioline,,,GER,FRA,6-3,3-6,6-2,,,01:38:00,,,,,292,/en/stats/leaderboard?page=serve,7,13,53,40,76,83,33,40,58,21,36,86,6,7,13,260,/en/stats/leaderboard?page=serve,3,7,63,50,79,70,35,50,48,14,29,7,12,71,54,76,38,30,79,54,84,155,62,49,79,29,22,76,46,71,155,A,,,70,10,,,M. Stich,C. Pioline,S351,P226,GER,FRA,,
407,1997,Rotterdam,GP,1997-03-03T00:00:00,1997-03-09T00:00:00,Carpet,32,725000,$,MS029,R32,01:30:00,,F,2,C216,"7-5,7-6(7)",T. Carbonell,T. Johansson,,,ESP,SWE,7-5,7-6(7),,,,01:30:00,,,7,3,274,/en/stats/leaderboard?page=serve,,8,51,38,74,76,29,38,56,20,36,50,2,4,12,253,/en/stats/leaderboard?page=serve,4,9,45,34,76,88,30,34,40,17,42,3,12,66,49,74,38,29,76,52,78,150,62,47,76,34,25,74,48,72,150,A,,,50,6,False,,T. Carbonell,T. Johansson,C216,J129,ESP,SWE,,
