event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
433,1998,Scottsdale,WS,1998-03-02T00:00:00,1998-03-08T00:00:00,Hard,32,315000,$,MS001,F,01:36:00,,F,2,A092,"6-4,7-6(7)",A. Agassi,J. Stoltenberg,,,USA,AUS,6-4,7-6(7),,,,01:36:00,7,3,267,/en/stats/leaderboard?page=serve,3,1,66,50,76,72,36,50,50,13,26,78,7,9,11,236,/en/stats/leaderboard?page=serve,5,3,62,56,90,66,37,56,38,13,34,67,6,9,11,64,49,76,44,40,90,54,89,166,56,50,90,36,27,76,46,77,166,A,,,,,,,A. Agassi,J. Stoltenberg,A092,S331,USA,AUS,,
433,1998,Scottsdale,WS,1998-03-02T00:00:00,1998-03-08T00:00:00,Hard,32,315000,$,MS002,SF,00:59:00,,F,2,A092,"6-2,6-1",A. Agassi,T. Haas,,,USA,GER,6-2,6-1,,,,00:59:00,,,285,/en/stats/leaderboard?page=serve,1,2,70,30,43,67,20,30,62,8,13,67,2,3,7,162,/en/stats/leaderboard?page=serve,4,1,63,36,57,44,16,36,33,7,21,50,6,12,8,65,28,43,60,34,57,62,62,100,40,23,57,35,15,43,38,38,100,A,,,,,,,A. Agassi,T. Haas,A092,H355,USA,GER,,
433,1998,Scottsdale,WS,1998-03-02T00:00:00,1998-03-08T00:00:00,Hard,32,315000,$,MS003,SF,01:16:00,,F,2,S331,"6-3,6-3",J. Stoltenberg,S. Schalken,,,AUS,NED,6-3,6-3,,,,01:16:00,,,228,/en/stats/leaderboard?page=serve,1,2,67,30,45,80,24,30,80,12,15,0,0,,9,228,/en/stats/leaderboard?page=serve,7,2,58,47,81,62,29,47,47,16,34,80,12,15,9,80,36,45,44,36,81,57,72,126,56,45,81,20,9,45,43,54,126,A,,,,,,,J. Stoltenberg,S. Schalken,S331,S572,AUS,NED,,
433,1998,Scottsdale,WS,1998-03-02T00:00:00,1998-03-08T00:00:00,Hard,32,315000,$,MS004,QF,00:54:00,,F,2,H355,"6-4,6-1",T. Haas,S. Lareau,,,GER,CAN,6-4,6-1,,,,00:54:00,,,273,/en/stats/leaderboard?page=serve,1,7,63,31,49,71,22,31,56,10,18,50,2,4,9,200,/en/stats/leaderboard?page=serve,2,0,73,37,51,49,18,37,43,6,14,50,5,10,8,65,32,49,53,27,51,59,59,100,47,24,51,35,17,49,41,41,100,A,,,,,,,T. Haas,S. Lareau,H355,L226,GER,CAN,,
433,1998,Scottsdale,WS,1998-03-02T00:00:00,1998-03-08T00:00:00,Hard,32,315000,$,MS005,QF,01:27:00,,F,2,A092,"6-3,7-6(7)",A. Agassi,J. Gambill,,,USA,USA,6-3,7-6(7),,,,01:27:00,7,5,286,/en/stats/leaderboard?page=serve,3,4,67,50,75,68,34,50,60,15,25,75,3,4,10,251,/en/stats/leaderboard?page=serve,5,15,50,37,74,76,28,37,43,16,37,63,5,8,11,65,49,75,41,30,74,53,79,149,59,44,74,35,26,75,47,70,149,A,,,,,,,A. Agassi,J. Gambill,A092,G352,USA,USA,,
433,1998,Scottsdale,WS,1998-03-02T00:00:00,1998-03-08T00:00:00,Hard,32,315000,$,MS006,QF,01:47:00,,F,2,S331,"7-5,7-6(14)",J. Stoltenberg,A. Gaudenzi,,,AUS,ITA,7-5,7-6(14),,,,01:47:00,14,12,292,/en/stats/leaderboard?page=serve,2,4,60,49,81,86,42,49,53,17,32,80,4,5,12,280,/en/stats/leaderboard?page=serve,1,1,70,64,92,63,40,64,64,18,28,33,1,3,12,73,59,81,37,34,92,54,93,173,63,58,92,27,22,81,46,80,173,A,,,,,,,J. Stoltenberg,A. Gaudenzi,S331,G254,AUS,ITA,,
433,1998,Scottsdale,WS,1998-03-02T00:00:00,1998-03-08T00:00:00,Hard,32,315000,$,MS007,QF,01:17:00,,F,2,S572,"6-3,6-4",S. Schalken,A. Costa,,,NED,ESP,6-3,6-4,,,,01:17:00,,,271,/en/stats/leaderboard?page=serve,3,2,60,44,73,70,31,44,52,15,29,0,0,1,10,230,/en/stats/leaderboard?page=serve,1,2,80,47,59,66,31,47,17,2,12,0,0,3,9,63,46,73,44,26,59,55,72,132,56,33,59,37,27,73,45,60,132,A,,,,,,,S. Schalken,A. Costa,S572,C378,NED,ESP,,
433,1998,Scottsdale,WS,1998-03-02T00:00:00,1998-03-08T00:00:00,Hard,32,315000,$,MS008,R16,01:34:00,,F,3,H355,"5-7,6-2,6-0",T. Haas,M. Philippoussis,,,GER,AUS,5-7,6-2,6-0,,,01:34:00,,,267,/en/stats/leaderboard?page=serve,6,6,62,52,84,77,40,52,44,14,32,67,4,6,13,205,/en/stats/leaderboard?page=serve,7,3,58,48,83,58,28,48,40,14,35,40,4,10,13,64,54,84,49,41,83,57,95,167,51,42,83,36,30,84,43,72,167,A,,,,,,,T. Haas,M. Philippoussis,H355,P338,GER,AUS,,
433,1998,Scottsdale,WS,1998-03-02T00:00:00,1998-03-08T00:00:00,Hard,32,315000,$,MS009,R16,01:38:00,,F,2,L226,"7-6(7),7-5",S. Lareau,D. Hrbaty,,,CAN,SVK,7-6(7),7-5,,,,01:38:00,,,282,/en/stats/leaderboard?page=serve,2,3,63,50,80,70,35,50,57,17,30,67,2,3,12,260,/en/stats/leaderboard?page=serve,8,12,57,55,96,65,36,55,51,21,41,80,8,10,12,65,52,80,41,39,96,52,91,176,59,57,96,35,28,80,48,85,176,A,7,3,,,,,S. Lareau,D. Hrbaty,L226,H377,CAN,SVK,,
433,1998,Scottsdale,WS,1998-03-02T00:00:00,1998-03-08T00:00:00,Hard,32,315000,$,MS010,R16,00:55:00,,F,2,G352,"6-2,6-1",J. Gambill,N. Kiefer,,,USA,GER,6-2,6-1,,,,00:55:00,,,230,/en/stats/leaderboard?page=serve,2,11,61,30,49,90,27,30,42,8,19,,0,,7,181,/en/stats/leaderboard?page=serve,8,3,60,39,65,62,24,39,27,7,26,50,5,10,8,71,35,49,52,34,65,61,69,114,48,31,65,29,14,49,39,45,114,A,,,,,,,J. Gambill,N. Kiefer,G352,K316,USA,GER,,
