event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_id_winner,player_id_loser
496,2008,Marseille,WS,2008-02-11T00:00:00,2008-02-17T00:00:00,Hard,32,513000,€,MS001,F,01:53:00,,F,2,MC10,"6-3,6-4",A. Murray,M. Ancic,,,GBR,CRO,6-3,6-4,,,,01:53:00,A,A. Murray,M. Ancic,GBR,CRO,,,278,/en/stats/leaderboard?page=serve,1,11,51,40,79,83,33,40,44,17,39,90,9,10,10,237,/en/stats/leaderboard?page=serve,1,4,66,39,59,62,24,39,40,8,20,63,5,8,9,63,50,79,46,27,59,56,77,138,54,32,59,37,29,79,44,61,138,,,,,,,MC10,A385
496,2008,Marseille,WS,2008-02-11T00:00:00,2008-02-17T00:00:00,Hard,32,513000,€,MS002,SF,01:03:00,,F,2,MC10,"6-2,6-2",A. Murray,P. Mathieu,,,GBR,FRA,6-2,6-2,,,,01:03:00,A,A. Murray,P. Mathieu,GBR,FRA,,,319,/en/stats/leaderboard?page=serve,0,4,42,16,38,100,16,16,73,16,22,0,0,0,8,203,/en/stats/leaderboard?page=serve,1,1,51,25,49,64,16,25,38,9,24,56,5,9,8,84,32,38,49,24,49,64,56,87,51,25,49,16,6,38,36,31,87,,,,,,,MC10,M850
496,2008,Marseille,WS,2008-02-11T00:00:00,2008-02-17T00:00:00,Hard,32,513000,€,MS003,SF,01:21:00,,F,2,A385,"6-4,6-2",M. Ancic,M. Baghdatis,,,CRO,CYP,6-4,6-2,,,,01:21:00,A,M. Ancic,M. Baghdatis,CRO,CYP,,,301,/en/stats/leaderboard?page=serve,2,4,53,28,53,86,24,28,60,15,25,100,3,3,9,236,/en/stats/leaderboard?page=serve,2,5,56,31,55,65,20,31,46,11,24,40,2,5,9,74,39,53,44,24,55,58,63,108,56,31,55,26,14,53,42,45,108,,,,,,,A385,B837
496,2008,Marseille,WS,2008-02-11T00:00:00,2008-02-17T00:00:00,Hard,32,513000,€,MS004,QF,01:15:00,,F,2,M850,"6-3,6-4",P. Mathieu,G. Simon,,,FRA,FRA,6-3,6-4,,,,01:15:00,A,P. Mathieu,G. Simon,FRA,FRA,,,313,/en/stats/leaderboard?page=serve,2,8,64,37,58,86,32,37,57,12,21,100,3,3,10,252,/en/stats/leaderboard?page=serve,2,4,63,35,56,77,27,35,33,7,21,71,5,7,9,76,44,58,39,22,56,58,66,114,61,34,56,24,14,58,42,48,114,,,,,,,M850,SD32
496,2008,Marseille,WS,2008-02-11T00:00:00,2008-02-17T00:00:00,Hard,32,513000,€,MS005,QF,01:44:00,,F,2,MC10,"7-5,7-6(7)",A. Murray,N. Mahut,,,GBR,FRA,7-5,7-6(7),,,,01:44:00,A,A. Murray,N. Mahut,GBR,FRA,,,322,/en/stats/leaderboard?page=serve,1,14,66,48,73,79,38,48,64,16,25,100,1,1,12,287,/en/stats/leaderboard?page=serve,3,10,60,50,83,74,37,50,55,18,33,75,3,4,12,74,54,73,34,28,83,53,82,156,66,55,83,26,19,73,47,74,156,7.0,5.0,,,,,MC10,M873
496,2008,Marseille,WS,2008-02-11T00:00:00,2008-02-17T00:00:00,Hard,32,513000,€,MS006,QF,01:42:00,,F,2,B837,"7-6(7),6-3",M. Baghdatis,M. Youzhny,,,CYP,RUS,7-6(7),6-3,,,,01:42:00,A,M. Baghdatis,M. Youzhny,CYP,RUS,,,310,/en/stats/leaderboard?page=serve,2,7,59,40,68,78,31,40,68,19,28,100,1,1,10,274,/en/stats/leaderboard?page=serve,0,5,66,49,74,78,38,49,44,11,25,80,8,10,11,74,50,68,34,25,74,53,75,142,66,49,74,26,18,68,47,67,142,,,7.0,2.0,,,B837,Y061
496,2008,Marseille,WS,2008-02-11T00:00:00,2008-02-17T00:00:00,Hard,32,513000,€,MS007,QF,01:47:00,,F,3,A385,"6-3,6-7(4),6-2",M. Ancic,R. Soderling,,,CRO,SWE,6-3,6-7(4),6-2,,,01:47:00,A,M. Ancic,R. Soderling,CRO,SWE,,,343,/en/stats/leaderboard?page=serve,1,25,69,55,80,82,45,55,68,17,25,100,1,1,14,255,/en/stats/leaderboard?page=serve,6,7,59,53,90,79,42,53,43,16,37,56,5,9,15,78,62,80,36,32,90,55,94,170,64,58,90,23,18,80,45,76,170,4.0,7.0,,,,,A385,SA49
496,2008,Marseille,WS,2008-02-11T00:00:00,2008-02-17T00:00:00,Hard,32,513000,€,MS008,R16,02:07:00,,F,3,SD32,"6-2,6-7(6),6-3",G. Simon,N. Djokovic,,,FRA,SRB,6-2,6-7(6),6-3,,,02:07:00,A,G. Simon,N. Djokovic,FRA,SRB,,,301,/en/stats/leaderboard?page=serve,3,8,56,60,107,72,43,60,68,32,47,100,6,6,15,269,/en/stats/leaderboard?page=serve,3,5,64,52,81,77,40,52,48,14,29,40,2,5,14,70,75,107,33,27,81,54,102,188,67,54,81,30,32,107,46,86,188,6.0,8.0,,,,,SD32,D643
496,2008,Marseille,WS,2008-02-11T00:00:00,2008-02-17T00:00:00,Hard,32,513000,€,MS009,R16,01:54:00,,F,2,M850,"7-6(7),7-6(7)",P. Mathieu,M. Llodra,,,FRA,FRA,7-6(7),7-6(7),,,,01:54:00,A,P. Mathieu,M. Llodra,FRA,FRA,,,292,/en/stats/leaderboard?page=serve,4,3,51,38,74,79,30,38,72,26,36,0,0,1,12,301,/en/stats/leaderboard?page=serve,3,23,55,46,84,74,34,46,61,23,38,80,4,5,12,76,56,74,32,27,84,53,83,158,68,57,84,24,18,74,47,75,158,7.0,5.0,7.0,4.0,,,M850,L428
496,2008,Marseille,WS,2008-02-11T00:00:00,2008-02-17T00:00:00,Hard,32,513000,€,MS010,R16,02:21:00,,F,3,MC10,"3-6,7-6(7),6-1",A. Murray,S. Wawrinka,,,GBR,SUI,3-6,7-6(7),6-1,,,02:21:00,A,A. Murray,S. Wawrinka,GBR,SUI,,,224,/en/stats/leaderboard?page=serve,6,8,51,44,87,68,30,44,42,18,43,62,8,13,13,214,/en/stats/leaderboard?page=serve,1,6,57,58,102,60,35,58,39,17,44,36,4,11,15,55,48,87,49,50,102,52,98,189,51,52,102,45,39,87,48,91,189,7.0,5.0,,,,,MC10,W367
