event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_winner,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
423,1996,Los Angeles,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Hard,32,303000,$,MS001,F,01:12:00,,F,2,C274,"6-4,6-3",M. Chang,R. Krajicek,,,USA,NED,6-4,6-3,,,,01:12:00,278,/en/stats/leaderboard?page=serve,3,7,42,22,53,73,16,22,71,22,31,67,2,3,9,221,/en/stats/leaderboard?page=serve,1,9,50,32,64,69,22,32,34,11,32,43,3,7,10,72,38,53,48,31,64,59,69,117,52,33,64,28,15,53,41,48,117,A,,,,,,,,,M. Chang,R. Krajicek,C274,K214,USA,NED,,
423,1996,Los Angeles,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Hard,32,303000,$,MS002,SF,01:12:00,,F,2,C274,"6-3,6-2",M. Chang,S. Edberg,,,USA,SWE,6-3,6-2,,,,01:12:00,267,/en/stats/leaderboard?page=serve,3,0,50,28,56,71,20,28,61,17,28,75,3,4,9,193,/en/stats/leaderboard?page=serve,4,3,49,24,49,63,15,24,32,8,25,33,2,6,8,66,37,56,53,26,49,60,63,105,47,23,49,34,19,56,40,42,105,A,,,,,,,,,M. Chang,S. Edberg,C274,E004,USA,SWE,,
423,1996,Los Angeles,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Hard,32,303000,$,MS003,SF,00:57:00,,F,2,K214,"6-3,6-1",R. Krajicek,S. Stolle,,,NED,AUS,6-3,6-1,,,,00:57:00,309,/en/stats/leaderboard?page=serve,2,16,59,26,44,88,23,26,61,11,18,,0,,8,204,/en/stats/leaderboard?page=serve,6,1,52,27,52,59,16,27,48,12,25,56,5,9,8,77,34,44,46,24,52,60,58,96,54,28,52,23,10,44,40,38,96,A,,,,,,,,,R. Krajicek,S. Stolle,K214,S443,NED,AUS,,
423,1996,Los Angeles,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Hard,32,303000,$,MS004,QF,01:05:00,,F,2,C274,"6-2,6-2",M. Chang,S. Pescosolido,,,USA,ITA,6-2,6-2,,,,01:05:00,225,/en/stats/leaderboard?page=serve,,2,37,13,35,100,13,13,86,19,22,0,0,,8,199,/en/stats/leaderboard?page=serve,3,5,42,25,60,68,17,25,37,13,35,50,4,8,8,91,32,35,50,30,60,65,62,95,50,30,60,,0,,,0,,A,False,,,,,,,,M. Chang,S. Pescosolido,C274,P235,USA,ITA,,
423,1996,Los Angeles,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Hard,32,303000,$,MS005,QF,01:11:00,,F,2,E004,"6-3,6-4",S. Edberg,S. Draper,,,SWE,AUS,6-3,6-4,,,,01:11:00,279,/en/stats/leaderboard?page=serve,4,3,49,24,49,79,19,24,64,16,25,75,3,4,9,209,/en/stats/leaderboard?page=serve,4,2,45,33,73,61,20,33,45,18,40,64,7,11,10,71,35,49,48,35,73,57,70,122,52,38,73,29,14,49,43,52,122,A,,,,,,,,,S. Edberg,S. Draper,E004,D270,SWE,AUS,,
423,1996,Los Angeles,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Hard,32,303000,$,MS006,QF,01:09:00,,F,2,S443,"6-4,6-3",S. Stolle,A. O'Brien,,,AUS,USA,6-4,6-3,,,,01:09:00,300,/en/stats/leaderboard?page=serve,4,6,56,31,55,94,29,31,58,14,24,,0,,10,272,/en/stats/leaderboard?page=serve,2,2,62,32,52,63,20,32,70,14,20,33,1,3,9,78,43,55,35,18,52,57,61,107,65,34,52,22,12,55,43,46,107,A,,,,,,,,,S. Stolle,A. O'Brien,S443,O099,AUS,USA,,
423,1996,Los Angeles,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Hard,32,303000,$,MS007,QF,01:56:00,,F,3,K214,"3-6,7-5,6-3",R. Krajicek,J. Bjorkman,,,NED,SWE,3-6,7-5,6-3,,,01:56:00,253,/en/stats/leaderboard?page=serve,9,12,47,47,99,85,40,47,38,20,52,63,5,8,15,256,/en/stats/leaderboard?page=serve,5,2,63,60,96,62,37,60,61,22,36,60,6,10,15,61,60,99,39,37,96,50,97,195,61,59,96,39,39,99,50,98,195,A,,,,,,,,,R. Krajicek,J. Bjorkman,K214,B446,NED,SWE,,
423,1996,Los Angeles,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Hard,32,303000,$,MS008,R16,01:51:00,,F,3,C274,"6-0,3-6,7-5",M. Chang,M. Damm,,,USA,CZE,6-0,3-6,7-5,,,01:51:00,236,/en/stats/leaderboard?page=serve,7,7,39,31,79,74,23,31,54,26,48,56,5,9,13,204,/en/stats/leaderboard?page=serve,3,8,52,47,90,57,27,47,40,17,43,46,6,13,14,62,49,79,51,46,90,56,95,169,49,44,90,38,30,79,44,74,169,A,,,,,,,,,M. Chang,M. Damm,C274,D214,USA,CZE,,
423,1996,Los Angeles,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Hard,32,303000,$,MS009,R16,01:04:00,,F,2,P235,"6-3,6-2",S. Pescosolido,A. Dupuis,,,ITA,FRA,6-3,6-2,,,,01:04:00,266,/en/stats/leaderboard?page=serve,5,3,49,27,55,85,23,27,46,13,28,50,1,2,9,199,/en/stats/leaderboard?page=serve,5,1,46,21,46,71,15,21,36,9,25,33,2,6,8,65,36,55,48,22,46,57,58,101,52,24,46,35,19,55,43,43,101,A,,,,,,,,,S. Pescosolido,A. Dupuis,P235,D272,ITA,FRA,,
423,1996,Los Angeles,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Hard,32,303000,$,MS010,R16,01:36:00,,F,3,D270,"6-4,1-6,6-0",S. Draper,M. Joyce,,,AUS,USA,6-4,1-6,6-0,,,01:36:00,239,/en/stats/leaderboard?page=serve,4,0,57,37,65,68,25,37,46,13,28,40,2,5,11,215,/en/stats/leaderboard?page=serve,2,2,54,45,84,47,21,45,56,22,39,72,13,18,12,58,38,65,49,41,84,53,79,149,51,43,84,42,27,65,47,70,149,A,,,,,,,,,S. Draper,M. Joyce,D270,J100,AUS,USA,,
423,1996,Los Angeles,GP,1996-07-29T00:00:00,1996-08-04T00:00:00,Hard,32,303000,$,MS011,R16,01:23:00,,F,2,E004,"6-2,7-6(7)",S. Edberg,J. Stark,,,SWE,USA,6-2,7-6(7),,,,01:23:00,295,/en/stats/leaderboard?page=serve,2,3,53,33,62,82,27,33,69,20,29,75,3,4,10,247,/en/stats/leaderboard?page=serve,,4,57,37,65,70,26,37,46,13,28,25,1,4,10,76,47,62,40,26,65,57,73,127,60,39,65,24,15,62,43,54,127,A,,7,4,False,,,,,S. Edberg,J. Stark,E004,S403,SWE,USA,,
