event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS011,R16,01:39:00,,F,2,T166,"7-6(8),7-6(9)",M. Tillstrom,M. Damm,,,SWE,CZE,7-6(8),7-6(9),,,,01:39:00,9,7,293,/en/stats/leaderboard?page=serve,,6,76,68,90,81,55,68,55,12,22,,0,,12,305,/en/stats/leaderboard?page=serve,2,13,55,42,76,88,37,42,68,23,34,,0,,12,74,67,90,21,16,76,50,83,166,79,60,76,26,23,90,50,83,166,A,False,8,6,,,,M. Tillstrom,M. Damm,T166,D214,SWE,CZE,,
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS012,R16,01:39:00,,F,3,V167,"6-2,3-6,7-6(7)",J. Van Herck,G. Raoux,,,BEL,FRA,6-2,3-6,7-6(7),,,01:39:00,,,295,/en/stats/leaderboard?page=serve,,8,54,40,74,80,32,40,68,23,34,0,0,2,14,265,/en/stats/leaderboard?page=serve,5,13,56,51,91,78,40,51,43,17,40,63,5,8,15,74,55,74,37,34,91,54,89,165,63,57,91,26,19,74,46,76,165,A,False,,,7,1,,J. Van Herck,G. Raoux,V167,R186,BEL,FRA,,
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS013,R16,00:57:00,,F,2,D228,"6-3,6-3",F. Dewulf,S. Noszaly,,,BEL,HUN,6-3,6-3,,,,00:57:00,,,276,/en/stats/leaderboard?page=serve,,6,54,27,50,85,23,27,65,15,23,,0,,9,238,/en/stats/leaderboard?page=serve,3,5,60,30,50,70,21,30,40,8,20,63,5,8,9,76,38,50,42,21,50,59,59,100,58,29,50,24,12,50,41,41,100,A,False,,,,,,F. Dewulf,S. Noszaly,D228,N112,BEL,HUN,,
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS014,R16,02:08:00,,F,3,C328,"6-4,6-7(3),6-4",K. Carlsen,O. Camporese,,,DEN,ITA,6-4,6-7(3),6-4,,,02:08:00,3,7,295,/en/stats/leaderboard?page=serve,3,15,60,54,90,83,45,54,53,19,36,50,2,4,16,255,/en/stats/leaderboard?page=serve,7,10,53,55,104,71,39,55,53,26,49,56,5,9,16,71,64,90,38,39,104,53,103,194,63,65,104,29,26,90,47,91,194,A,,,,,,,K. Carlsen,O. Camporese,C328,C009,DEN,ITA,,
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS015,R16,01:28:00,,F,2,G182,"6-3,7-6(7)",M. Gustafsson,J. Apell,,,SWE,SWE,6-3,7-6(7),,,,01:28:00,7,4,287,/en/stats/leaderboard?page=serve,1,6,66,47,71,72,34,47,63,15,24,60,3,5,11,243,/en/stats/leaderboard?page=serve,3,5,68,64,94,63,40,64,40,12,30,80,12,15,10,69,49,71,45,42,94,55,91,165,55,52,94,31,22,71,45,74,165,A,,,,,,,M. Gustafsson,J. Apell,G182,A176,SWE,SWE,,
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS016,R32,01:46:00,,F,3,S381,"6-3,6-7(5),6-4",J. Siemerink,M. Stadling,,,NED,SWE,6-3,6-7(5),6-4,,,01:46:00,5,7,285,/en/stats/leaderboard?page=serve,12,13,44,42,95,90,38,42,57,30,53,50,1,2,16,271,/en/stats/leaderboard?page=serve,1,4,61,65,106,68,44,65,59,24,41,70,7,10,15,72,68,95,36,38,106,53,106,201,64,68,106,28,27,95,47,95,201,A,,,,,,,J. Siemerink,M. Stadling,S381,S442,NED,SWE,,
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS017,R32,01:54:00,,F,3,S367,"4-6,7-6(7),6-1",M. Sinner,L. Roux,,,GER,FRA,4-6,7-6(7),6-1,,,01:54:00,7,5,282,/en/stats/leaderboard?page=serve,5,10,57,59,104,63,37,59,71,32,45,80,8,10,15,270,/en/stats/leaderboard?page=serve,3,7,51,39,77,79,31,39,58,22,38,25,1,4,14,66,69,104,31,24,77,51,93,181,69,53,77,34,35,104,49,88,181,A,,,,,,,M. Sinner,L. Roux,S367,R280,GER,FRA,,
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS018,R32,02:19:00,,F,3,H336,"4-6,7-5,7-6(7)",T. Henman,H. Holm,,,GBR,SWE,4-6,7-5,7-6(7),,,02:19:00,,,283,/en/stats/leaderboard?page=serve,6,10,60,71,119,75,53,71,56,27,48,85,11,13,17,279,/en/stats/leaderboard?page=serve,5,10,56,66,117,67,44,66,63,32,51,71,5,7,17,67,80,119,35,41,117,51,121,236,65,76,117,33,39,119,49,115,236,A,,,,7,5,,T. Henman,H. Holm,H336,H191,GBR,SWE,,
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS019,R32,01:05:00,,F,2,G252,"6-3,6-4",M. Goellner,A. Jarryd,,,GER,SWE,6-3,6-4,,,,01:05:00,,,239,/en/stats/leaderboard?page=serve,8,9,58,41,71,83,34,41,47,14,30,,0,,10,255,/en/stats/leaderboard?page=serve,7,8,54,31,57,77,24,31,46,12,26,33,1,3,9,68,48,71,37,21,57,54,69,128,63,36,57,32,23,71,46,59,128,A,,,,,,,M. Goellner,A. Jarryd,G252,J006,GER,SWE,,
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS020,R32,01:25:00,,F,2,P226,"7-5,6-4",C. Pioline,J. Tarango,,,FRA,USA,7-5,6-4,,,,01:25:00,,,248,/en/stats/leaderboard?page=serve,4,12,59,45,76,82,37,45,45,14,31,,0,,11,282,/en/stats/leaderboard?page=serve,1,17,68,51,75,67,34,51,50,12,24,50,2,4,11,67,51,76,39,29,75,53,80,151,61,46,75,33,25,76,47,71,151,A,,,,,,,C. Pioline,J. Tarango,P226,T136,FRA,USA,,
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS021,R32,00:58:00,,F,2,S080,"6-4,6-4",C. Steeb,K. Alami,,,GER,MAR,6-4,6-4,,,,00:58:00,,,279,/en/stats/leaderboard?page=serve,1,5,59,34,58,85,29,34,71,17,24,,0,,10,298,/en/stats/leaderboard?page=serve,,5,62,28,45,75,21,28,76,13,17,0,0,2,10,79,46,58,24,11,45,55,57,103,76,34,45,21,12,58,45,46,103,A,,,,,,False,C. Steeb,K. Alami,S080,A203,GER,MAR,,
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS022,R32,01:13:00,,F,2,D214,"7-6(7),6-2",M. Damm,T. Andersen,,,CZE,DEN,7-6(7),6-2,,,,01:13:00,,,309,/en/stats/leaderboard?page=serve,3,15,61,34,56,91,31,34,55,12,22,0,0,1,10,239,/en/stats/leaderboard?page=serve,3,4,44,27,62,78,21,27,46,16,35,25,1,4,10,77,43,56,40,25,62,58,68,118,60,37,62,23,13,56,42,50,118,A,,7,2,,,,M. Damm,T. Andersen,D214,A241,CZE,DEN,,
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS023,R32,01:24:00,,F,2,T166,"7-5,7-6(7)",M. Tillstrom,A. Volkov,,,SWE,RUS,7-5,7-6(7),,,,01:24:00,7,2,279,/en/stats/leaderboard?page=serve,,4,63,47,75,72,34,47,57,16,28,33,1,3,12,240,/en/stats/leaderboard?page=serve,4,4,56,44,78,77,34,44,32,11,34,50,3,6,12,67,50,75,42,33,78,54,83,153,58,45,78,33,25,75,46,70,153,A,False,,,,,,M. Tillstrom,A. Volkov,T166,V037,SWE,RUS,,
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS024,R32,01:05:00,,F,2,R186,"6-1,6-2",G. Raoux,P. Langvardt,,,FRA,DEN,6-1,6-2,,,,01:05:00,,,279,/en/stats/leaderboard?page=serve,4,2,51,22,43,86,19,22,57,12,21,80,4,5,8,161,/en/stats/leaderboard?page=serve,10,0,55,33,60,58,19,33,30,8,27,50,5,10,7,72,31,43,55,33,60,62,64,103,45,27,60,28,12,43,38,39,103,A,,,,,,,G. Raoux,P. Langvardt,R186,L273,FRA,DEN,,
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS025,R32,01:10:00,,F,2,V167,"6-4,6-4",J. Van Herck,O. Ogorodov,,,BEL,UZB,6-4,6-4,,,,01:10:00,,,284,/en/stats/leaderboard?page=serve,2,0,51,28,55,82,23,28,63,17,27,50,1,2,10,250,/en/stats/leaderboard?page=serve,,9,54,37,69,70,26,37,47,15,32,57,4,7,10,73,40,55,41,28,69,55,68,124,59,41,69,27,15,55,45,56,124,A,,,,,,False,J. Van Herck,O. Ogorodov,V167,O127,BEL,UZB,,
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS026,R32,00:58:00,,F,2,N112,"6-2,6-4",S. Noszaly,J. Golmard,,,HUN,FRA,6-2,6-4,,,,00:58:00,,,287,/en/stats/leaderboard?page=serve,4,12,62,29,47,90,26,29,61,11,18,,0,,9,244,/en/stats/leaderboard?page=serve,4,3,66,40,61,65,26,40,48,10,21,57,4,7,9,79,37,47,41,25,61,57,62,108,59,36,61,21,10,47,43,46,108,A,,,,,,,S. Noszaly,J. Golmard,N112,G319,HUN,FRA,,
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS027,R32,01:13:00,,F,2,D228,"6-3,6-4",F. Dewulf,F. Fetterlein,,,BEL,DEN,6-3,6-4,,,,01:13:00,,,271,/en/stats/leaderboard?page=serve,4,5,44,27,62,85,23,27,51,18,35,67,2,3,10,224,/en/stats/leaderboard?page=serve,7,6,52,35,67,66,23,35,41,13,32,50,3,6,9,66,41,62,46,31,67,56,72,129,54,36,67,34,21,62,44,57,129,A,,,,,,,F. Dewulf,F. Fetterlein,D228,F206,BEL,DEN,,
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS028,R32,01:04:00,,F,2,C328,"6-3,6-1",K. Carlsen,N. Marques,,,DEN,POR,6-3,6-1,,,,01:04:00,,,304,/en/stats/leaderboard?page=serve,1,14,66,29,44,90,26,29,60,9,15,,0,,8,212,/en/stats/leaderboard?page=serve,1,1,62,39,63,54,21,39,46,11,24,60,6,10,8,80,35,44,49,31,63,62,66,107,51,32,63,20,9,44,38,41,107,A,,,,,,,K. Carlsen,N. Marques,C328,M197,DEN,POR,,
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS029,R32,01:08:00,,F,2,C009,"6-2,6-4",O. Camporese,M. Christensen,,,ITA,DEN,6-2,6-4,,,,01:08:00,,,230,/en/stats/leaderboard?page=serve,2,9,53,29,55,79,23,29,69,18,26,,0,,9,238,/en/stats/leaderboard?page=serve,7,11,60,39,65,62,24,39,46,12,26,57,4,7,9,75,41,55,45,29,65,58,70,120,55,36,65,25,14,55,42,50,120,A,,,,,,,O. Camporese,M. Christensen,C009,C034,ITA,DEN,,
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS030,R32,01:13:00,,F,2,A176,"6-3,6-4",J. Apell,T. Johansson,,,SWE,SWE,6-3,6-4,,,,01:13:00,,,309,/en/stats/leaderboard?page=serve,1,5,76,32,42,81,26,32,60,6,10,0,0,1,9,220,/en/stats/leaderboard?page=serve,4,6,55,41,75,68,28,41,35,12,34,56,5,9,10,76,32,42,47,35,75,57,67,117,53,40,75,24,10,42,43,50,117,A,,,,,,,J. Apell,T. Johansson,A176,J129,SWE,SWE,,
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS031,R32,00:47:00,,F,2,G182,"6-2,6-4",M. Gustafsson,B. Ulihrach,,,SWE,CZE,6-2,6-4,,,,00:47:00,,,317,/en/stats/leaderboard?page=serve,,4,73,36,49,83,30,36,69,9,13,,0,,9,235,/en/stats/leaderboard?page=serve,4,4,58,26,45,69,18,26,42,8,19,25,1,4,9,80,39,49,42,19,45,62,58,94,58,26,45,20,10,49,38,36,94,A,False,,,,,,M. Gustafsson,B. Ulihrach,G182,U032,SWE,CZE,,
