event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS001,F,01:23:00,,F,2,P226,"6-2,7-6(9)",C. Pioline,K. Carlsen,,,FRA,DEN,6-2,7-6(9),,,,01:23:00,9,7,206,/en/stats/leaderboard?page=serve,2,5,55,33,60,85,28,33,63,17,27,0,0,,10,259,/en/stats/leaderboard?page=serve,5,7,55,38,69,74,28,38,48,15,31,67,4,6,10,75,45,60,38,26,69,55,71,129,62,43,69,25,15,60,45,58,129,A,,,,,,,C. Pioline,K. Carlsen,P226,C328,FRA,DEN,,
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS002,SF,01:47:00,,F,3,P226,"6-3,3-6,6-1",C. Pioline,T. Henman,,,FRA,GBR,6-3,3-6,6-1,,,01:47:00,,,268,/en/stats/leaderboard?page=serve,,6,57,52,92,71,37,52,50,20,40,78,7,9,13,232,/en/stats/leaderboard?page=serve,6,7,56,47,84,68,32,47,41,15,37,60,6,10,12,62,57,92,44,37,84,53,94,176,56,47,84,38,35,92,47,82,176,A,False,,,,,,C. Pioline,T. Henman,P226,H336,FRA,GBR,,
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS003,SF,01:16:00,,F,2,C328,"7-6(7),6-3",K. Carlsen,J. Van Herck,,,DEN,BEL,7-6(7),6-3,,,,01:16:00,,,299,/en/stats/leaderboard?page=serve,4,11,59,37,63,89,33,37,54,14,26,50,1,2,11,271,/en/stats/leaderboard?page=serve,2,2,59,36,61,72,26,36,60,15,25,0,0,2,10,75,47,63,33,20,61,54,67,124,67,41,61,25,16,63,46,57,124,A,,7,5,,,,K. Carlsen,J. Van Herck,C328,V167,DEN,BEL,,
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS004,QF,01:05:00,,F,2,H336,"7-5,6-1",T. Henman,M. Sinner,,,GBR,GER,7-5,6-1,,,,01:05:00,,,289,/en/stats/leaderboard?page=serve,1,9,55,28,51,86,24,28,74,17,23,,0,,9,220,/en/stats/leaderboard?page=serve,6,4,54,33,61,76,25,33,32,9,28,60,6,10,10,80,41,51,44,27,61,61,68,112,56,34,61,20,10,51,39,44,112,A,,,,,,,T. Henman,M. Sinner,H336,S367,GBR,GER,,
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS005,QF,01:18:00,,F,2,P226,"6-3,7-6(9)",C. Pioline,M. Tillstrom,,,FRA,SWE,6-3,7-6(9),,,,01:18:00,9,7,275,/en/stats/leaderboard?page=serve,3,6,63,40,64,75,30,40,54,13,24,67,4,6,10,242,/en/stats/leaderboard?page=serve,1,3,71,52,73,58,30,52,48,10,21,20,1,5,11,67,43,64,45,33,73,55,76,137,55,40,73,33,21,64,45,61,137,A,,,,,,,C. Pioline,M. Tillstrom,P226,T166,FRA,SWE,,
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS006,QF,01:13:00,,F,2,V167,"6-3,7-5",J. Van Herck,F. Dewulf,,,BEL,BEL,6-3,7-5,,,,01:13:00,,,292,/en/stats/leaderboard?page=serve,1,7,57,38,67,84,32,38,55,16,29,75,3,4,11,241,/en/stats/leaderboard?page=serve,4,5,63,38,60,71,27,38,36,8,22,63,5,8,10,72,48,67,42,25,60,57,73,127,58,35,60,28,19,67,43,54,127,A,,,,,,,J. Van Herck,F. Dewulf,V167,D228,BEL,BEL,,
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS007,QF,01:54:00,,F,3,C328,"6-3,4-6,7-6(7)",K. Carlsen,M. Gustafsson,,,DEN,SWE,6-3,4-6,7-6(7),,,01:54:00,,,294,/en/stats/leaderboard?page=serve,5,10,61,58,95,79,46,58,62,23,37,0,0,2,16,286,/en/stats/leaderboard?page=serve,1,5,66,61,92,75,46,61,55,17,31,50,2,4,15,73,69,95,32,29,92,52,98,187,68,63,92,27,26,95,48,89,187,A,,,,7,3,,K. Carlsen,M. Gustafsson,C328,G182,DEN,SWE,,
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS008,R16,02:03:00,,F,3,S367,"6-4,6-7(3),7-6(7)",M. Sinner,J. Siemerink,,,GER,NED,6-4,6-7(3),7-6(7),,,02:03:00,3,7,215,/en/stats/leaderboard?page=serve,3,14,59,61,104,85,52,61,60,26,43,0,0,,17,287,/en/stats/leaderboard?page=serve,7,15,60,68,113,76,52,68,49,22,45,67,2,3,17,75,78,104,35,39,113,54,117,217,65,74,113,25,26,104,46,100,217,A,,,,7,3,,M. Sinner,J. Siemerink,S367,S381,GER,NED,,
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS009,R16,01:02:00,,F,2,H336,"6-3,6-3",T. Henman,M. Goellner,,,GBR,GER,6-3,6-3,,,,01:02:00,,,287,/en/stats/leaderboard?page=serve,1,5,58,30,52,87,26,30,50,11,22,80,4,5,9,209,/en/stats/leaderboard?page=serve,4,6,43,27,63,70,19,27,39,14,36,43,3,7,9,71,37,52,48,30,63,58,67,115,52,33,63,29,15,52,42,48,115,A,,,,,,,T. Henman,M. Goellner,H336,G252,GBR,GER,,
481,1996,Copenhagen,GP,1996-03-11T00:00:00,1996-03-17T00:00:00,Carpet,32,203000,$,MS010,R16,00:57:00,,F,2,P226,"6-3,6-2",C. Pioline,C. Steeb,,,FRA,GER,6-3,6-2,,,,00:57:00,,,241,/en/stats/leaderboard?page=serve,1,6,58,23,40,96,22,23,82,14,17,0,0,,9,223,/en/stats/leaderboard?page=serve,1,0,60,32,53,59,19,32,43,9,21,25,1,4,8,90,36,40,47,25,53,66,61,93,53,28,53,10,4,40,34,32,93,A,,,,,,,C. Pioline,C. Steeb,P226,S080,FRA,GER,,
