event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
481,1998,Copenhagen,WS,1998-03-09T00:00:00,1998-03-15T00:00:00,Carpet,32,210000,$,MS011,R16,00:58:00,,F,2,S321,"6-3,6-1",B. Steven,D. Sanguinetti,,,NZL,ITA,6-3,6-1,,,,00:58:00,282,/en/stats/leaderboard?page=serve,1,3,71,36,51,69,25,36,53,8,15,75,3,4,8,183,/en/stats/leaderboard?page=serve,4,1,43,23,54,74,17,23,32,10,31,29,2,7,8,65,33,51,50,27,54,57,60,105,50,27,54,35,18,51,43,45,105,A,,,,,,,,,B. Steven,D. Sanguinetti,S321,S480,NZL,ITA,,
481,1998,Copenhagen,WS,1998-03-09T00:00:00,1998-03-15T00:00:00,Carpet,32,210000,$,MS012,R16,01:24:00,,F,2,C328,"6-4,7-6(7)",K. Carlsen,F. Dewulf,,,DEN,BEL,6-4,7-6(7),,,,01:24:00,272,/en/stats/leaderboard?page=serve,2,14,60,41,68,76,31,41,52,14,27,57,4,7,11,237,/en/stats/leaderboard?page=serve,4,4,56,41,73,71,29,41,47,15,32,56,5,9,11,66,45,68,40,29,73,52,74,141,60,44,73,34,23,68,48,67,141,A,7,4,,,,,,,K. Carlsen,F. Dewulf,C328,D228,DEN,BEL,,
481,1998,Copenhagen,WS,1998-03-09T00:00:00,1998-03-15T00:00:00,Carpet,32,210000,$,MS013,R16,01:05:00,,F,2,P045,"7-5,6-2",G. Pozzi,H. Arazi,,,ITA,MAR,7-5,6-2,,,,01:05:00,291,/en/stats/leaderboard?page=serve,,3,45,22,49,86,19,22,67,18,27,0,0,1,10,216,/en/stats/leaderboard?page=serve,3,3,45,29,64,62,18,29,49,17,35,50,4,8,10,76,37,49,45,29,64,58,66,113,55,35,64,24,12,49,42,47,113,A,,,False,,,,,,G. Pozzi,H. Arazi,P045,A226,ITA,MAR,,
481,1998,Copenhagen,WS,1998-03-09T00:00:00,1998-03-15T00:00:00,Carpet,32,210000,$,MS014,R16,01:42:00,,F,3,P280,"6-7(4),6-2,6-1",A. Pavel,T. Ketola,,,ROU,FIN,6-7(4),6-2,6-1,,,01:42:00,261,/en/stats/leaderboard?page=serve,,9,64,64,100,73,47,64,58,21,36,,0,,14,242,/en/stats/leaderboard?page=serve,1,6,50,44,88,68,30,44,50,22,44,64,7,11,13,68,68,100,41,36,88,55,104,188,59,52,88,32,32,100,45,84,188,A,,,False,4,7,,,,A. Pavel,T. Ketola,P280,K297,ROU,FIN,,
481,1998,Copenhagen,WS,1998-03-09T00:00:00,1998-03-15T00:00:00,Carpet,32,210000,$,MS015,R16,01:07:00,,F,2,G182,"6-2,6-2",M. Gustafsson,R. Furlan,,,SWE,ITA,6-2,6-2,,,,01:07:00,269,/en/stats/leaderboard?page=serve,1,2,61,27,44,81,22,27,76,13,17,,0,,8,206,/en/stats/leaderboard?page=serve,4,6,45,29,65,76,22,29,28,10,36,50,4,8,9,80,35,44,51,33,65,62,68,109,49,32,65,20,9,44,38,41,109,A,,,,,,,,,M. Gustafsson,R. Furlan,G182,F192,SWE,ITA,,
481,1998,Copenhagen,WS,1998-03-09T00:00:00,1998-03-15T00:00:00,Carpet,32,210000,$,MS016,R32,00:44:00,,F,2,J129,"6-2,6-2",T. Johansson,D. van Scheppingen,,,SWE,NED,6-2,6-2,,,,00:44:00,233,/en/stats/leaderboard?page=serve,1,9,61,23,38,91,21,23,73,11,15,0,0,,8,199,/en/stats/leaderboard?page=serve,6,3,60,28,47,50,14,28,42,8,19,50,4,8,8,84,32,38,53,25,47,67,57,85,47,22,47,16,6,38,33,28,85,A,,,,,,,,,T. Johansson,D. van Scheppingen,J129,S559,SWE,NED,,
481,1998,Copenhagen,WS,1998-03-09T00:00:00,1998-03-15T00:00:00,Carpet,32,210000,$,MS017,R32,01:04:00,,F,2,P273,"7-5,6-3",D. Prinosil,C. Vinck,,,GER,GER,7-5,6-3,,,,01:04:00,280,/en/stats/leaderboard?page=serve,6,9,49,30,61,77,23,30,61,19,31,50,1,2,11,249,/en/stats/leaderboard?page=serve,5,6,65,41,63,63,26,41,50,11,22,0,0,3,10,69,42,61,41,26,63,55,68,124,59,37,63,31,19,61,45,56,124,A,,,,,,,,,D. Prinosil,C. Vinck,P273,V175,GER,GER,,
481,1998,Copenhagen,WS,1998-03-09T00:00:00,1998-03-15T00:00:00,Carpet,32,210000,$,MS018,R32,01:49:00,,F,3,D015,"7-6(8),4-6,6-3",O. Delaitre,F. Fetterlein,,,FRA,DEN,7-6(8),4-6,6-3,,,01:49:00,273,/en/stats/leaderboard?page=serve,8,2,61,59,97,76,45,59,55,21,38,0,0,2,16,278,/en/stats/leaderboard?page=serve,5,13,49,45,92,71,32,45,64,30,47,75,6,8,15,68,66,97,33,30,92,51,96,189,67,62,92,32,31,97,49,93,189,A,,,,8,6,,,,O. Delaitre,F. Fetterlein,D015,F206,FRA,DEN,,
481,1998,Copenhagen,WS,1998-03-09T00:00:00,1998-03-15T00:00:00,Carpet,32,210000,$,MS019,R32,02:02:00,,F,3,S367,"4-6,7-6(7),6-4",M. Sinner,M. Damm,,,GER,CZE,4-6,7-6(7),6-4,,,02:02:00,264,/en/stats/leaderboard?page=serve,13,9,57,64,113,75,48,64,49,24,49,60,3,5,16,311,/en/stats/leaderboard?page=serve,3,25,64,56,88,88,49,56,50,16,32,0,0,2,16,64,72,113,26,23,88,47,95,201,74,65,88,36,41,113,53,106,201,A,7,5,,,,,,,M. Sinner,M. Damm,S367,D214,GER,CZE,,
481,1998,Copenhagen,WS,1998-03-09T00:00:00,1998-03-15T00:00:00,Carpet,32,210000,$,MS020,R32,00:56:00,,F,2,S381,"6-1,6-3",J. Siemerink,A. Clement,,,NED,FRA,6-1,6-3,,,,00:56:00,238,/en/stats/leaderboard?page=serve,4,10,53,28,53,82,23,28,60,15,25,,0,,8,198,/en/stats/leaderboard?page=serve,2,0,50,23,46,43,10,23,57,13,23,50,4,8,8,72,38,53,50,23,46,62,61,99,50,23,46,28,15,53,38,38,99,A,,,,,,,,,J. Siemerink,A. Clement,S381,C487,NED,FRA,,
481,1998,Copenhagen,WS,1998-03-09T00:00:00,1998-03-15T00:00:00,Carpet,32,210000,$,MS021,R32,01:19:00,,F,2,N109,"7-5,6-4",D. Nargiso,M. Tillstrom,,,ITA,SWE,7-5,6-4,,,,01:19:00,282,/en/stats/leaderboard?page=serve,2,4,53,31,58,77,24,31,78,21,27,,0,,11,252,/en/stats/leaderboard?page=serve,5,2,41,27,66,74,20,27,59,23,39,71,5,7,11,78,45,58,35,23,66,55,68,124,65,43,66,22,13,58,45,56,124,A,,,,,,,,,D. Nargiso,M. Tillstrom,N109,T166,ITA,SWE,,
481,1998,Copenhagen,WS,1998-03-09T00:00:00,1998-03-15T00:00:00,Carpet,32,210000,$,MS022,R32,01:27:00,,F,2,S480,"7-6(7),7-5",D. Sanguinetti,J. Van Herck,,,ITA,BEL,7-6(7),7-5,,,,01:27:00,279,/en/stats/leaderboard?page=serve,2,2,46,35,76,86,30,35,56,23,41,75,3,4,12,259,/en/stats/leaderboard?page=serve,6,2,47,32,68,72,23,32,61,22,36,60,3,5,12,70,53,76,34,23,68,53,76,144,66,45,68,30,23,76,47,68,144,A,,,,7,4,,,,D. Sanguinetti,J. Van Herck,S480,V167,ITA,BEL,,
481,1998,Copenhagen,WS,1998-03-09T00:00:00,1998-03-15T00:00:00,Carpet,32,210000,$,MS023,R32,01:06:00,,F,2,S321,"6-4,6-0",B. Steven,J. Knippschild,,,NZL,GER,6-4,6-0,,,,01:06:00,242,/en/stats/leaderboard?page=serve,4,3,71,42,59,81,34,42,29,5,17,,0,,8,204,/en/stats/leaderboard?page=serve,3,6,43,23,53,65,15,23,43,13,30,43,3,7,8,66,39,59,47,25,53,57,64,112,53,28,53,34,20,59,43,48,112,A,,,,,,,,,B. Steven,J. Knippschild,S321,K260,NZL,GER,,
481,1998,Copenhagen,WS,1998-03-09T00:00:00,1998-03-15T00:00:00,Carpet,32,210000,$,MS024,R32,01:05:00,,F,2,D228,"6-4,6-4",F. Dewulf,N. Kulti,,,BEL,SWE,6-4,6-4,,,,01:05:00,271,/en/stats/leaderboard?page=serve,5,11,47,28,60,82,23,28,66,21,32,,0,,10,260,/en/stats/leaderboard?page=serve,5,4,50,29,58,83,24,29,48,14,29,50,2,4,10,73,44,60,34,20,58,54,64,118,66,38,58,27,16,60,46,54,118,A,,,,,,,,,F. Dewulf,N. Kulti,D228,K181,BEL,SWE,,
481,1998,Copenhagen,WS,1998-03-09T00:00:00,1998-03-15T00:00:00,Carpet,32,210000,$,MS025,R32,00:46:00,,F,2,C328,"6-1,6-1",K. Carlsen,J. Diaz,,,DEN,ESP,6-1,6-1,,,,00:46:00,295,/en/stats/leaderboard?page=serve,3,6,49,17,35,100,17,17,72,13,18,,0,,7,196,/en/stats/leaderboard?page=serve,,0,71,27,38,33,9,27,64,7,11,29,2,7,7,86,30,35,58,22,38,71,52,73,42,16,38,,0,,,0,,A,,,,,,False,,,K. Carlsen,J. Diaz,C328,D291,DEN,ESP,,
481,1998,Copenhagen,WS,1998-03-09T00:00:00,1998-03-15T00:00:00,Carpet,32,210000,$,MS026,R32,01:10:00,,F,2,P045,"6-4,6-3",G. Pozzi,A. Boetsch,,,ITA,FRA,6-4,6-3,,,,01:10:00,287,/en/stats/leaderboard?page=serve,,8,43,20,47,85,17,20,63,17,27,67,2,3,9,229,/en/stats/leaderboard?page=serve,6,2,55,37,67,68,25,37,50,15,30,50,4,8,10,72,34,47,40,27,67,54,61,114,60,40,67,28,13,47,46,53,114,A,,,False,,,,,,G. Pozzi,A. Boetsch,P045,B053,ITA,FRA,,
481,1998,Copenhagen,WS,1998-03-09T00:00:00,1998-03-15T00:00:00,Carpet,32,210000,$,MS027,R32,01:00:00,,F,2,A226,"6-3,6-3",H. Arazi,R. Vasek,,,MAR,CZE,6-3,6-3,,,,01:00:00,282,/en/stats/leaderboard?page=serve,3,10,57,37,65,76,28,37,54,15,28,88,7,8,9,214,/en/stats/leaderboard?page=serve,7,1,53,29,55,66,19,29,46,12,26,56,5,9,9,66,43,65,44,24,55,56,67,120,56,31,55,34,22,65,44,53,120,A,,,,,,,,,H. Arazi,R. Vasek,A226,V151,MAR,CZE,,
481,1998,Copenhagen,WS,1998-03-09T00:00:00,1998-03-15T00:00:00,Carpet,32,210000,$,MS028,R32,01:32:00,,F,3,P280,"3-6,6-3,7-6(7)",A. Pavel,M. Goellner,,,ROU,GER,3-6,6-3,7-6(7),,,01:32:00,304,/en/stats/leaderboard?page=serve,1,12,57,52,92,83,43,52,60,24,40,50,1,2,15,307,/en/stats/leaderboard?page=serve,7,23,56,50,89,88,44,50,54,21,39,67,2,3,15,73,67,92,27,24,89,50,91,181,73,65,89,27,25,92,50,90,181,A,,,,,,,7,4,A. Pavel,M. Goellner,P280,G252,ROU,GER,,
481,1998,Copenhagen,WS,1998-03-09T00:00:00,1998-03-15T00:00:00,Carpet,32,210000,$,MS029,R32,01:38:00,,F,3,K297,"7-5,2-6,6-3",T. Ketola,R. Schuettler,,,FIN,GER,7-5,2-6,6-3,,,01:38:00,248,/en/stats/leaderboard?page=serve,2,8,47,45,95,76,34,45,46,23,50,56,5,9,15,259,/en/stats/leaderboard?page=serve,2,3,65,52,80,65,34,52,57,16,28,56,5,9,14,60,57,95,38,30,80,50,87,175,63,50,80,40,38,95,50,88,175,A,,,,,,,,,T. Ketola,R. Schuettler,K297,S636,FIN,GER,,
481,1998,Copenhagen,WS,1998-03-09T00:00:00,1998-03-15T00:00:00,Carpet,32,210000,$,MS030,R32,01:43:00,,F,3,F192,"6-3,3-6,6-3",R. Furlan,J. Printzlau,,,ITA,DEN,6-3,3-6,6-3,,,01:43:00,286,/en/stats/leaderboard?page=serve,4,17,41,39,94,85,33,39,55,30,55,83,5,6,14,271,/en/stats/leaderboard?page=serve,5,12,54,44,81,77,34,44,49,18,37,67,4,6,13,67,63,94,36,29,81,53,92,175,64,52,81,33,31,94,47,83,175,A,,,,,,,,,R. Furlan,J. Printzlau,F192,P386,ITA,DEN,,
481,1998,Copenhagen,WS,1998-03-09T00:00:00,1998-03-15T00:00:00,Carpet,32,210000,$,MS031,R32,01:03:00,,F,2,G182,"6-1,7-6(7)",M. Gustafsson,J. Kroslak,,,SWE,SVK,6-1,7-6(7),,,,01:03:00,291,/en/stats/leaderboard?page=serve,6,7,63,38,60,82,31,38,55,12,22,67,2,3,10,222,/en/stats/leaderboard?page=serve,5,3,49,30,61,67,20,30,42,13,31,0,0,3,9,72,43,60,46,28,61,59,71,121,54,33,61,28,17,60,41,50,121,A,7,2,,,,,,,M. Gustafsson,J. Kroslak,G182,K296,SWE,SVK,,
