event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_id_winner,player_id_loser
741,2010,Eastbourne,250,2010-06-13T00:00:00,2010-06-19T00:00:00,Grass,32,405000,€,MS001,F,01:07:00,,F,2,L428,"7-5,6-2",M. Llodra,G. Garcia-Lopez,,,FRA,ESP,7-5,6-2,,,,01:07:00,A,M. Llodra,G. Garcia-Lopez,FRA,ESP,,,347,/en/stats/leaderboard?page=serve,0,11,67,32,48,88,28,32,81,13,16,100,2,2,10,261,/en/stats/leaderboard?page=serve,3,7,68,41,60,66,27,41,53,10,19,50,3,6,10,85,41,48,38,23,60,59,64,108,62,37,60,15,7,48,41,44,108,,,,,,,L428,G476
741,2010,Eastbourne,250,2010-06-13T00:00:00,2010-06-19T00:00:00,Grass,32,405000,€,MS002,SF,01:57:00,,F,3,G476,"3-6,6-3,6-4",G. Garcia-Lopez,D. Istomin,,,ESP,UZB,3-6,6-3,6-4,,,01:57:00,A,G. Garcia-Lopez,D. Istomin,ESP,UZB,,,279,/en/stats/leaderboard?page=serve,0,1,58,45,77,82,37,45,53,17,32,33,1,3,14,267,/en/stats/leaderboard?page=serve,2,0,66,71,107,61,43,71,64,23,36,85,17,20,14,70,54,77,38,41,107,52,95,184,62,66,107,30,23,77,48,89,184,,,,,,,G476,I165
741,2010,Eastbourne,250,2010-06-13T00:00:00,2010-06-19T00:00:00,Grass,32,405000,€,MS003,SF,01:01:00,,F,2,L428,"6-3,7-5",M. Llodra,A. Dolgopolov,,,FRA,UKR,6-3,7-5,,,,01:01:00,A,M. Llodra,A. Dolgopolov,FRA,UKR,,,322,/en/stats/leaderboard?page=serve,1,12,62,32,52,84,27,32,75,15,20,0,0,1,11,261,/en/stats/leaderboard?page=serve,0,4,65,32,49,69,22,32,53,9,17,25,1,4,10,81,42,52,37,18,49,59,60,101,63,31,49,19,10,52,41,41,101,,,,,,,L428,D801
741,2010,Eastbourne,250,2010-06-13T00:00:00,2010-06-19T00:00:00,Grass,32,405000,€,MS004,QF,01:21:00,,F,2,I165,"6-1,6-4",D. Istomin,I. Marchenko,,,UZB,UKR,6-1,6-4,,,,01:21:00,A,D. Istomin,I. Marchenko,UZB,UKR,,,313,/en/stats/leaderboard?page=serve,0,2,72,44,61,68,30,44,71,12,17,100,2,2,9,220,/en/stats/leaderboard?page=serve,2,2,54,27,50,74,20,27,30,7,23,50,3,6,8,69,42,61,46,23,50,59,65,111,54,27,50,31,19,61,41,46,111,,,,,,,I165,ME89
741,2010,Eastbourne,250,2010-06-13T00:00:00,2010-06-19T00:00:00,Grass,32,405000,€,MS005,QF,02:26:00,,F,3,G476,"4-6,6-3,7-6(7)",G. Garcia-Lopez,J. Benneteau,,,ESP,FRA,4-6,6-3,7-6(7),,,02:26:00,A,G. Garcia-Lopez,J. Benneteau,ESP,FRA,,,248,/en/stats/leaderboard?page=serve,9,5,60,65,109,74,48,65,45,20,44,76,13,17,15,238,/en/stats/leaderboard?page=serve,2,5,54,52,96,77,40,52,36,16,44,17,1,6,16,62,68,109,42,40,96,53,108,205,58,56,96,38,41,109,47,97,205,7.0,2.0,,,,,G476,B747
741,2010,Eastbourne,250,2010-06-13T00:00:00,2010-06-19T00:00:00,Grass,32,405000,€,MS006,QF,00:59:00,,F,2,L428,"6-1,6-3",M. Llodra,G. Simon,,,FRA,FRA,6-1,6-3,,,,00:59:00,A,M. Llodra,G. Simon,FRA,FRA,,,311,/en/stats/leaderboard?page=serve,3,9,67,32,48,88,28,32,50,8,16,100,3,3,8,211,/en/stats/leaderboard?page=serve,4,2,56,29,52,59,17,29,48,11,23,33,2,6,8,75,36,48,46,24,52,60,60,100,54,28,52,25,12,48,40,40,100,,,,,,,L428,SD32
741,2010,Eastbourne,250,2010-06-13T00:00:00,2010-06-19T00:00:00,Grass,32,405000,€,MS007,QF,01:20:00,,F,2,D801,"6-3,6-4",A. Dolgopolov,J. Ward,,,UKR,GBR,6-3,6-4,,,,01:20:00,A,A. Dolgopolov,J. Ward,UKR,GBR,,,329,/en/stats/leaderboard?page=serve,1,14,58,30,52,90,27,30,68,15,22,100,1,1,10,241,/en/stats/leaderboard?page=serve,6,5,53,48,90,67,32,48,45,19,42,88,14,16,9,81,42,52,43,39,90,57,81,142,57,51,90,19,10,52,43,61,142,,,,,,,D801,W503
741,2010,Eastbourne,250,2010-06-13T00:00:00,2010-06-19T00:00:00,Grass,32,405000,€,MS008,R16,00:52:00,,F,2,I165,"6-4,1-0",D. Istomin,N. Almagro,,,UZB,ESP,6-4,1-0,,,,00:52:00,A,D. Istomin,N. Almagro,UZB,ESP,,,238,/en/stats/leaderboard?page=serve,2,2,53,17,32,65,11,17,60,9,15,33,1,3,5,170,/en/stats/leaderboard?page=serve,1,1,60,21,35,48,10,21,29,4,14,0,0,4,6,63,20,32,60,21,35,61,41,67,40,14,35,38,12,32,39,26,67,,,,,,,I165,A479
741,2010,Eastbourne,250,2010-06-13T00:00:00,2010-06-19T00:00:00,Grass,32,405000,€,MS009,R16,01:34:00,,F,2,ME89,"7-6(7),6-3",I. Marchenko,H. Zeballos,,,UKR,ARG,7-6(7),6-3,,,,01:34:00,A,I. Marchenko,H. Zeballos,UKR,ARG,,,280,/en/stats/leaderboard?page=serve,4,0,64,49,76,71,35,49,59,16,27,89,8,9,10,254,/en/stats/leaderboard?page=serve,1,2,66,42,64,74,31,42,41,9,22,50,3,6,11,67,51,76,38,24,64,54,75,140,63,40,64,33,25,76,46,65,140,,,7.0,2.0,,,ME89,Z184
741,2010,Eastbourne,250,2010-06-13T00:00:00,2010-06-19T00:00:00,Grass,32,405000,€,MS010,R16,01:54:00,,F,2,B747,"7-6(10),7-5",J. Benneteau,D. Sela,,,FRA,ISR,7-6(10),7-5,,,,01:54:00,A,J. Benneteau,D. Sela,FRA,ISR,,,276,/en/stats/leaderboard?page=serve,2,4,66,65,98,69,45,65,48,16,33,75,3,4,12,280,/en/stats/leaderboard?page=serve,3,5,66,48,73,73,35,48,56,14,25,50,2,4,12,62,61,98,33,24,73,50,85,171,67,49,73,38,37,98,50,86,171,,,10.0,8.0,,,B747,SC56
741,2010,Eastbourne,250,2010-06-13T00:00:00,2010-06-19T00:00:00,Grass,32,405000,€,MS011,R16,00:53:00,,F,2,G476,"6-2,6-2",G. Garcia-Lopez,F. Fognini,,,ESP,ITA,6-2,6-2,,,,00:53:00,A,G. Garcia-Lopez,F. Fognini,ESP,ITA,,,302,/en/stats/leaderboard?page=serve,2,4,51,19,37,95,18,19,67,12,18,67,2,3,8,184,/en/stats/leaderboard?page=serve,3,2,65,35,54,51,18,35,32,6,19,44,4,9,8,81,30,37,56,30,54,66,60,91,44,24,54,19,7,37,34,31,91,,,,,,,G476,F510
741,2010,Eastbourne,250,2010-06-13T00:00:00,2010-06-19T00:00:00,Grass,32,405000,€,MS012,R16,02:05:00,,F,3,L428,"6-1,6-7(2),6-4",M. Llodra,S. Robert,,,FRA,FRA,6-1,6-7(2),6-4,,,02:05:00,A,M. Llodra,S. Robert,FRA,FRA,,,292,/en/stats/leaderboard?page=serve,3,14,66,69,105,78,54,69,44,16,36,80,4,5,15,235,/en/stats/leaderboard?page=serve,8,1,54,53,98,70,37,53,47,21,45,50,4,8,14,67,70,105,41,40,98,54,110,203,59,58,98,33,35,105,46,93,203,,,,,2.0,7.0,L428,R612
741,2010,Eastbourne,250,2010-06-13T00:00:00,2010-06-19T00:00:00,Grass,32,405000,€,MS013,R16,01:57:00,,F,3,SD32,"6-1,6-7(3),7-6(7)",G. Simon,A. Kuznetsov,,,FRA,RUS,6-1,6-7(3),7-6(7),,,01:57:00,A,G. Simon,A. Kuznetsov,FRA,RUS,,,284,/en/stats/leaderboard?page=serve,7,7,58,66,113,80,53,66,53,25,47,86,6,7,16,271,/en/stats/leaderboard?page=serve,2,7,62,63,102,73,46,63,51,20,39,63,5,8,15,69,78,113,35,36,102,53,114,215,65,66,102,31,35,113,47,101,215,7.0,2.0,,,3.0,7.0,SD32,KB54
741,2010,Eastbourne,250,2010-06-13T00:00:00,2010-06-19T00:00:00,Grass,32,405000,€,MS014,R16,01:42:00,,F,3,D801,"6-7(1),6-1,6-2",A. Dolgopolov,Y. Lu,,,UKR,TPE,6-7(1),6-1,6-2,,,01:42:00,A,A. Dolgopolov,Y. Lu,UKR,TPE,,,293,/en/stats/leaderboard?page=serve,3,14,64,55,86,78,43,55,48,15,31,75,3,4,13,231,/en/stats/leaderboard?page=serve,5,3,62,50,81,62,31,50,52,16,31,45,5,11,14,67,58,86,42,34,81,55,92,167,58,47,81,33,28,86,45,75,167,,,1.0,7.0,,,D801,L575
