event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
429,1997,Stockholm,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Hard,32,800000,$,MS001,F,02:14:00,,F,4,B446,"3-6,7-6(7),6-2,6-4",J. Bjorkman,J. Siemerink,,,SWE,NED,3-6,7-6(7),6-2,6-4,,02:14:00,7,2,304,/en/stats/leaderboard?page=serve,2,10,63,65,104,77,50,65,67,26,39,71,5,7,19,281,/en/stats/leaderboard?page=serve,4,19,64,79,123,70,55,79,52,23,44,64,7,11,20,73,76,104,37,45,123,53,121,227,63,78,123,27,28,104,47,106,227,A,,,,,,,J. Bjorkman,J. Siemerink,B446,S381,SWE,NED,,
429,1997,Stockholm,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Hard,32,800000,$,MS002,SF,01:37:00,,F,2,B446,"7-6(7),7-6(7)",J. Bjorkman,P. Rafter,,,SWE,AUS,7-6(7),7-6(7),,,,01:37:00,7,3,284,/en/stats/leaderboard?page=serve,3,3,60,53,88,79,42,53,54,19,35,67,2,3,12,290,/en/stats/leaderboard?page=serve,3,3,60,43,72,77,33,43,62,18,29,0,0,1,12,69,61,88,29,21,72,51,82,160,71,51,72,31,27,88,49,78,160,A,7,3,,,,,J. Bjorkman,P. Rafter,B446,R255,SWE,AUS,,
429,1997,Stockholm,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Hard,32,800000,$,MS003,SF,01:55:00,,F,3,S381,"4-6,7-6(7),6-4",J. Siemerink,G. Rusedski,,,NED,GBR,4-6,7-6(7),6-4,,,01:55:00,7,5,286,/en/stats/leaderboard?page=serve,6,7,61,64,105,80,51,64,51,21,41,80,4,5,16,291,/en/stats/leaderboard?page=serve,9,18,49,49,99,88,43,49,52,26,50,67,2,3,16,69,72,105,30,30,99,50,102,204,70,69,99,31,33,105,50,102,204,A,,,,,,,J. Siemerink,G. Rusedski,S381,R237,NED,GBR,,
429,1997,Stockholm,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Hard,32,800000,$,MS004,QF,01:11:00,,F,2,R255,"6-3,6-3",P. Rafter,T. Henman,,,AUS,GBR,6-3,6-3,,,,01:11:00,,,244,/en/stats/leaderboard?page=serve,5,10,67,40,60,83,33,40,45,9,20,,0,,9,228,/en/stats/leaderboard?page=serve,4,2,46,27,59,59,16,27,59,19,32,67,6,9,9,70,42,60,41,24,59,55,66,119,59,35,59,30,18,60,45,53,119,A,,,,,,,P. Rafter,T. Henman,R255,H336,AUS,GBR,,
429,1997,Stockholm,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Hard,32,800000,$,MS005,QF,01:18:00,,F,2,B446,"6-3,6-2",J. Bjorkman,K. Kucera,,,SWE,SVK,6-3,6-2,,,,01:18:00,,,245,/en/stats/leaderboard?page=serve,6,4,63,45,72,76,34,45,33,9,27,83,10,12,8,182,/en/stats/leaderboard?page=serve,2,4,62,36,58,53,19,36,32,7,22,45,5,11,9,60,43,72,55,32,58,58,75,130,45,26,58,40,29,72,42,55,130,A,,,,,,,J. Bjorkman,K. Kucera,B446,K237,SWE,SVK,,
429,1997,Stockholm,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Hard,32,800000,$,MS006,QF,00:59:00,,F,2,S381,"6-4,6-2",J. Siemerink,C. Pioline,,,NED,FRA,6-4,6-2,,,,00:59:00,,,286,/en/stats/leaderboard?page=serve,1,7,64,32,50,78,25,32,72,13,18,,0,,9,247,/en/stats/leaderboard?page=serve,1,2,60,30,50,70,21,30,50,10,20,57,4,7,9,76,38,50,38,19,50,57,57,100,62,31,50,24,12,50,43,43,100,A,,,,,,,J. Siemerink,C. Pioline,S381,P226,NED,FRA,,
429,1997,Stockholm,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Hard,32,800000,$,MS008,R16,01:05:00,,F,2,R255,"6-3,6-4",P. Rafter,J. Van Herck,,,AUS,BEL,6-3,6-4,,,,01:05:00,,,272,/en/stats/leaderboard?page=serve,1,5,61,34,56,79,27,34,68,15,22,,0,,10,258,/en/stats/leaderboard?page=serve,4,0,44,22,50,95,21,22,46,13,28,33,1,3,9,75,42,56,32,16,50,55,58,106,68,34,50,25,14,56,45,48,106,A,,,,,,,P. Rafter,J. Van Herck,R255,V167,AUS,BEL,,
429,1997,Stockholm,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Hard,32,800000,$,MS009,R16,01:47:00,,F,3,H336,"6-3,2-6,6-4",T. Henman,M. Gustafsson,,,GBR,SWE,6-3,2-6,6-4,,,01:47:00,,,269,/en/stats/leaderboard?page=serve,6,12,51,46,91,78,36,46,49,22,45,78,7,9,14,273,/en/stats/leaderboard?page=serve,2,7,61,51,84,75,38,51,48,16,33,67,4,6,13,64,58,91,36,30,84,50,88,175,64,54,84,36,33,91,50,87,175,A,,,,,,,T. Henman,M. Gustafsson,H336,G182,GBR,SWE,,
429,1997,Stockholm,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Hard,32,800000,$,MS010,R16,01:36:00,,F,2,B446,"6-4,7-5",J. Bjorkman,T. Johansson,,,SWE,SWE,6-4,7-5,,,,01:36:00,,,288,/en/stats/leaderboard?page=serve,1,10,60,43,72,84,36,43,45,13,29,86,6,7,11,231,/en/stats/leaderboard?page=serve,2,2,46,37,81,70,26,37,43,19,44,40,2,5,11,68,49,72,44,36,81,56,85,153,56,45,81,32,23,72,44,68,153,A,,,,,,,J. Bjorkman,T. Johansson,B446,J129,SWE,SWE,,
429,1997,Stockholm,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Hard,32,800000,$,MS011,R16,01:42:00,,F,3,K237,"4-6,6-3,6-3",K. Kucera,T. Muster,,,SVK,AUT,4-6,6-3,6-3,,,01:42:00,,,283,/en/stats/leaderboard?page=serve,4,12,61,51,84,71,36,51,58,19,33,50,2,4,14,247,/en/stats/leaderboard?page=serve,3,3,63,55,87,69,38,55,44,14,32,33,2,6,14,65,55,84,40,35,87,53,90,171,60,52,87,35,29,84,47,81,171,A,,,,,,,K. Kucera,T. Muster,K237,M099,SVK,AUT,,
429,1997,Stockholm,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Hard,32,800000,$,MS012,R16,02:03:00,,F,3,P226,"6-3,6-7(4),6-4",C. Pioline,M. Tebbutt,,,FRA,AUS,6-3,6-7(4),6-4,,,02:03:00,4,7,289,/en/stats/leaderboard?page=serve,2,7,58,58,100,76,44,58,57,24,42,83,5,6,15,260,/en/stats/leaderboard?page=serve,8,15,47,47,99,77,36,47,54,28,52,67,8,12,16,68,68,100,35,35,99,52,103,199,65,64,99,32,32,100,48,96,199,A,,,,,,,C. Pioline,M. Tebbutt,P226,T195,FRA,AUS,,
429,1997,Stockholm,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Hard,32,800000,$,MS013,R16,02:25:00,,F,3,S381,"7-6(8),6-7(3),6-3",J. Siemerink,B. Becker,,,NED,GER,7-6(8),6-7(3),6-3,,,02:25:00,3,7,285,/en/stats/leaderboard?page=serve,4,12,57,61,107,85,52,61,65,30,46,,0,,17,286,/en/stats/leaderboard?page=serve,6,7,47,52,111,87,45,52,58,34,59,86,6,7,16,77,82,107,29,32,111,52,114,218,71,79,111,23,25,107,48,104,218,A,8,6,,,,,J. Siemerink,B. Becker,S381,B028,NED,GER,,
429,1997,Stockholm,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Hard,32,800000,$,MS014,R16,00:52:00,,F,2,L206,"6-1,6-2",M. Larsson,T. Enqvist,,,SWE,SWE,6-1,6-2,,,,00:52:00,,,221,/en/stats/leaderboard?page=serve,,10,58,21,36,86,18,21,67,10,15,0,0,,7,185,/en/stats/leaderboard?page=serve,,6,52,26,50,69,18,26,21,5,24,38,3,8,8,78,28,36,54,27,50,64,55,86,46,23,50,22,8,36,36,31,86,A,,,False,False,,,M. Larsson,T. Enqvist,L206,E113,SWE,SWE,,
429,1997,Stockholm,GP,1997-11-03T00:00:00,1997-11-09T00:00:00,Hard,32,800000,$,MS015,R16,01:08:00,,F,2,R237,"6-4,7-6(7)",G. Rusedski,L. Roux,,,GBR,FRA,6-4,7-6(7),,,,01:08:00,7,5,252,/en/stats/leaderboard?page=serve,2,20,61,35,57,91,32,35,82,18,22,0,0,,11,272,/en/stats/leaderboard?page=serve,4,4,61,46,75,80,37,46,41,12,29,50,1,2,11,88,50,57,35,26,75,58,76,132,65,49,75,12,7,57,42,56,132,A,,,,,,,G. Rusedski,L. Roux,R237,R280,GBR,FRA,,
