event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,settime_tot_winner,settime_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set4_winner,tiebreak_set4_loser,player_id_winner,player_id_loser
580,2015,Australian Open,GS,2015-01-19T00:00:00,2015-02-01T00:00:00,Hard,128,17748600,A$,MS001,F,03:39:00,,F,4,D643,"7-6(7),6-7(4),6-3,6-0",N. Djokovic,A. Murray,,,SRB,GBR,7-6(7),6-7(4),6-3,6-0,,03:39:00,A,N. Djokovic,A. Murray,SRB,GBR,,,264,/en/stats/leaderboard?page=serve,1,9,60,81,136,59,48,81,62,34,55,58,7,12,20,223,/en/stats/leaderboard?page=serve,3,10,65,77,118,65,50,77,34,14,41,44,7,16,19,60,82,136,46,54,118,54,136,254,54,64,118,40,54,136,46,118,254,7,5,4,7,03:39:00,03:39:00,,,,,D643,MC10
580,2015,Australian Open,GS,2015-01-19T00:00:00,2015-02-01T00:00:00,Hard,128,17748600,A$,MS002,SF,03:31:00,,F,5,D643,"7-6(7),3-6,6-4,4-6,6-0",N. Djokovic,S. Wawrinka,,,SRB,SUI,7-6(7),3-6,6-4,4-6,6-0,03:31:00,A,N. Djokovic,S. Wawrinka,SRB,SUI,,,274,/en/stats/leaderboard?page=serve,3,5,65,88,135,69,61,88,60,28,47,38,3,8,23,251,/en/stats/leaderboard?page=serve,4,10,59,94,158,64,60,94,52,33,64,59,10,17,24,66,89,135,41,65,158,53,154,293,59,93,158,34,46,135,47,139,293,7,1,,,03:31:00,03:31:00,,,,,D643,W367
580,2015,Australian Open,GS,2015-01-19T00:00:00,2015-02-01T00:00:00,Hard,128,17748600,A$,MS003,SF,03:26:00,,F,4,MC10,"6-7(6),6-0,6-3,7-5",A. Murray,T. Berdych,,,GBR,CZE,6-7(6),6-0,6-3,7-5,,03:26:00,A,A. Murray,T. Berdych,GBR,CZE,,,302,/en/stats/leaderboard?page=serve,2,16,65,85,130,75,64,85,53,24,45,67,2,3,20,244,/en/stats/leaderboard?page=serve,6,6,59,75,127,67,50,75,50,26,52,40,4,10,19,68,88,130,40,51,127,54,139,257,60,76,127,32,42,130,46,118,257,6,8,,,03:26:00,03:26:00,,,,,MC10,BA47
580,2015,Australian Open,GS,2015-01-19T00:00:00,2015-02-01T00:00:00,Hard,128,17748600,A$,MS004,QF,02:00:00,,F,3,D643,"7-6(7),6-4,6-2",N. Djokovic,M. Raonic,,,SRB,CAN,7-6(7),6-4,6-2,,,02:00:00,A,N. Djokovic,M. Raonic,SRB,CAN,,,339,/en/stats/leaderboard?page=serve,2,8,69,54,78,89,48,54,75,18,24,0,0,0,15,288,/en/stats/leaderboard?page=serve,2,17,68,67,99,72,48,67,53,17,32,73,8,11,15,85,66,78,34,34,99,56,100,177,66,65,99,15,12,78,44,77,177,7,5,,,02:00:00,02:00:00,,,,,D643,R975
580,2015,Australian Open,GS,2015-01-19T00:00:00,2015-02-01T00:00:00,Hard,128,17748600,A$,MS005,QF,02:04:00,,F,3,W367,"6-3,6-4,7-6(8)",S. Wawrinka,K. Nishikori,,,SUI,JPN,6-3,6-4,7-6(8),,,02:04:00,A,S. Wawrinka,K. Nishikori,SUI,JPN,,,312,/en/stats/leaderboard?page=serve,4,21,62,56,91,86,48,56,54,19,35,75,3,4,16,270,/en/stats/leaderboard?page=serve,2,6,62,58,94,74,43,58,50,18,36,73,8,11,15,74,67,91,35,33,94,54,100,185,65,61,94,26,24,91,46,85,185,,,,,02:04:00,02:04:00,8,6,,,W367,N552
580,2015,Australian Open,GS,2015-01-19T00:00:00,2015-02-01T00:00:00,Hard,128,17748600,A$,MS006,QF,02:13:00,,F,3,BA47,"6-2,6-0,7-6(7)",T. Berdych,R. Nadal,,,CZE,ESP,6-2,6-0,7-6(7),,,02:13:00,A,T. Berdych,R. Nadal,CZE,ESP,,,306,/en/stats/leaderboard?page=serve,0,11,67,58,87,83,48,58,45,13,29,100,4,4,13,225,/en/stats/leaderboard?page=serve,6,3,74,61,82,64,39,61,29,6,21,50,5,10,13,70,61,87,45,37,82,58,98,169,55,45,82,30,26,87,42,71,169,,,,,02:13:00,02:13:00,7,5,,,BA47,N409
580,2015,Australian Open,GS,2015-01-19T00:00:00,2015-02-01T00:00:00,Hard,128,17748600,A$,MS007,QF,02:05:00,,F,3,MC10,"6-3,7-6(7),6-3",A. Murray,N. Kyrgios,,,GBR,AUS,6-3,7-6(7),6-3,,,02:05:00,A,A. Murray,N. Kyrgios,GBR,AUS,,,320,/en/stats/leaderboard?page=serve,1,12,69,60,87,80,48,60,67,18,27,50,1,2,16,263,/en/stats/leaderboard?page=serve,3,9,63,69,110,65,45,69,51,21,41,67,6,9,14,76,66,87,40,44,110,56,110,197,60,66,110,24,21,87,44,87,197,,,7,5,02:05:00,02:05:00,,,,,MC10,KE17
580,2015,Australian Open,GS,2015-01-19T00:00:00,2015-02-01T00:00:00,Hard,128,17748600,A$,MS008,R16,02:08:00,,F,3,D643,"6-4,7-5,7-5",N. Djokovic,G. Muller,,,SRB,LUX,6-4,7-5,7-5,,,02:08:00,A,N. Djokovic,G. Muller,SRB,LUX,,,329,/en/stats/leaderboard?page=serve,4,13,71,65,92,82,53,65,67,18,27,100,4,4,17,277,/en/stats/leaderboard?page=serve,0,8,62,65,105,72,47,65,53,21,40,73,8,11,17,77,71,92,35,37,105,55,108,197,65,68,105,23,21,92,45,89,197,,,,,02:08:00,02:08:00,,,,,D643,MA30
580,2015,Australian Open,GS,2015-01-19T00:00:00,2015-02-01T00:00:00,Hard,128,17748600,A$,MS009,R16,03:05:00,,F,5,R975,"6-4,4-6,6-3,6-7(7),6-3",M. Raonic,F. Lopez,,,CAN,ESP,6-4,4-6,6-3,6-7(7),6-3,03:05:00,A,M. Raonic,F. Lopez,CAN,ESP,,,335,/en/stats/leaderboard?page=serve,3,30,74,107,144,79,85,107,59,22,37,67,2,3,26,291,/en/stats/leaderboard?page=serve,5,21,63,107,169,73,78,107,52,32,62,77,10,13,24,74,107,144,35,59,169,53,166,313,65,110,169,26,37,144,47,147,313,,,,,03:05:00,03:05:00,,,7,9,R975,L397
580,2015,Australian Open,GS,2015-01-19T00:00:00,2015-02-01T00:00:00,Hard,128,17748600,A$,MS010,R16,03:01:00,,F,4,W367,"7-6(7),6-4,4-6,7-6(10)",S. Wawrinka,G. Garcia-Lopez,,,SUI,ESP,7-6(7),6-4,4-6,7-6(10),,03:01:00,A,S. Wawrinka,G. Garcia-Lopez,SUI,ESP,,,285,/en/stats/leaderboard?page=serve,3,16,64,86,134,77,66,86,50,24,48,56,5,9,22,265,/en/stats/leaderboard?page=serve,4,5,61,86,142,70,60,86,52,29,56,69,9,13,22,67,90,134,37,53,142,52,143,276,63,89,142,33,44,134,48,133,276,7,2,,,03:01:00,03:01:00,,,10,8,W367,G476
580,2015,Australian Open,GS,2015-01-19T00:00:00,2015-02-01T00:00:00,Hard,128,17748600,A$,MS011,R16,02:06:00,,F,3,N552,"6-3,6-3,6-3",K. Nishikori,D. Ferrer,,,JPN,ESP,6-3,6-3,6-3,,,02:06:00,A,K. Nishikori,D. Ferrer,JPN,ESP,,,282,/en/stats/leaderboard?page=serve,3,7,56,54,96,70,38,54,60,25,42,83,5,6,13,217,/en/stats/leaderboard?page=serve,5,2,65,70,108,56,39,70,42,16,38,65,11,17,14,66,63,96,49,53,108,57,116,204,51,55,108,34,33,96,43,88,204,,,,,02:06:00,02:06:00,,,,,N552,F401
580,2015,Australian Open,GS,2015-01-19T00:00:00,2015-02-01T00:00:00,Hard,128,17748600,A$,MS012,R16,02:01:00,,F,3,BA47,"6-2,7-6(7),6-2",T. Berdych,B. Tomic,,,CZE,AUS,6-2,7-6(7),6-2,,,02:01:00,A,T. Berdych,B. Tomic,CZE,AUS,,,310,/en/stats/leaderboard?page=serve,4,17,52,46,88,85,39,46,60,25,42,100,1,1,14,246,/en/stats/leaderboard?page=serve,2,6,66,69,105,72,50,69,33,12,36,69,9,13,14,73,64,88,41,43,105,55,107,193,59,62,105,27,24,88,45,86,193,,,7,3,02:01:00,02:01:00,,,,,BA47,TA46
580,2015,Australian Open,GS,2015-01-19T00:00:00,2015-02-01T00:00:00,Hard,128,17748600,A$,MS013,R16,02:05:00,,F,3,N409,"7-5,6-1,6-4",R. Nadal,K. Anderson,,,ESP,RSA,7-5,6-1,6-4,,,02:05:00,A,R. Nadal,K. Anderson,ESP,RSA,,,311,/en/stats/leaderboard?page=serve,3,3,67,59,88,78,46,59,66,19,29,100,6,6,15,282,/en/stats/leaderboard?page=serve,3,8,73,53,73,68,36,53,65,13,20,33,2,6,14,74,65,88,33,24,73,55,89,161,67,49,73,26,23,88,45,72,161,,,,,02:05:00,02:05:00,,,,,N409,A678
