event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
311,1998,London / Queen's Club,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Grass,56,725000,$,MS001,F,01:12:00,,F,2,D270,"7-6(7),6-4",S. Draper,L. Tieleman,,,AUS,ITA,7-6(7),6-4,,,,01:12:00,7,5,215,/en/stats/leaderboard?page=serve,1,10,55,37,67,84,31,37,67,20,30,0,0,,11,288,/en/stats/leaderboard?page=serve,3,7,55,37,67,89,33,37,50,15,30,50,1,2.0,11,76,51,67,28,19,67,52,70,134,72,48,67,24,16,67,48,64,134,A,,,,,,,S. Draper,L. Tieleman,D270,T168,AUS,ITA,,
311,1998,London / Queen's Club,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Grass,56,725000,$,MS002,SF,01:00:00,,F,2,D270,"6-3,6-2",S. Draper,M. Woodforde,,,AUS,AUS,6-3,6-2,,,,01:00:00,,,264,/en/stats/leaderboard?page=serve,2,2,53,26,49,81,21,26,43,10,23,50,1,2,8,197,/en/stats/leaderboard?page=serve,3,2,67,32,48,56,18,32,31,5,16,29,2,7.0,9,63,31,49,52,25,48,58,56,97,48,23,48,37,18,49,42,41,97,A,,,,,,,S. Draper,M. Woodforde,D270,W035,AUS,AUS,,
311,1998,London / Queen's Club,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Grass,56,725000,$,MS003,SF,01:46:00,,F,3,T168,"3-6,6-3,6-2",L. Tieleman,B. Black,,,ITA,ZIM,3-6,6-3,6-2,,,01:46:00,,,260,/en/stats/leaderboard?page=serve,6,8,59,48,82,79,38,48,44,15,34,67,6,9,13,226,/en/stats/leaderboard?page=serve,3,2,56,55,99,62,34,55,48,21,44,69,11,16.0,13,65,53,82,44,44,99,54,97,181,56,55,99,35,29,82,46,84,181,A,,,,,,,L. Tieleman,B. Black,T168,B397,ITA,ZIM,,
311,1998,London / Queen's Club,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Grass,56,725000,$,MS004,QF,01:31:00,,F,3,W035,"6-3,1-6,6-2",M. Woodforde,T. Enqvist,,,AUS,SWE,6-3,1-6,6-2,,,01:31:00,,,268,/en/stats/leaderboard?page=serve,2,7,62,51,82,76,39,51,42,13,31,71,5,7,12,241,/en/stats/leaderboard?page=serve,12,7,46,37,80,81,30,37,44,19,43,77,10,13.0,12,63,52,82,39,31,80,51,83,162,61,49,80,37,30,82,49,79,162,A,,,,,,,M. Woodforde,T. Enqvist,W035,E113,AUS,SWE,,
311,1998,London / Queen's Club,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Grass,56,725000,$,MS005,QF,01:35:00,,F,2,D270,"7-6(9),7-6(7)",S. Draper,D. Flach,,,AUS,USA,7-6(9),7-6(7),,,,01:35:00,9,7,248,/en/stats/leaderboard?page=serve,2,9,45,37,83,78,29,37,52,24,46,33,2,6,12,241,/en/stats/leaderboard?page=serve,3,2,60,52,87,62,32,52,54,19,35,33,2,6.0,12,64,53,83,41,36,87,52,89,170,59,51,87,36,30,83,48,81,170,A,7,5,,,,,S. Draper,D. Flach,D270,F191,AUS,USA,,
311,1998,London / Queen's Club,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Grass,56,725000,$,MS006,QF,01:11:00,,F,2,B397,"7-5,6-1",B. Black,B. MacPhie,,,ZIM,USA,7-5,6-1,,,,01:11:00,,,303,/en/stats/leaderboard?page=serve,1,5,71,34,48,76,26,34,64,9,14,0,0,1,9,203,/en/stats/leaderboard?page=serve,4,4,51,40,79,58,23,40,44,17,39,62,8,13.0,10,73,35,48,49,39,79,58,74,127,51,40,79,27,13,48,42,53,127,A,,,,,,,B. Black,B. MacPhie,B397,M448,ZIM,USA,,
311,1998,London / Queen's Club,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Grass,56,725000,$,MS007,QF,01:56:00,,F,3,T168,"2-6,7-6(9),6-4",L. Tieleman,T. Henman,,,ITA,GBR,2-6,7-6(9),6-4,,,01:56:00,,,232,/en/stats/leaderboard?page=serve,8,2,50,47,94,77,36,47,45,21,47,44,4,9,15,256,/en/stats/leaderboard?page=serve,6,9,57,55,97,75,41,55,48,20,42,60,6,10.0,15,61,57,94,37,36,97,49,93,191,63,61,97,39,37,94,51,98,191,A,9,7,,,,,L. Tieleman,T. Henman,T168,H336,ITA,GBR,,
311,1998,London / Queen's Club,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Grass,56,725000,$,MS008,R16,01:00:00,,F,2,W035,"6-3,6-2",M. Woodforde,P. Sampras,,,AUS,USA,6-3,6-2,,,,01:00:00,,,272,/en/stats/leaderboard?page=serve,4,7,58,33,57,73,24,33,50,12,24,50,1,2,9,205,/en/stats/leaderboard?page=serve,4,3,57,27,47,59,16,27,40,8,20,50,4,8.0,8,63,36,57,49,23,47,57,59,104,51,24,47,37,21,57,43,45,104,A,,,,,,,M. Woodforde,P. Sampras,W035,S402,AUS,USA,,
311,1998,London / Queen's Club,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Grass,56,725000,$,MS009,R16,01:17:00,,F,3,E113,"6-1,3-6,6-2",T. Enqvist,J. Burillo,,,SWE,ESP,6-1,3-6,6-2,,,01:17:00,,,291,/en/stats/leaderboard?page=serve,2,14,63,45,71,87,39,45,38,10,26,80,4,5,12,235,/en/stats/leaderboard?page=serve,2,10,40,29,73,69,20,29,52,23,44,64,7,11.0,12,69,49,71,41,30,73,55,79,144,59,43,73,31,22,71,45,65,144,A,,,,,,,T. Enqvist,J. Burillo,E113,B429,SWE,ESP,,
311,1998,London / Queen's Club,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Grass,56,725000,$,MS010,R16,01:32:00,,F,2,D270,"7-6(8),7-6(7)",S. Draper,B. Steven,,,AUS,NZL,7-6(8),7-6(7),,,,01:32:00,8,6,265,/en/stats/leaderboard?page=serve,4,4,48,39,81,74,29,39,60,25,42,0,0,2,12,282,/en/stats/leaderboard?page=serve,1,5,68,52,77,63,33,52,64,16,25,0,0,2.0,12,67,54,81,36,28,77,52,82,158,64,49,77,33,27,81,48,76,158,A,7,3,,,,,S. Draper,B. Steven,D270,S321,AUS,NZL,,
311,1998,London / Queen's Club,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Grass,56,725000,$,MS011,R16,01:25:00,,F,2,F191,"6-4,7-6(7)",D. Flach,T. Woodbridge,,,USA,AUS,6-4,7-6(7),,,,01:25:00,,,246,/en/stats/leaderboard?page=serve,,1,61,47,77,62,29,47,50,15,30,50,3,6,11,224,/en/stats/leaderboard?page=serve,6,2,64,44,69,73,32,44,28,7,25,56,5,9.0,11,57,44,77,43,30,69,51,74,146,57,39,69,43,33,77,49,72,146,A,7,4,False,,,,D. Flach,T. Woodbridge,F191,W136,USA,AUS,,
311,1998,London / Queen's Club,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Grass,56,725000,$,MS012,R16,01:11:00,,F,2,M448,"6-3,6-3",B. MacPhie,I. Heuberger,,,USA,SUI,6-3,6-3,,,,01:11:00,,,260,/en/stats/leaderboard?page=serve,3,3,48,29,60,72,21,29,52,16,31,75,3,4,9,212,/en/stats/leaderboard?page=serve,6,5,64,45,70,58,26,45,36,9,25,56,5,9.0,9,62,37,60,50,35,70,55,72,130,50,35,70,38,23,60,45,58,130,A,,,,,,,B. MacPhie,I. Heuberger,M448,H380,USA,SUI,,
311,1998,London / Queen's Club,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Grass,56,725000,$,MS013,R16,01:48:00,,F,3,B397,"6-3,4-6,6-3",B. Black,J. Bjorkman,,,ZIM,SWE,6-3,4-6,6-3,,,01:48:00,,,226,/en/stats/leaderboard?page=serve,5,6,51,43,85,72,31,43,38,16,42,50,5,10,14,191,/en/stats/leaderboard?page=serve,11,2,53,50,94,58,29,50,39,17,44,36,4,11.0,14,55,47,85,51,48,94,53,95,179,49,46,94,45,38,85,47,84,179,A,,,,,,,B. Black,J. Bjorkman,B397,B446,ZIM,SWE,,
311,1998,London / Queen's Club,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Grass,56,725000,$,MS014,R16,02:01:00,,F,3,H336,"6-1,6-7(5),6-4",T. Henman,G. Ivanisevic,,,GBR,CRO,6-1,6-7(5),6-4,,,02:01:00,,,227,/en/stats/leaderboard?page=serve,8,10,58,70,120,87,61,70,40,20,50,,0,,15,263,/en/stats/leaderboard?page=serve,5,12,48,40,84,80,32,40,50,22,44,57,4,7.0,14,68,81,120,36,30,84,54,111,204,64,54,84,33,39,120,46,93,204,A,5,7,,,,,T. Henman,G. Ivanisevic,H336,I034,GBR,CRO,,
311,1998,London / Queen's Club,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Grass,56,725000,$,MS015,R16,00:26:00,,F,1,T168,2-2,L. Tieleman,G. Rusedski,,,ITA,GBR,2-2,,,,,00:26:00,,,254,/en/stats/leaderboard?page=serve,2,2,65,15,23,60,9,15,63,5,8,,0,,3,225,/en/stats/leaderboard?page=serve,,1,44,4,9,100,4,4,80,4,5,0,0,,2,61,14,23,,0,,,0,,89,8,9,39,9,23,53,17,32,A,,,,False,,,L. Tieleman,G. Rusedski,T168,R237,ITA,GBR,,
311,1998,London / Queen's Club,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Grass,56,725000,$,MS016,R32,01:00:00,,F,2,S402,"6-2,6-3",P. Sampras,W. Black,,,USA,ZIM,6-2,6-3,,,,01:00:00,,,270,/en/stats/leaderboard?page=serve,2,6,58,29,50,79,23,29,52,11,21,50,2,4,9,169,/en/stats/leaderboard?page=serve,3,0,51,30,59,43,13,30,41,12,29,50,5,10.0,8,68,34,50,58,34,59,62,68,109,42,25,59,32,16,50,38,41,109,A,,,,,,,P. Sampras,W. Black,S402,B499,USA,ZIM,,
311,1998,London / Queen's Club,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Grass,56,725000,$,MS017,R32,01:21:00,,F,2,W035,"6-1,7-6(9)",M. Woodforde,C. Wilkinson,,,AUS,GBR,6-1,7-6(9),,,,01:21:00,,,283,/en/stats/leaderboard?page=serve,4,5,51,33,65,82,27,33,59,19,32,,0,,10,265,/en/stats/leaderboard?page=serve,1,4,71,46,65,61,28,46,53,10,19,33,1,3.0,9,71,46,65,42,27,65,56,73,130,58,38,65,29,19,65,44,57,130,A,9,7,,,,,M. Woodforde,C. Wilkinson,W035,W150,AUS,GBR,,
311,1998,London / Queen's Club,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Grass,56,725000,$,MS018,R32,01:11:00,,F,2,B429,"6-4,6-2",J. Burillo,D. Nainkin,,,ESP,RSA,6-4,6-2,,,,01:11:00,,,277,/en/stats/leaderboard?page=serve,5,10,48,27,56,81,22,27,55,16,29,0,0,1,9,223,/en/stats/leaderboard?page=serve,1,4,62,31,50,71,22,31,32,6,19,43,3,7.0,9,68,38,56,44,22,50,57,60,106,56,28,50,32,18,56,43,46,106,A,,,,,,,J. Burillo,D. Nainkin,B429,N101,ESP,RSA,,
311,1998,London / Queen's Club,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Grass,56,725000,$,MS019,R32,01:35:00,,F,3,E113,"6-4,3-6,6-2",T. Enqvist,A. O'Brien,,,SWE,USA,6-4,3-6,6-2,,,01:35:00,,,224,/en/stats/leaderboard?page=serve,10,9,40,38,95,58,22,38,56,32,57,50,4,8,14,231,/en/stats/leaderboard?page=serve,3,6,67,49,73,67,33,49,33,8,24,38,3,8.0,13,57,54,95,44,32,73,51,86,168,56,41,73,43,41,95,49,82,168,A,,,,,,,T. Enqvist,A. O'Brien,E113,O099,SWE,USA,,
311,1998,London / Queen's Club,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Grass,56,725000,$,MS020,R32,02:00:00,,F,3,D270,"4-6,7-5,6-4",S. Draper,P. Rafter,,,AUS,AUS,4-6,7-5,6-4,,,02:00:00,,,260,/en/stats/leaderboard?page=serve,9,5,50,55,110,78,43,55,49,27,55,78,7,9,16,263,/en/stats/leaderboard?page=serve,8,5,63,65,103,69,45,65,53,20,38,63,5,8.0,16,64,70,110,37,38,103,51,108,213,63,65,103,36,40,110,49,105,213,A,,,,,,,S. Draper,P. Rafter,D270,R255,AUS,AUS,,
311,1998,London / Queen's Club,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Grass,56,725000,$,MS021,R32,00:54:00,,F,2,S321,"6-2,6-1",B. Steven,A. Clement,,,NZL,FRA,6-2,6-1,,,,00:54:00,,,286,/en/stats/leaderboard?page=serve,4,1,63,25,40,88,22,25,53,8,15,,0,,7,170,/en/stats/leaderboard?page=serve,3,1,45,27,60,63,17,27,27,9,33,50,5,10.0,8,75,30,40,57,34,60,64,64,100,43,26,60,25,10,40,36,36,100,A,,,,,,,B. Steven,A. Clement,S321,C487,NZL,FRA,,
311,1998,London / Queen's Club,WS,1998-06-08T00:00:00,1998-06-14T00:00:00,Grass,56,725000,$,MS022,R32,02:03:00,,F,3,W136,"6-4,2-6,7-6(7)",T. Woodbridge,S. Grosjean,,,AUS,FRA,6-4,2-6,7-6(7),,,02:03:00,,,229,/en/stats/leaderboard?page=serve,8,1,55,61,111,67,41,61,48,24,50,64,9,14,15,237,/en/stats/leaderboard?page=serve,2,0,60,63,105,70,44,63,36,15,42,56,5,9.0,15,59,65,111,44,46,105,51,111,216,56,59,105,41,46,111,49,105,216,A,,,,,7,3,T. Woodbridge,S. Grosjean,W136,G379,AUS,FRA,,
