event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_winner,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
420,1998,New Haven,CS,1998-08-17T00:00:00,1998-08-23T00:00:00,Hard,56,745000,$,MS017,R32,00:48:00,,F,2,P269,"6-1,6-2",L. Paes,S. Bruguera,,,IND,ESP,6-1,6-2,,,,00:48:00,291,/en/stats/leaderboard?page=serve,2,10,58,29,50,86,25,29,52,11,21,,0,,8,189,/en/stats/leaderboard?page=serve,3,0,40,14,35,86,12,14,24,5,21,33,2,6,7,72,36,50,51,18,35,64,54,85,49,17,35,28,14,50,36,31,85,A,,,,,,,,,L. Paes,S. Bruguera,P269,B350,IND,ESP,,
420,1998,New Haven,CS,1998-08-17T00:00:00,1998-08-23T00:00:00,Hard,56,745000,$,MS018,R32,01:18:00,,F,2,K316,"6-0,7-5",N. Kiefer,M. Woodforde,,,GER,AUS,6-0,7-5,,,,01:18:00,273,/en/stats/leaderboard?page=serve,2,2,48,24,50,79,19,24,58,15,26,50,1,2,9,187,/en/stats/leaderboard?page=serve,3,1,54,34,63,50,17,34,41,12,29,55,6,11,9,68,34,50,54,34,63,60,68,113,46,29,63,32,16,50,40,45,113,A,,,,,,,,,N. Kiefer,M. Woodforde,K316,W035,GER,AUS,,
420,1998,New Haven,CS,1998-08-17T00:00:00,1998-08-23T00:00:00,Hard,56,745000,$,MS019,R32,01:35:00,,F,3,I034,"6-3,3-6,6-3",G. Ivanisevic,G. Grant,,,CRO,USA,6-3,3-6,6-3,,,01:35:00,283,/en/stats/leaderboard?page=serve,7,15,42,38,90,87,33,38,54,28,52,80,4,5,14,290,/en/stats/leaderboard?page=serve,3,7,71,60,85,63,38,60,68,17,25,80,8,10,13,68,61,90,35,30,85,52,91,175,65,55,85,32,29,90,48,84,175,A,,,,,,,,,G. Ivanisevic,G. Grant,I034,G300,CRO,USA,,
420,1998,New Haven,CS,1998-08-17T00:00:00,1998-08-23T00:00:00,Hard,56,745000,$,MS020,R32,01:26:00,,F,3,K148,"6-3,3-6,6-1",P. Korda,A. Medvedev,,,CZE,UKR,6-3,3-6,6-1,,,01:26:00,223,/en/stats/leaderboard?page=serve,11,5,49,38,78,76,29,38,38,15,40,33,2,6,12,199,/en/stats/leaderboard?page=serve,4,6,48,41,86,59,24,41,40,18,45,45,5,11,12,56,44,78,51,44,86,54,88,164,49,42,86,44,34,78,46,76,164,A,,,,,,,,,P. Korda,A. Medvedev,K148,M475,CZE,UKR,,
420,1998,New Haven,CS,1998-08-17T00:00:00,1998-08-23T00:00:00,Hard,56,745000,$,MS021,R32,02:10:00,,F,3,U032,"3-6,6-4,6-4",B. Ulihrach,K. Carlsen,,,CZE,DEN,3-6,6-4,6-4,,,02:10:00,259,/en/stats/leaderboard?page=serve,5,8,57,53,93,74,39,53,45,18,40,75,9,12,15,250,/en/stats/leaderboard?page=serve,6,6,53,58,109,66,38,58,53,27,51,81,13,16,14,61,57,93,40,44,109,50,101,202,60,65,109,39,36,93,50,101,202,A,,,,,,,,,B. Ulihrach,K. Carlsen,U032,C328,CZE,DEN,,
420,1998,New Haven,CS,1998-08-17T00:00:00,1998-08-23T00:00:00,Hard,56,745000,$,MS022,R32,01:00:00,,F,2,K293,"6-3,6-2",G. Kuerten,A. O'Brien,,,BRA,USA,6-3,6-2,,,,01:00:00,201,/en/stats/leaderboard?page=serve,2,3,60,32,53,78,25,32,62,13,21,0,0,,9,233,/en/stats/leaderboard?page=serve,,1,64,34,53,59,20,34,47,9,19,50,3,6,8,72,38,53,45,24,53,58,62,106,55,29,53,28,15,53,42,44,106,A,,,,,False,,,,G. Kuerten,A. O'Brien,K293,O099,BRA,USA,,
420,1998,New Haven,CS,1998-08-17T00:00:00,1998-08-23T00:00:00,Hard,56,745000,$,MS023,R32,00:48:00,,F,2,K267,"6-0,6-2",Y. Kafelnikov,T. Woodbridge,,,RUS,AUS,6-0,6-2,,,,00:48:00,262,/en/stats/leaderboard?page=serve,5,3,51,23,45,83,19,23,45,10,22,75,3,4,7,107,/en/stats/leaderboard?page=serve,5,0,41,16,39,31,5,16,26,6,23,33,3,9,7,64,29,45,72,28,39,68,57,84,28,11,39,36,16,45,32,27,84,A,,,,,,,,,Y. Kafelnikov,T. Woodbridge,K267,W136,RUS,AUS,,
420,1998,New Haven,CS,1998-08-17T00:00:00,1998-08-23T00:00:00,Hard,56,745000,$,MS024,R32,00:53:00,,F,2,H336,"6-2,6-3",T. Henman,V. Santopadre,,,GBR,ITA,6-2,6-3,,,,00:53:00,313,/en/stats/leaderboard?page=serve,,1,60,27,45,81,22,27,83,15,18,,0,,9,229,/en/stats/leaderboard?page=serve,1,2,60,28,47,64,18,28,42,8,19,50,3,6,8,82,37,45,45,21,47,63,58,92,55,26,47,18,8,45,37,34,92,A,,,,,,,,False,T. Henman,V. Santopadre,H336,S413,GBR,ITA,,
420,1998,New Haven,CS,1998-08-17T00:00:00,1998-08-23T00:00:00,Hard,56,745000,$,MS025,R32,02:00:00,,F,3,S480,"6-1,6-7(2),7-5",D. Sanguinetti,F. Santoro,,,ITA,FRA,6-1,6-7(2),7-5,,,02:00:00,248,/en/stats/leaderboard?page=serve,1,5,51,50,98,70,35,50,50,24,48,64,7,11,15,202,/en/stats/leaderboard?page=serve,4,0,48,48,101,65,31,48,43,23,53,33,4,12,16,60,59,98,47,47,101,53,106,199,53,54,101,40,39,98,47,93,199,A,,,,,,2,7,,D. Sanguinetti,F. Santoro,S480,S424,ITA,FRA,,
420,1998,New Haven,CS,1998-08-17T00:00:00,1998-08-23T00:00:00,Hard,56,745000,$,MS026,R32,01:04:00,,F,2,L336,"6-3,6-3",H. Levy,R. Schuettler,,,ISR,GER,6-3,6-3,,,,01:04:00,187,/en/stats/leaderboard?page=serve,,0,41,21,51,76,16,21,70,21,30,0,0,,9,265,/en/stats/leaderboard?page=serve,,0,81,46,57,54,25,46,64,7,11,25,1,4,9,73,37,51,44,25,57,57,62,108,56,32,57,27,14,51,43,46,108,A,,,,,False,,,False,H. Levy,R. Schuettler,L336,S636,ISR,GER,,
420,1998,New Haven,CS,1998-08-17T00:00:00,1998-08-23T00:00:00,Hard,56,745000,$,MS027,R32,01:16:00,,F,2,K214,"7-5,6-4",R. Krajicek,M. Washington,,,NED,USA,7-5,6-4,,,,01:16:00,286,/en/stats/leaderboard?page=serve,3,10,69,36,52,75,27,36,63,10,16,25,1,4,11,208,/en/stats/leaderboard?page=serve,5,4,51,35,69,66,23,35,38,13,34,55,6,11,11,71,37,52,48,33,69,58,70,121,52,36,69,29,15,52,42,51,121,A,,,,,,,,,R. Krajicek,M. Washington,K214,W124,NED,USA,,
420,1998,New Haven,CS,1998-08-17T00:00:00,1998-08-23T00:00:00,Hard,56,745000,$,MS028,R32,01:20:00,,F,2,K237,"6-3,6-3",K. Kucera,H. Gumy,,,SVK,ARG,6-3,6-3,,,,01:20:00,253,/en/stats/leaderboard?page=serve,2,7,47,29,62,69,20,29,55,18,33,60,3,5,9,193,/en/stats/leaderboard?page=serve,,0,43,20,46,75,15,20,31,8,26,44,4,9,9,61,38,62,50,23,46,56,61,108,50,23,46,39,24,62,44,47,108,A,,,,,False,,,,K. Kucera,H. Gumy,K237,G247,SVK,ARG,,
420,1998,New Haven,CS,1998-08-17T00:00:00,1998-08-23T00:00:00,Hard,56,745000,$,MS029,R32,01:11:00,,F,2,S381,"6-3,6-3",J. Siemerink,D. van Scheppingen,,,NED,NED,6-3,6-3,,,,01:11:00,272,/en/stats/leaderboard?page=serve,3,6,57,35,61,74,26,35,50,13,26,75,3,4,9,212,/en/stats/leaderboard?page=serve,5,1,52,29,56,76,22,29,33,9,27,50,4,8,9,64,39,61,45,25,56,55,64,117,55,31,56,36,22,61,45,53,117,A,,,,,,,,,J. Siemerink,D. van Scheppingen,S381,S559,NED,NED,,
420,1998,New Haven,CS,1998-08-17T00:00:00,1998-08-23T00:00:00,Hard,56,745000,$,MS030,R32,01:35:00,,F,2,R186,"6-3,6-4",G. Raoux,J. van Lottum,,,FRA,NED,6-3,6-4,,,,01:35:00,268,/en/stats/leaderboard?page=serve,2,2,55,44,80,73,32,44,50,18,36,86,6,7,10,231,/en/stats/leaderboard?page=serve,,1,53,31,59,65,20,31,46,13,28,57,4,7,9,63,50,80,44,26,59,55,76,139,56,33,59,38,30,80,45,63,139,A,,,,,False,,,,G. Raoux,J. van Lottum,R186,V201,FRA,NED,,
420,1998,New Haven,CS,1998-08-17T00:00:00,1998-08-23T00:00:00,Hard,56,745000,$,MS031,R32,01:10:00,,F,2,R255,"6-2,6-1",P. Rafter,J. Tarango,,,AUS,USA,6-2,6-1,,,,01:10:00,218,/en/stats/leaderboard?page=serve,5,10,55,31,56,77,24,31,56,14,25,,0,,8,194,/en/stats/leaderboard?page=serve,5,1,60,32,53,53,17,32,43,9,21,60,6,10,7,68,38,56,51,27,53,60,65,109,49,26,53,32,18,56,40,44,109,A,,,,,,,,,P. Rafter,J. Tarango,R255,T136,AUS,USA,,
