event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_winner,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
421,1997,ATP Masters 1000 Canada,1000,1997-07-28T00:00:00,1997-08-03T00:00:00,Hard,56,2050000,$,MS001,F,01:50:00,,F,3,W212,"7-5,4-6,6-3",C. Woodruff,G. Kuerten,,,USA,BRA,7-5,4-6,6-3,,,01:50:00,304,/en/stats/leaderboard?page=serve,5,18,64,53,83,87,46,53,53,16,30,33,1,3,16,268,/en/stats/leaderboard?page=serve,2,12,52,49,94,73,36,49,53,24,45,75,9,12,15,75,62,83,36,34,94,54,96,177,64,60,94,25,21,83,46,81,177,A,,,,,,,,C. Woodruff,G. Kuerten,W212,K293,USA,BRA,,
421,1997,ATP Masters 1000 Canada,1000,1997-07-28T00:00:00,1997-08-03T00:00:00,Hard,56,2050000,$,MS002,SF,00:57:00,,F,2,K293,"6-3,6-1",G. Kuerten,M. Chang,,,BRA,USA,6-3,6-1,,,,00:57:00,267,/en/stats/leaderboard?page=serve,1,4,65,31,48,84,26,31,53,9,17,,0,,8,207,/en/stats/leaderboard?page=serve,1,4,54,25,46,48,12,25,52,11,21,43,3,7,8,73,35,48,50,23,46,62,58,94,50,23,46,27,13,48,38,36,94,A,,,,,,,,G. Kuerten,M. Chang,K293,C274,BRA,USA,,
421,1997,ATP Masters 1000 Canada,1000,1997-07-28T00:00:00,1997-08-03T00:00:00,Hard,56,2050000,$,MS003,SF,02:16:00,,F,3,W212,"5-7,7-5,6-3",C. Woodruff,Y. Kafelnikov,,,USA,RUS,5-7,7-5,6-3,,,02:16:00,283,/en/stats/leaderboard?page=serve,8,14,55,56,102,86,48,56,48,22,46,71,5,7,17,254,/en/stats/leaderboard?page=serve,7,11,53,64,120,75,48,64,41,23,56,80,12,15,16,69,70,102,41,49,120,54,119,222,59,71,120,31,32,102,46,103,222,A,,,,,,,,C. Woodruff,Y. Kafelnikov,W212,K267,USA,RUS,,
421,1997,ATP Masters 1000 Canada,1000,1997-07-28T00:00:00,1997-08-03T00:00:00,Hard,56,2050000,$,MS004,QF,01:27:00,,F,2,C274,"7-6(7),6-4",M. Chang,R. Krajicek,,,USA,NED,7-6(7),6-4,,,,01:27:00,274,/en/stats/leaderboard?page=serve,1,2,56,38,68,76,29,38,60,18,30,71,5,7,11,256,/en/stats/leaderboard?page=serve,4,10,56,38,68,82,31,38,40,12,30,0,0,3,11,69,47,68,37,25,68,53,72,136,63,43,68,31,21,68,47,64,136,A,7,5,,,,,,M. Chang,R. Krajicek,C274,K214,USA,NED,,
421,1997,ATP Masters 1000 Canada,1000,1997-07-28T00:00:00,1997-08-03T00:00:00,Hard,56,2050000,$,MS005,QF,01:35:00,,F,2,K293,"6-3,7-6(8)",G. Kuerten,F. Santoro,,,BRA,FRA,6-3,7-6(8),,,,01:35:00,297,/en/stats/leaderboard?page=serve,1,10,64,42,66,71,30,42,63,15,24,67,2,3,10,246,/en/stats/leaderboard?page=serve,2,5,56,49,88,69,34,49,46,18,39,73,8,11,11,68,45,66,41,36,88,53,81,154,59,52,88,32,21,66,47,73,154,A,,,8,6,,,,G. Kuerten,F. Santoro,K293,S424,BRA,FRA,,
421,1997,ATP Masters 1000 Canada,1000,1997-07-28T00:00:00,1997-08-03T00:00:00,Hard,56,2050000,$,MS006,QF,02:11:00,,F,3,K267,"7-5,6-7(7),6-1",Y. Kafelnikov,T. Enqvist,,,RUS,SWE,7-5,6-7(7),6-1,,,02:11:00,277,/en/stats/leaderboard?page=serve,3,17,51,58,113,74,43,58,51,28,55,78,7,9,16,242,/en/stats/leaderboard?page=serve,2,8,54,52,97,67,35,52,49,22,45,17,1,6,15,63,71,113,41,40,97,53,111,210,59,57,97,37,42,113,47,99,210,A,,,7,9,,,,Y. Kafelnikov,T. Enqvist,K267,E113,RUS,SWE,,
421,1997,ATP Masters 1000 Canada,1000,1997-07-28T00:00:00,1997-08-03T00:00:00,Hard,56,2050000,$,MS007,QF,01:20:00,,F,2,W212,"6-4,6-4",C. Woodruff,M. Philippoussis,,,USA,AUS,6-4,6-4,,,,01:20:00,261,/en/stats/leaderboard?page=serve,1,3,55,31,56,68,21,31,56,14,25,0,0,2,10,220,/en/stats/leaderboard?page=serve,9,6,56,43,77,63,27,43,44,15,34,71,10,14,10,63,35,56,45,35,77,53,70,133,55,42,77,38,21,56,47,63,133,A,,,,,,,,C. Woodruff,M. Philippoussis,W212,P338,USA,AUS,,
421,1997,ATP Masters 1000 Canada,1000,1997-07-28T00:00:00,1997-08-03T00:00:00,Hard,56,2050000,$,MS008,R16,01:37:00,,F,3,C274,"4-6,6-2,6-3",M. Chang,A. O'Brien,,,USA,USA,4-6,6-2,6-3,,,01:37:00,302,/en/stats/leaderboard?page=serve,4,8,61,43,71,84,36,43,61,17,28,0,0,1,14,264,/en/stats/leaderboard?page=serve,3,6,63,46,73,70,32,46,52,14,27,63,5,8,13,75,53,71,37,27,73,56,80,144,63,46,73,25,18,71,44,64,144,A,,,,,,,,M. Chang,A. O'Brien,C274,O099,USA,USA,,
421,1997,ATP Masters 1000 Canada,1000,1997-07-28T00:00:00,1997-08-03T00:00:00,Hard,56,2050000,$,MS009,R16,01:06:00,,F,2,K214,"6-2,6-4",R. Krajicek,J. Gimelstob,,,NED,USA,6-2,6-4,,,,01:06:00,293,/en/stats/leaderboard?page=serve,4,13,50,26,52,88,23,26,58,15,26,75,3,4,9,211,/en/stats/leaderboard?page=serve,8,1,62,37,60,62,23,37,39,9,23,33,2,6,9,73,38,52,47,28,60,59,66,112,53,32,60,27,14,52,41,46,112,A,,,,,,,,R. Krajicek,J. Gimelstob,K214,G354,NED,USA,,
421,1997,ATP Masters 1000 Canada,1000,1997-07-28T00:00:00,1997-08-03T00:00:00,Hard,56,2050000,$,MS010,R16,01:50:00,,F,3,S424,"6-2,2-6,6-4",F. Santoro,T. Muster,,,FRA,AUT,6-2,2-6,6-4,,,01:50:00,269,/en/stats/leaderboard?page=serve,2,6,50,42,84,76,32,42,55,23,42,67,4,6,13,250,/en/stats/leaderboard?page=serve,3,3,56,53,94,64,34,53,54,22,41,80,12,15,13,65,55,84,40,38,94,52,93,178,60,56,94,35,29,84,48,85,178,A,,,,,,,,F. Santoro,T. Muster,S424,M099,FRA,AUT,,
