event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,player_id_winner,player_id_loser
773,2009,Bucharest,250,2009-09-21T00:00:00,2009-09-27T00:00:00,Clay,32,398250,€,MS001,F,02:11:00,,F,2,M824,"7-6(7),7-6(8)",A. Montanes,J. Monaco,,,ESP,ARG,7-6(7),7-6(8),,,,02:11:00,A,A. Montanes,J. Monaco,ESP,ARG,,,7.0,2.0,8.0,6.0,288,/en/stats/leaderboard?page=serve,2,2,70,63,90,68,43,63,59,16,27,83,5,6,12,298,/en/stats/leaderboard?page=serve,1,1,82,68,83,65,44,68,60,9,15,67,2,3,12,66,59,90,36,30,83,51,89,173,64,53,83,34,31,90,49,84,173,M824,MA21
773,2009,Bucharest,250,2009-09-21T00:00:00,2009-09-27T00:00:00,Clay,32,398250,€,MS002,SF,01:31:00,,F,2,MA21,"6-4,6-3",J. Monaco,S. Greul,,,ARG,GER,6-4,6-3,,,,01:31:00,A,J. Monaco,S. Greul,ARG,GER,,,,,,,279,/en/stats/leaderboard?page=serve,2,3,72,49,68,69,34,49,47,9,19,80,4,5,10,236,/en/stats/leaderboard?page=serve,0,1,60,32,53,66,21,32,43,9,21,40,2,5,9,63,43,68,43,23,53,55,66,121,57,30,53,37,25,68,45,55,121,MA21,G511
773,2009,Bucharest,250,2009-09-21T00:00:00,2009-09-27T00:00:00,Clay,32,398250,€,MS003,SF,01:51:00,,F,3,M824,"4-6,6-4,6-1",A. Montanes,S. Ventura,,,ESP,ESP,4-6,6-4,6-1,,,01:51:00,A,A. Montanes,S. Ventura,ESP,ESP,,,,,,,265,/en/stats/leaderboard?page=serve,3,1,65,55,84,76,42,55,48,14,29,50,3,6,14,234,/en/stats/leaderboard?page=serve,0,1,65,50,77,70,35,50,37,10,27,44,4,9,13,67,56,84,42,32,77,55,88,161,58,45,77,33,28,84,45,73,161,M824,V251
773,2009,Bucharest,250,2009-09-21T00:00:00,2009-09-27T00:00:00,Clay,32,398250,€,MS004,QF,01:04:00,,F,2,G511,"6-2,6-2",S. Greul,M. Gonzalez,,,GER,ARG,6-2,6-2,,,,01:04:00,A,S. Greul,M. Gonzalez,GER,ARG,,,,,,,281,/en/stats/leaderboard?page=serve,0,0,58,28,48,61,17,28,75,15,20,50,1,2,8,187,/en/stats/leaderboard?page=serve,2,0,62,28,45,43,12,28,47,8,17,44,4,9,8,67,32,48,56,25,45,61,57,93,44,20,45,33,16,48,39,36,93,G511,G585
773,2009,Bucharest,250,2009-09-21T00:00:00,2009-09-27T00:00:00,Clay,32,398250,€,MS005,QF,01:55:00,,F,3,MA21,"6-3,2-6,6-1",J. Monaco,P. Cuevas,,,ARG,URU,6-3,2-6,6-1,,,01:55:00,A,J. Monaco,P. Cuevas,ARG,URU,,,,,,,283,/en/stats/leaderboard?page=serve,0,1,66,50,76,68,34,50,65,17,26,75,6,8,12,243,/en/stats/leaderboard?page=serve,1,4,64,54,84,67,36,54,43,13,30,64,7,11,12,67,51,76,42,35,84,54,86,160,58,49,84,33,25,76,46,74,160,MA21,C882
773,2009,Bucharest,250,2009-09-21T00:00:00,2009-09-27T00:00:00,Clay,32,398250,€,MS006,QF,01:31:00,,F,2,V251,"6-2,6-3",S. Ventura,R. Ramirez Hidalgo,,,ESP,ESP,6-2,6-3,,,,01:31:00,A,S. Ventura,R. Ramirez Hidalgo,ESP,ESP,,,,,,,259,/en/stats/leaderboard?page=serve,1,5,65,35,54,71,25,35,42,8,19,60,3,5,9,174,/en/stats/leaderboard?page=serve,2,0,48,32,66,56,18,32,35,12,34,58,7,12,8,61,33,54,55,36,66,58,69,120,45,30,66,39,21,54,43,51,120,V251,R383
773,2009,Bucharest,250,2009-09-21T00:00:00,2009-09-27T00:00:00,Clay,32,398250,€,MS007,QF,00:57:00,,F,2,M824,"6-1,6-1",A. Montanes,F. Fognini,,,ESP,ITA,6-1,6-1,,,,00:57:00,A,A. Montanes,F. Fognini,ESP,ITA,,,,,,,334,/en/stats/leaderboard?page=serve,0,2,70,28,40,79,22,28,83,10,12,100,2,2,7,168,/en/stats/leaderboard?page=serve,1,2,55,29,53,59,17,29,25,6,24,58,7,12,7,80,32,40,57,30,53,67,62,93,43,23,53,20,8,40,33,31,93,M824,F510
773,2009,Bucharest,250,2009-09-21T00:00:00,2009-09-27T00:00:00,Clay,32,398250,€,MS008,R16,02:19:00,,F,3,G585,"7-5,3-6,6-1",M. Gonzalez,O. Hernandez,,,ARG,ESP,7-5,3-6,6-1,,,02:19:00,A,M. Gonzalez,O. Hernandez,ARG,ESP,,,,,,,284,/en/stats/leaderboard?page=serve,2,1,70,60,86,72,43,60,58,15,26,67,4,6,14,243,/en/stats/leaderboard?page=serve,6,1,72,67,93,63,42,67,42,11,26,71,10,14,14,67,58,86,43,40,93,55,98,179,57,53,93,33,28,86,45,81,179,G585,H472
773,2009,Bucharest,250,2009-09-21T00:00:00,2009-09-27T00:00:00,Clay,32,398250,€,MS009,R16,01:20:00,,F,2,G511,"6-1,6-4",S. Greul,D. Koellerer,,,GER,AUT,6-1,6-4,,,,01:20:00,A,S. Greul,D. Koellerer,GER,AUT,,,,,,,271,/en/stats/leaderboard?page=serve,4,11,46,27,59,78,21,27,53,17,32,92,11,12,8,200,/en/stats/leaderboard?page=serve,2,2,58,34,59,50,17,34,48,12,25,38,3,8,9,64,38,59,51,30,59,58,68,118,49,29,59,36,21,59,42,50,118,G511,K551
773,2009,Bucharest,250,2009-09-21T00:00:00,2009-09-27T00:00:00,Clay,32,398250,€,MS010,R16,01:18:00,,F,2,MA21,"6-4,6-2",J. Monaco,P. Riba,,,ARG,ESP,6-4,6-2,,,,01:18:00,A,J. Monaco,P. Riba,ARG,ESP,,,,,,,310,/en/stats/leaderboard?page=serve,1,0,48,21,44,76,16,21,87,20,23,0,0,0,9,251,/en/stats/leaderboard?page=serve,0,2,68,39,57,59,23,39,56,10,18,63,5,8,9,82,36,44,42,24,57,59,60,101,58,33,57,18,8,44,41,41,101,MA21,R750
773,2009,Bucharest,250,2009-09-21T00:00:00,2009-09-27T00:00:00,Clay,32,398250,€,MS011,R16,01:59:00,,F,2,C882,"7-5,6-4",P. Cuevas,P. Luczak,,,URU,AUS,7-5,6-4,,,,01:59:00,A,P. Cuevas,P. Luczak,URU,AUS,,,,,,,268,/en/stats/leaderboard?page=serve,2,7,55,41,75,71,29,41,56,19,34,78,7,9,11,232,/en/stats/leaderboard?page=serve,3,0,58,37,64,62,23,37,52,14,27,43,3,7,11,64,48,75,42,27,64,54,75,139,58,37,64,36,27,75,46,64,139,C882,L515
773,2009,Bucharest,250,2009-09-21T00:00:00,2009-09-27T00:00:00,Clay,32,398250,€,MS012,R16,03:18:00,,F,3,R383,"6-3,6-7(3),6-4",R. Ramirez Hidalgo,M. Copil,,,ESP,ROU,6-3,6-7(3),6-4,,,03:18:00,A,R. Ramirez Hidalgo,M. Copil,ESP,ROU,,,,,3.0,7.0,261,/en/stats/leaderboard?page=serve,6,0,67,78,117,65,51,78,49,19,39,78,7,9,15,238,/en/stats/leaderboard?page=serve,7,11,48,48,99,79,38,48,39,20,51,29,2,7,16,60,70,117,41,41,99,51,111,216,59,58,99,40,47,117,49,105,216,R383,CA99
773,2009,Bucharest,250,2009-09-21T00:00:00,2009-09-27T00:00:00,Clay,32,398250,€,MS013,R16,00:49:00,,F,1,V251,4-5,S. Ventura,A. Martin,,,ESP,ESP,4-5,,,,,00:49:00,A,S. Ventura,A. Martin,ESP,ESP,,,,,,,250,/en/stats/leaderboard?page=serve,1,2,58,25,43,72,18,25,39,7,18,67,2,3,5,325,/en/stats/leaderboard?page=serve,1,2,58,11,19,91,10,11,75,6,8,0,0,0,4,58,25,43,16,3,19,45,28,62,84,16,19,42,18,43,55,34,62,V251,M590
773,2009,Bucharest,250,2009-09-21T00:00:00,2009-09-27T00:00:00,Clay,32,398250,€,MS014,R16,01:08:00,,F,2,M824,"6-1,6-3",A. Montanes,M. Granollers,,,ESP,ESP,6-1,6-3,,,,01:08:00,A,A. Montanes,M. Granollers,ESP,ESP,,,,,,,302,/en/stats/leaderboard?page=serve,3,1,57,25,44,84,21,25,63,12,19,0,0,0,8,209,/en/stats/leaderboard?page=serve,2,2,67,35,52,51,18,35,41,7,17,60,6,10,8,75,33,44,52,27,52,63,60,96,48,25,52,25,11,44,38,36,96,M824,G710
773,2009,Bucharest,250,2009-09-21T00:00:00,2009-09-27T00:00:00,Clay,32,398250,€,MS015,R16,01:43:00,,F,2,F510,"6-4,7-6(7)",F. Fognini,N. Almagro,,,ITA,ESP,6-4,7-6(7),,,,01:43:00,A,F. Fognini,N. Almagro,ITA,ESP,,,,,7.0,3.0,277,/en/stats/leaderboard?page=serve,2,2,69,55,80,67,37,55,60,15,25,75,6,8,11,252,/en/stats/leaderboard?page=serve,2,5,65,47,72,68,32,47,44,11,25,25,1,4,11,65,52,80,40,29,72,53,81,152,60,43,72,35,28,80,47,71,152,F510,A479
