event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
451,2005,Doha,WS,2005-01-03T00:00:00,2005-01-09T00:00:00,Hard,32,975000,$,MS001,F,01:03:00,,F,2,F324,"6-3,6-1",R. Federer,I. Ljubicic,,,SUI,CRO,6-3,6-1,,,,01:03:00,319,/en/stats/leaderboard?page=serve,0,3,70,31,44,77,24,31,69,9,13,100,3,3,8,210,/en/stats/leaderboard?page=serve,1,0,61,31,51,45,14,31,55,11,20,56,5,9,8,75,33,44,51,26,51,62,59,95,49,25,51,25,11,44,38,36,95,A,,,,,R. Federer,I. Ljubicic,F324,L360,SUI,CRO,,
451,2005,Doha,WS,2005-01-03T00:00:00,2005-01-09T00:00:00,Hard,32,975000,$,MS002,SF,01:05:00,,F,2,F324,"6-3,6-4",R. Federer,N. Davydenko,,,SUI,RUS,6-3,6-4,,,,01:05:00,320,/en/stats/leaderboard?page=serve,0,7,64,37,58,73,27,37,76,16,21,100,1,1,10,257,/en/stats/leaderboard?page=serve,3,0,85,44,52,73,32,44,25,2,8,67,4,6,9,74,43,58,35,18,52,55,61,110,65,34,52,26,15,58,45,49,110,A,,,,,R. Federer,N. Davydenko,F324,D402,SUI,RUS,,
451,2005,Doha,WS,2005-01-03T00:00:00,2005-01-09T00:00:00,Hard,32,975000,$,MS003,SF,01:52:00,,F,2,L360,"6-3,7-6(7)",I. Ljubicic,A. Costa,,,CRO,ESP,6-3,7-6(7),,,,01:52:00,305,/en/stats/leaderboard?page=serve,0,6,64,43,67,74,32,43,71,17,24,50,1,2,11,263,/en/stats/leaderboard?page=serve,1,1,72,51,71,71,36,51,40,8,20,78,7,9,10,73,49,67,38,27,71,55,76,138,62,44,71,27,18,67,45,62,138,A,7.0,4.0,,,I. Ljubicic,A. Costa,L360,C378,CRO,ESP,,
451,2005,Doha,WS,2005-01-03T00:00:00,2005-01-09T00:00:00,Hard,32,975000,$,MS004,QF,00:51:00,,F,2,F324,"6-1,6-2",R. Federer,F. Lopez,,,SUI,ESP,6-1,6-2,,,,00:51:00,327,/en/stats/leaderboard?page=serve,1,6,66,27,41,85,23,27,71,10,14,100,1,1,8,187,/en/stats/leaderboard?page=serve,4,0,62,29,47,59,17,29,28,5,18,33,2,6,7,80,33,41,53,25,47,66,58,88,47,22,47,20,8,41,34,30,88,A,,,,,R. Federer,F. Lopez,F324,L397,SUI,ESP,,
451,2005,Doha,WS,2005-01-03T00:00:00,2005-01-09T00:00:00,Hard,32,975000,$,MS005,QF,02:00:00,,F,3,D402,"2-6,6-3,6-2",N. Davydenko,S. Grosjean,,,RUS,FRA,2-6,6-3,6-2,,,02:00:00,235,/en/stats/leaderboard?page=serve,2,2,72,55,76,53,29,55,52,11,21,50,5,10,12,197,/en/stats/leaderboard?page=serve,3,2,59,55,94,62,34,55,31,12,39,53,8,15,13,53,40,76,51,48,94,52,88,170,49,46,94,47,36,76,48,82,170,A,,,,,N. Davydenko,S. Grosjean,D402,G379,RUS,FRA,,
451,2005,Doha,WS,2005-01-03T00:00:00,2005-01-09T00:00:00,Hard,32,975000,$,MS006,QF,02:32:00,,F,3,L360,"6-2,6-7(3),6-3",I. Ljubicic,R. Nadal,,,CRO,ESP,6-2,6-7(3),6-3,,,02:32:00,290,/en/stats/leaderboard?page=serve,3,9,64,63,98,76,48,63,51,18,35,88,7,8,15,270,/en/stats/leaderboard?page=serve,3,2,63,50,80,70,35,50,67,20,30,33,2,6,14,67,66,98,31,25,80,51,91,178,69,55,80,33,32,98,49,87,178,A,3.0,7.0,,,I. Ljubicic,R. Nadal,L360,N409,CRO,ESP,,
451,2005,Doha,WS,2005-01-03T00:00:00,2005-01-09T00:00:00,Hard,32,975000,$,MS007,QF,00:52:00,,F,2,C378,"6-2,3-0",A. Costa,F. Santoro,,,ESP,FRA,6-2,3-0,,,,00:52:00,297,/en/stats/leaderboard?page=serve,0,5,59,20,34,90,18,20,43,6,14,100,4,4,5,173,/en/stats/leaderboard?page=serve,1,1,65,22,34,50,11,22,25,3,12,20,1,5,6,71,24,34,59,20,34,65,44,68,41,14,34,29,10,34,35,24,68,A,,,,,A. Costa,F. Santoro,C378,S424,ESP,FRA,,
451,2005,Doha,WS,2005-01-03T00:00:00,2005-01-09T00:00:00,Hard,32,975000,$,MS008,R16,01:01:00,,F,2,F324,"6-3,6-4",R. Federer,G. Rusedski,,,SUI,GBR,6-3,6-4,,,,01:01:00,317,/en/stats/leaderboard?page=serve,0,2,61,34,56,68,23,34,86,19,22,100,2,2,10,260,/en/stats/leaderboard?page=serve,1,4,65,34,52,65,22,34,50,9,18,60,3,5,9,75,42,56,40,21,52,58,63,108,60,31,52,25,14,56,42,45,108,A,,,,,R. Federer,G. Rusedski,F324,R237,SUI,GBR,,
451,2005,Doha,WS,2005-01-03T00:00:00,2005-01-09T00:00:00,Hard,32,975000,$,MS009,R16,01:37:00,,F,2,L397,"6-2,7-6(8)",F. Lopez,U. Vico,,,ESP,ITA,6-2,7-6(8),,,,01:37:00,285,/en/stats/leaderboard?page=serve,3,7,55,36,66,83,30,36,53,16,30,67,2,3,10,247,/en/stats/leaderboard?page=serve,3,5,59,44,75,64,28,44,52,16,31,67,6,9,10,70,46,66,41,31,75,55,77,141,59,44,75,30,20,66,45,64,141,A,8.0,6.0,,,F. Lopez,U. Vico,L397,V256,ESP,ITA,,
451,2005,Doha,WS,2005-01-03T00:00:00,2005-01-09T00:00:00,Hard,32,975000,$,MS010,R16,01:15:00,,F,2,G379,"6-3,6-0",S. Grosjean,H. Lee,,,FRA,KOR,6-3,6-0,,,,01:15:00,291,/en/stats/leaderboard?page=serve,0,3,61,28,46,68,19,28,72,13,18,0,0,1,8,172,/en/stats/leaderboard?page=serve,2,0,60,33,55,45,15,33,41,9,22,44,4,9,7,70,32,46,56,31,55,62,63,101,44,24,55,30,14,46,38,38,101,A,,,,,S. Grosjean,H. Lee,G379,L311,FRA,KOR,,
