event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_isstatbetter_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_tot_winner,doublefaults_isstatbetter_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
7307,1997,Beijing,GP,1997-09-29T00:00:00,1997-10-05T00:00:00,Hard,32,303000,$,MS001,F,02:21:00,,F,3,C243,"7-6(12),3-6,6-3",J. Courier,M. Gustafsson,,,USA,SWE,7-6(12),3-6,6-3,,,02:21:00,12,10,290,/en/stats/leaderboard?page=serve,False,2,55,53,96,68,36,53,72,31,43,0,0,1,15,280,/en/stats/leaderboard?page=serve,8,9,65,71,109,79,56,71,42,16,38,67,2,3,15,70,67,96,34,37,109,51,104,205,66,72,109,30,29,96,49,101,205,A,,,,,,,J. Courier,M. Gustafsson,C243,G182,USA,SWE,,
7307,1997,Beijing,GP,1997-09-29T00:00:00,1997-10-05T00:00:00,Hard,32,303000,$,MS002,SF,01:23:00,,F,2,C243,"6-3,6-4",J. Courier,T. Johansson,,,USA,SWE,6-3,6-4,,,,01:23:00,,,260,/en/stats/leaderboard?page=serve,,3,62,42,68,67,28,42,50,13,26,71,5,7,10,225,/en/stats/leaderboard?page=serve,5,4,47,23,49,70,16,23,54,14,26,43,3,7,9,60,41,68,39,19,49,51,60,117,61,30,49,40,27,68,49,57,117,A,2,,,,,,J. Courier,T. Johansson,C243,J129,USA,SWE,,
7307,1997,Beijing,GP,1997-09-29T00:00:00,1997-10-05T00:00:00,Hard,32,303000,$,MS003,SF,01:09:00,,F,2,G182,"6-2,6-4",M. Gustafsson,K. Carlsen,,,SWE,DEN,6-2,6-4,,,,01:09:00,,,295,/en/stats/leaderboard?page=serve,,4,73,38,52,79,30,38,64,9,14,,0,,9,236,/en/stats/leaderboard?page=serve,4,6,63,39,62,62,24,39,43,10,23,40,2,5,9,75,39,52,45,28,62,59,67,114,55,34,62,25,13,52,41,47,114,A,2,,,,,,M. Gustafsson,K. Carlsen,G182,C328,SWE,DEN,,
7307,1997,Beijing,GP,1997-09-29T00:00:00,1997-10-05T00:00:00,Hard,32,303000,$,MS004,QF,01:10:00,,F,2,C243,"6-4,6-3",J. Courier,J. Kroslak,,,USA,SVK,6-4,6-3,,,,01:10:00,,,283,/en/stats/leaderboard?page=serve,,7,85,44,52,75,33,44,38,3,8,0,0,2,10,210,/en/stats/leaderboard?page=serve,7,5,60,43,72,63,27,43,34,10,29,64,7,11,9,69,36,52,49,35,72,57,71,124,51,37,72,31,16,52,43,53,124,A,2,,,,,,J. Courier,J. Kroslak,C243,K296,USA,SVK,,
7307,1997,Beijing,GP,1997-09-29T00:00:00,1997-10-05T00:00:00,Hard,32,303000,$,MS005,QF,01:24:00,,F,2,J129,"6-2,6-4",T. Johansson,G. Pozzi,,,SWE,ITA,6-2,6-4,,,,01:24:00,,,260,/en/stats/leaderboard?page=serve,,4,39,22,56,68,15,22,65,22,34,86,6,7,9,213,/en/stats/leaderboard?page=serve,,2,30,17,56,82,14,17,44,17,39,33,2,6,9,66,37,56,45,25,56,55,62,112,55,31,56,34,19,56,45,50,112,A,4,False,,,,,T. Johansson,G. Pozzi,J129,P045,SWE,ITA,,
7307,1997,Beijing,GP,1997-09-29T00:00:00,1997-10-05T00:00:00,Hard,32,303000,$,MS006,QF,01:29:00,,F,2,G182,"6-4,6-3",M. Gustafsson,B. Black,,,SWE,ZIM,6-4,6-3,,,,01:29:00,,,237,/en/stats/leaderboard?page=serve,,5,55,39,71,69,27,39,44,14,32,73,8,11,10,206,/en/stats/leaderboard?page=serve,2,3,68,53,78,53,28,53,40,10,25,67,10,15,9,58,41,71,51,40,78,54,81,149,49,38,78,42,30,71,46,68,149,A,6,,,,,,M. Gustafsson,B. Black,G182,B397,SWE,ZIM,,
7307,1997,Beijing,GP,1997-09-29T00:00:00,1997-10-05T00:00:00,Hard,32,303000,$,MS007,QF,02:56:00,,F,3,C328,"7-5,5-7,7-6(7)",K. Carlsen,A. O'Brien,,,DEN,USA,7-5,5-7,7-6(7),,,02:56:00,,,255,/en/stats/leaderboard?page=serve,,11,58,63,109,79,50,63,41,19,46,62,8,13,18,253,/en/stats/leaderboard?page=serve,2,1,66,80,121,60,48,80,56,23,41,50,5,10,18,63,69,109,41,50,121,52,119,230,59,71,121,37,40,109,48,111,230,A,6,,7,4,,,K. Carlsen,A. O'Brien,C328,O099,DEN,USA,,
7307,1997,Beijing,GP,1997-09-29T00:00:00,1997-10-05T00:00:00,Hard,32,303000,$,MS008,R16,01:32:00,,F,2,C243,"6-4,6-3",J. Courier,M. Ondruska,,,USA,RSA,6-4,6-3,,,,01:32:00,,,264,/en/stats/leaderboard?page=serve,False,1,69,36,52,67,24,36,50,8,16,60,3,5,9,208,/en/stats/leaderboard?page=serve,3,6,51,39,77,54,21,39,50,19,38,44,4,9,10,62,32,52,48,37,77,53,69,129,52,40,77,38,20,52,47,60,129,A,,,,,,,J. Courier,M. Ondruska,C243,O098,USA,RSA,,
7307,1997,Beijing,GP,1997-09-29T00:00:00,1997-10-05T00:00:00,Hard,32,303000,$,MS009,R16,01:54:00,,F,3,K296,"6-3,6-7(6),6-1",J. Kroslak,C. Wilkinson,,,SVK,GBR,6-3,6-7(6),6-1,,,01:54:00,,,280,/en/stats/leaderboard?page=serve,,9,68,77,114,75,58,77,46,17,37,80,8,10,15,230,/en/stats/leaderboard?page=serve,4,6,58,49,85,73,36,49,36,13,36,44,4,9,13,66,75,114,42,36,85,56,111,199,58,49,85,34,39,114,44,88,199,A,4,,,,6,8,J. Kroslak,C. Wilkinson,K296,W150,SVK,GBR,,
7307,1997,Beijing,GP,1997-09-29T00:00:00,1997-10-05T00:00:00,Hard,32,303000,$,MS010,R16,01:16:00,,F,2,J129,"7-5,6-1",T. Johansson,L. Paes,,,SWE,IND,7-5,6-1,,,,01:16:00,,,269,/en/stats/leaderboard?page=serve,,6,57,32,56,81,26,32,50,12,24,75,6,8,9,191,/en/stats/leaderboard?page=serve,1,2,60,44,73,59,26,44,31,9,29,67,12,18,10,68,38,56,52,38,73,59,76,129,48,35,73,32,18,56,41,53,129,A,2,,,,,,T. Johansson,L. Paes,J129,P269,SWE,IND,,
