event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_winner,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
311,1997,London / Queen's Club,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Grass,56,675000,$,MS001,F,00:53:00,,F,2,P338,"7-5,6-3",M. Philippoussis,G. Ivanisevic,,,AUS,CRO,7-5,6-3,,,,00:53:00,217,/en/stats/leaderboard?page=serve,7,15,54,30,56,97,29,30,58,15,26,0,0,,11,280,/en/stats/leaderboard?page=serve,3,12,54,28,52,79,22,28,58,14,24,0,0,2,10,79,44,56,31,16,52,56,60,108,69,36,52,21,12,56,44,48,108,A,,,,,,,,M. Philippoussis,G. Ivanisevic,P338,I034,AUS,CRO,,
311,1997,London / Queen's Club,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Grass,56,675000,$,MS002,SF,01:44:00,,F,3,P338,"2-6,7-6(7),6-2",M. Philippoussis,J. Bjorkman,,,AUS,SWE,2-6,7-6(7),6-2,,,01:44:00,262,/en/stats/leaderboard?page=serve,6,13,54,53,98,74,39,53,49,22,45,75,9,12,14,256,/en/stats/leaderboard?page=serve,5,7,60,56,93,75,42,56,41,15,37,63,5,8,14,62,61,98,39,36,93,51,97,191,61,57,93,38,37,98,49,94,191,A,7,5,,,,,,M. Philippoussis,J. Bjorkman,P338,B446,AUS,SWE,,
311,1997,London / Queen's Club,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Grass,56,675000,$,MS003,SF,01:45:00,,F,3,I034,"4-6,6-4,7-6(20)",G. Ivanisevic,G. Rusedski,,,CRO,GBR,4-6,6-4,7-6(20),,,01:45:00,304,/en/stats/leaderboard?page=serve,7,13,53,54,102,89,48,54,63,30,48,67,2,3,16,307,/en/stats/leaderboard?page=serve,3,17,53,56,105,82,46,56,65,32,49,80,4,5,16,76,78,102,26,27,105,51,105,207,74,78,105,24,24,102,49,102,207,A,,,20,18,,,,G. Ivanisevic,G. Rusedski,I034,R237,CRO,GBR,,
311,1997,London / Queen's Club,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Grass,56,675000,$,MS004,QF,01:33:00,,F,3,B446,"3-6,6-3,6-4",J. Bjorkman,P. Sampras,,,SWE,USA,3-6,6-3,6-4,,,01:33:00,258,/en/stats/leaderboard?page=serve,9,8,47,44,93,70,31,44,57,28,49,78,7,9,14,276,/en/stats/leaderboard?page=serve,8,16,59,47,80,79,37,47,52,17,33,57,4,7,14,63,59,93,33,26,80,49,85,173,68,54,80,37,34,93,51,88,173,A,,,,,,,,J. Bjorkman,P. Sampras,B446,S402,SWE,USA,,
311,1997,London / Queen's Club,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Grass,56,675000,$,MS005,QF,01:34:00,,F,3,P338,"6-2,6-7(4),6-4",M. Philippoussis,J. Knippschild,,,AUS,GER,6-2,6-7(4),6-4,,,01:34:00,300,/en/stats/leaderboard?page=serve,5,16,55,46,84,93,43,46,61,23,38,,0,,15,273,/en/stats/leaderboard?page=serve,6,9,48,41,85,85,35,41,57,25,44,63,5,8,15,79,66,84,29,25,85,54,91,169,71,60,85,21,18,84,46,78,169,A,4,7,,,,,,M. Philippoussis,J. Knippschild,P338,K260,AUS,GER,,
311,1997,London / Queen's Club,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Grass,56,675000,$,MS006,QF,01:19:00,,F,2,I034,"6-3,7-6(11)",G. Ivanisevic,J. Golmard,,,CRO,FRA,6-3,7-6(11),,,,01:19:00,317,/en/stats/leaderboard?page=serve,4,16,58,33,57,94,31,33,63,15,24,50,1,2,10,253,/en/stats/leaderboard?page=serve,9,5,57,41,72,73,30,41,55,17,31,57,4,7,11,81,46,57,35,25,72,55,71,129,65,47,72,19,11,57,45,58,129,A,11,9,,,,,,G. Ivanisevic,J. Golmard,I034,G319,CRO,FRA,,
311,1997,London / Queen's Club,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Grass,56,675000,$,MS007,QF,01:36:00,,F,3,R237,"4-6,7-5,6-3",G. Rusedski,P. Rafter,,,GBR,AUS,4-6,7-5,6-3,,,01:36:00,294,/en/stats/leaderboard?page=serve,3,6,66,57,87,81,46,57,57,17,30,60,3,5,16,275,/en/stats/leaderboard?page=serve,3,1,66,53,80,68,36,53,63,17,27,25,1,4,15,72,63,87,34,27,80,54,90,167,66,53,80,28,24,87,46,77,167,A,,,,,,,,G. Rusedski,P. Rafter,R237,R255,GBR,AUS,,
311,1997,London / Queen's Club,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Grass,56,675000,$,MS009,R16,01:17:00,,F,2,B446,"6-4,7-5",J. Bjorkman,S. Simian,,,SWE,FRA,6-4,7-5,,,,01:17:00,255,/en/stats/leaderboard?page=serve,4,0,54,37,68,59,22,37,65,20,31,67,4,6,11,232,/en/stats/leaderboard?page=serve,8,1,63,48,76,63,30,48,50,14,28,67,8,12,11,62,42,68,42,32,76,51,74,144,58,44,76,38,26,68,49,70,144,A,,,,,,,,J. Bjorkman,S. Simian,B446,S454,SWE,FRA,,
311,1997,London / Queen's Club,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Grass,56,675000,$,MS010,R16,01:21:00,,F,2,K260,"7-6(7),6-3",J. Knippschild,T. Henman,,,GER,GBR,7-6(7),6-3,,,,01:21:00,270,/en/stats/leaderboard?page=serve,2,5,40,26,65,81,21,26,56,22,39,80,4,5,10,239,/en/stats/leaderboard?page=serve,7,2,46,30,65,80,24,30,46,16,35,40,2,5,11,66,43,65,38,25,65,52,68,130,62,40,65,34,22,65,48,62,130,A,,,,,7,5,,J. Knippschild,T. Henman,K260,H336,GER,GBR,,
311,1997,London / Queen's Club,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Grass,56,675000,$,MS011,R16,01:00:00,,F,2,P338,"6-3,6-3",M. Philippoussis,B. Black,,,AUS,ZIM,6-3,6-3,,,,01:00:00,291,/en/stats/leaderboard?page=serve,5,17,58,30,52,83,25,30,50,11,22,67,2,3,9,214,/en/stats/leaderboard?page=serve,1,0,57,34,60,53,18,34,50,13,26,20,1,5,9,69,36,52,48,29,60,58,65,112,52,31,60,31,16,52,42,47,112,A,,,,,,,,M. Philippoussis,B. Black,P338,B397,AUS,ZIM,,
311,1997,London / Queen's Club,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Grass,56,675000,$,MS012,R16,01:44:00,,F,3,G319,"2-6,6-1,6-4",J. Golmard,J. Fleurian,,,FRA,FRA,2-6,6-1,6-4,,,01:44:00,273,/en/stats/leaderboard?page=serve,5,4,55,41,75,76,31,41,59,20,34,0,0,2,13,264,/en/stats/leaderboard?page=serve,3,5,64,50,78,66,33,50,57,16,28,67,6,9,12,68,51,75,37,29,78,52,80,153,63,49,78,32,24,75,48,73,153,A,,,,,,,,J. Golmard,J. Fleurian,G319,F031,FRA,FRA,,
311,1997,London / Queen's Club,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Grass,56,675000,$,MS013,R16,00:54:00,,F,2,I034,"6-1,7-5",G. Ivanisevic,M. Lee,,,CRO,GBR,6-1,7-5,,,,00:54:00,226,/en/stats/leaderboard?page=serve,3,17,58,29,50,97,28,29,57,12,21,0,0,,10,243,/en/stats/leaderboard?page=serve,1,7,51,27,53,74,20,27,46,12,26,50,3,6,9,80,40,50,40,21,53,59,61,103,60,32,53,20,10,50,41,42,103,A,,,,,,,,G. Ivanisevic,M. Lee,I034,L333,CRO,GBR,,
311,1997,London / Queen's Club,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Grass,56,675000,$,MS014,R16,01:54:00,,F,3,R255,"4-6,6-3,6-3",P. Rafter,J. Courier,,,AUS,USA,4-6,6-3,6-3,,,01:54:00,315,/en/stats/leaderboard?page=serve,,9,64,45,70,82,37,45,68,17,25,67,2,3,14,245,/en/stats/leaderboard?page=serve,8,3,56,53,95,68,36,53,48,20,42,67,6,9,14,77,54,70,41,39,95,56,93,165,59,56,95,23,16,70,44,72,165,A,,,,,,,False,P. Rafter,J. Courier,R255,C243,AUS,USA,,
311,1997,London / Queen's Club,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Grass,56,675000,$,MS015,R16,00:54:00,,F,2,R237,"6-3,6-2",G. Rusedski,S. Draper,,,GBR,AUS,6-3,6-2,,,,00:54:00,287,/en/stats/leaderboard?page=serve,4,7,61,30,49,83,25,30,63,12,19,,0,,9,215,/en/stats/leaderboard?page=serve,6,2,53,28,53,68,19,28,36,9,25,67,6,9,8,76,37,49,47,25,53,61,62,102,53,28,53,24,12,49,39,40,102,A,,,,,,,,G. Rusedski,S. Draper,R237,D270,GBR,AUS,,
311,1997,London / Queen's Club,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Grass,56,675000,$,MS016,R32,00:53:00,,F,2,S402,"6-3,6-2",P. Sampras,J. Frana,,,USA,ARG,6-3,6-2,,,,00:53:00,293,/en/stats/leaderboard?page=serve,1,5,64,30,47,90,27,30,47,8,17,67,2,3,9,213,/en/stats/leaderboard?page=serve,2,6,52,29,56,55,16,29,52,14,27,33,2,6,8,74,35,47,46,26,56,59,61,103,54,30,56,26,12,47,41,42,103,A,,,,,,,,P. Sampras,J. Frana,S402,F041,USA,ARG,,
