tournament_id,year,expected_matches,obtained_matches,total_fetches
336,2026,27,24,55
301,2026,27,24,54
375,2026,27,24,55
404,2026,95,79,160
403,2026,95,79,241
360,2026,27,20,91
4462,2026,27,21,83
4440,2026,31,0,310
4284,2026,31,0,310
4486,2026,31,0,310
4487,2026,31,0,310
4484,2026,31,0,310
3067,2026,31,0,310
2987,2026,31,28,58
3073,2026,31,28,59
