tournament_id,year,expected_matches,obtained_matches,total_fetches
520,2026,127,0,127
9001,2026,31,0,31
4940,2026,31,0,31
460,2026,31,0,31
558,2026,31,0,31
2873,2026,31,0,31
3089,2026,31,0,31
