tournament_id,year,expected_matches,obtained_matches,total_fetches
316,2026,27,0,27
314,2026,27,0,27
439,2026,27,0,27
877,2026,31,0,31
2941,2026,31,0,31
2120,2026,31,0,31
9198,2026,31,0,31
472,2026,31,0,31
